,n_commits
2015-11-01,4
2015-12-01,0
2016-01-01,175
2016-02-01,208
2016-03-01,144
2016-04-01,146
2016-05-01,85
2016-06-01,53
2016-07-01,250
2016-08-01,203
2016-09-01,82
2016-10-01,72
2016-11-01,46
2016-12-01,56
2017-01-01,254
2017-02-01,153
2017-03-01,208
2017-04-01,97
2017-05-01,137
2017-06-01,60
2017-07-01,90
2017-08-01,48
2017-09-01,20
2017-10-01,127
2017-11-01,110
2017-12-01,49
2018-01-01,129
2018-02-01,46
2018-03-01,24
2018-04-01,66
2018-05-01,100
2018-06-01,39
2018-07-01,52
2018-08-01,40
2018-09-01,53
2018-10-01,54
2018-11-01,48
2018-12-01,30
2019-01-01,68
2019-02-01,68
2019-03-01,16
2019-04-01,58
2019-05-01,26
2019-06-01,14
2019-07-01,21
2019-08-01,34
2019-09-01,22
2019-10-01,23
2019-11-01,18
2019-12-01,25
2020-01-01,19
2020-02-01,37
2020-03-01,43
2020-04-01,43
2020-05-01,64
2020-06-01,15
2020-07-01,18
2020-08-01,24
2020-09-01,15
2020-10-01,10
2020-11-01,17
2020-12-01,131
2021-01-01,78
2021-02-01,24
2021-03-01,20
2021-04-01,16
2021-05-01,17
2021-06-01,43
2021-07-01,5
2021-08-01,20
2021-09-01,37
2021-10-01,28
2021-11-01,66
2021-12-01,32
2022-01-01,38
2022-02-01,121
2022-03-01,128
2022-04-01,139
2022-05-01,127
2022-06-01,97
2022-07-01,91
2022-08-01,41
2022-09-01,39
2022-10-01,25
2022-11-01,32
2022-12-01,56
2023-01-01,37
2023-02-01,90
2023-03-01,111
2023-04-01,36
2023-05-01,26
2023-06-01,78
2023-07-01,24
2023-08-01,68
2023-09-01,27
2023-10-01,46
2023-11-01,42
2023-12-01,60
2024-01-01,28
2024-02-01,58
2024-03-01,15
2024-04-01,108
2024-05-01,88
2024-06-01,15
2024-07-01,23
2024-08-01,14
2024-09-01,13
2024-10-01,70
2024-11-01,42
2024-12-01,4
2025-01-01,36
2025-02-01,18
2025-03-01,15
2025-04-01,17
2025-05-01,19
2025-06-01,19
2025-07-01,3
2025-08-01,6
