,apache/httpcomponents-client,square/okhttp,google/volley
2012-11-07,5.504709576138148,2.228606827346323,-21.673492473912646
2012-11-08,5.798827223196971,0.049335118662849696,4.368524332810047
2012-11-09,-0.10593468156493366,0.15017545479730357,4.368524332810047
2012-11-10,0.4124880721519377,1.8122094991842892,4.3921183858158654
2012-11-11,0.6157847754486409,4.0951765321513225,4.361898605596084
2012-11-12,0.9556899682950103,1.6459737741250346,4.1500369378520645
2012-11-13,-0.18156493366577398,0.018522793732877758,4.032389879028535
2012-11-14,-0.49529042386185246,2.228606827346323,-25.673492473912646
2012-11-15,1.798827223196971,0.049335118662849696,4.368524332810047
2012-11-16,-0.10593468156493366,0.15017545479730357,4.368524332810047
2012-11-17,1.4124880721519377,-0.1877905008157109,4.3921183858158654
2012-11-18,0.6157847754486409,0.09517653215132206,4.361898605596084
2012-11-19,-0.044310031704989664,-0.35402622587496535,4.1500369378520645
2012-11-20,0.818435066334226,0.018522793732877758,5.032389879028535
2012-11-21,-0.49529042386185246,0.22860682734632312,-25.673492473912646
2012-11-22,-0.2011727768030289,0.049335118662849696,4.368524332810047
2012-11-23,0.8940653184350663,0.15017545479730357,4.368524332810047
2012-11-24,0.4124880721519377,-0.1877905008157109,4.3921183858158654
2012-11-25,0.6157847754486409,0.09517653215132206,4.361898605596084
2012-11-26,0.9556899682950103,-0.35402622587496535,4.1500369378520645
2012-11-27,-0.18156493366577398,0.018522793732877758,4.032389879028535
2012-11-28,12.504709576138147,0.22860682734632312,-25.673492473912646
2012-11-29,-0.2011727768030289,0.049335118662849696,4.368524332810047
2012-11-30,-0.10593468156493366,0.15017545479730357,4.368524332810047
2012-12-01,0.4124880721519377,-0.1877905008157109,4.3921183858158654
2012-12-02,2.615784775448641,0.09517653215132206,4.361898605596084
2012-12-03,1.9556899682950104,1.6459737741250346,5.1500369378520645
2012-12-04,0.818435066334226,0.018522793732877758,5.032389879028535
2012-12-05,2.5047095761381475,0.22860682734632312,-25.673492473912646
2012-12-06,-0.2011727768030289,0.049335118662849696,4.368524332810047
2012-12-07,1.8940653184350664,2.1501754547973038,4.368524332810047
2012-12-08,2.4124880721519375,-0.1877905008157109,4.3921183858158654
2012-12-09,0.6157847754486409,0.09517653215132206,4.361898605596084
2012-12-10,2.9556899682950104,-0.35402622587496535,4.1500369378520645
2012-12-11,2.818435066334226,0.018522793732877758,4.032389879028535
2012-12-12,0.5047095761381475,0.22860682734632312,-25.673492473912646
2012-12-13,1.798827223196971,0.049335118662849696,4.368524332810047
2012-12-14,4.894065318435066,0.15017545479730357,4.368524332810047
2012-12-15,0.4124880721519377,2.812209499184289,4.3921183858158654
2012-12-16,0.6157847754486409,0.09517653215132206,4.361898605596084
2012-12-17,2.9556899682950104,-0.35402622587496535,4.1500369378520645
