,apache/struts,playframework/playframework,spring-projects/spring-boot
2012-11-21,3.8682230212184128,9.713004507013723,-2.2891992032545025
2012-11-22,2.861771408315187,2.932359345723401,-2.119613949798282
2012-11-23,-0.17693826910416774,20.054018331898515,-0.6827475903512771
2012-11-24,0.5806004287571108,4.213890717577353,4.419639270100099
2012-11-25,0.25001434817103024,3.604916358602994,4.810664911125741
2012-11-26,-0.1629893148326328,3.6296416333282693,-1.1417160412552123
2012-11-27,0.7793183774750595,1.8521691058557415,-2.997027396566567
2012-11-28,0.868223021218413,5.713004507013723,-2.2891992032545025
2012-11-29,-0.13822859168481288,6.932359345723401,-2.119613949798282
2012-11-30,1.8230617308958323,3.054018331898516,-0.6827475903512771
2012-12-01,0.5806004287571108,5.213890717577353,4.419639270100099
2012-12-02,0.25001434817103024,3.604916358602994,4.810664911125741
2012-12-03,-0.1629893148326328,2.6296416333282693,-1.1417160412552123
2012-12-04,-0.22068162252494053,7.852169105855742,-2.997027396566567
2012-12-05,2.8682230212184128,-0.28699549298627636,-2.2891992032545025
2012-12-06,-0.13822859168481288,4.932359345723401,-2.119613949798282
2012-12-07,-0.17693826910416774,2.054018331898516,-0.6827475903512771
2012-12-08,0.5806004287571108,3.2138907175773537,4.419639270100099
2012-12-09,6.25001434817103,2.604916358602994,4.810664911125741
2012-12-10,-0.1629893148326328,2.6296416333282693,-1.1417160412552123
2012-12-11,-0.22068162252494053,12.852169105855742,-2.997027396566567
2012-12-12,3.8682230212184128,6.713004507013723,-2.2891992032545025
2012-12-13,1.861771408315187,-0.06764065427659904,-2.119613949798282
2012-12-14,0.8230617308958322,9.054018331898517,-0.6827475903512771
2012-12-15,0.5806004287571108,3.2138907175773537,4.419639270100099
2012-12-16,5.25001434817103,3.604916358602994,4.810664911125741
2012-12-17,1.837010685167367,4.629641633328269,-1.1417160412552123
2012-12-18,5.779318377475059,0.8521691058557415,-2.997027396566567
2012-12-19,-0.13177697878158703,0.7130045070137236,-2.2891992032545025
2012-12-20,3.861771408315187,0.932359345723401,-2.119613949798282
2012-12-21,-0.17693826910416774,1.0540183318985161,-0.6827475903512771
2012-12-22,1.5806004287571107,7.213890717577353,4.419639270100099
2012-12-23,0.25001434817103024,3.604916358602994,4.810664911125741
2012-12-24,-0.1629893148326328,-1.3703583666717307,-1.1417160412552123
2012-12-25,-0.22068162252494053,-2.1478308941442585,-2.997027396566567
2012-12-26,-0.13177697878158703,0.7130045070137236,-2.2891992032545025
2012-12-27,-0.13822859168481288,2.932359345723401,-2.119613949798282
2012-12-28,-0.17693826910416774,3.054018331898516,-0.6827475903512771
2012-12-29,1.5806004287571107,3.2138907175773537,4.419639270100099
2012-12-30,0.25001434817103024,2.604916358602994,4.810664911125741
2012-12-31,-0.1629893148326328,-1.3703583666717307,-1.1417160412552123
2013-01-01,-0.22068162252494053,-2.1478308941442585,-2.997027396566567
2013-01-02,6.868223021218413,6.713004507013723,-2.2891992032545025
2013-01-03,15.861771408315187,10.932359345723402,-2.119613949798282
2013-01-04,-0.17693826910416774,1.0540183318985161,-0.6827475903512771
2013-01-05,0.5806004287571108,4.213890717577353,4.419639270100099
2013-01-06,0.25001434817103024,6.604916358602994,4.810664911125741
2013-01-07,-0.1629893148326328,10.62964163332827,-1.1417160412552123
2013-01-08,-0.22068162252494053,5.852169105855742,-2.997027396566567
2013-01-09,1.868223021218413,8.713004507013723,-2.2891992032545025
2013-01-10,1.861771408315187,1.932359345723401,-2.119613949798282
2013-01-11,-0.17693826910416774,2.054018331898516,-0.6827475903512771
2013-01-12,0.5806004287571108,3.2138907175773537,4.419639270100099
2013-01-13,8.25001434817103,5.604916358602994,4.810664911125741
2013-01-14,-0.1629893148326328,5.629641633328269,-1.1417160412552123
2013-01-15,2.7793183774750596,5.852169105855742,-2.997027396566567
2013-01-16,2.8682230212184128,3.7130045070137236,-2.2891992032545025
2013-01-17,1.861771408315187,3.932359345723401,-2.119613949798282
2013-01-18,-0.17693826910416774,3.054018331898516,-0.6827475903512771
2013-01-19,0.5806004287571108,4.213890717577353,4.419639270100099
2013-01-20,3.2500143481710304,3.604916358602994,4.810664911125741
2013-01-21,6.8370106851673675,2.6296416333282693,-1.1417160412552123
2013-01-22,5.779318377475059,18.85216910585574,-2.997027396566567
2013-01-23,-0.13177697878158703,4.713004507013723,-2.2891992032545025
2013-01-24,-0.13822859168481288,1.932359345723401,-2.119613949798282
2013-01-25,-0.17693826910416774,5.054018331898516,-0.6827475903512771
2013-01-26,0.5806004287571108,4.213890717577353,4.419639270100099
2013-01-27,4.25001434817103,8.604916358602994,4.810664911125741
2013-01-28,3.837010685167367,13.62964163332827,-1.1417160412552123
2013-01-29,-0.22068162252494053,3.8521691058557415,-2.997027396566567
2013-01-30,-0.13177697878158703,2.7130045070137236,-2.2891992032545025
2013-01-31,-0.13822859168481288,-0.06764065427659904,-2.119613949798282
2013-02-01,0.8230617308958322,1.0540183318985161,-0.6827475903512771
2013-02-02,0.5806004287571108,4.213890717577353,4.419639270100099
2013-02-03,1.2500143481710302,4.604916358602994,4.810664911125741
2013-02-04,3.837010685167367,4.629641633328269,-1.1417160412552123
2013-02-05,0.7793183774750595,-0.14783089414425854,-2.997027396566567
2013-02-06,-0.13177697878158703,-0.28699549298627636,-2.2891992032545025
2013-02-07,2.861771408315187,1.932359345723401,-2.119613949798282
2013-02-08,-0.17693826910416774,6.054018331898516,-0.6827475903512771
2013-02-09,0.5806004287571108,4.213890717577353,4.419639270100099
2013-02-10,0.25001434817103024,3.604916358602994,4.810664911125741
