,npm/cli,webpack/webpack,bower/bower
2012-10-07,2.8545095457537855,0.3623698114481524,-0.30103306831417426
2012-10-08,1.076629361421988,4.794627875964282,1.8252342127918164
2012-10-09,2.0720210664911125,1.678498843706217,-0.3443510406644047
2012-10-10,0.1603821677554395,0.6045416181360882,0.19633784034705692
2012-10-11,2.069722827096099,-0.20315068955621945,10.343773737782954
2012-10-12,-3.1482258908526184,0.24098850458297463,2.1111730051822217
2012-10-13,0.914960922334194,0.5221240357185057,3.1688653128745297
2012-10-14,1.8545095457537852,0.3623698114481524,7.698966931685826
2012-10-15,1.076629361421988,-0.20537212403571847,9.825234212791816
2012-10-16,1.0720210664911123,-0.32150115629378306,8.655648959335595
2012-10-17,0.1603821677554395,-0.3954583818639118,14.196337840347057
2012-10-18,-0.9302771729039011,-0.20315068955621945,4.343773737782954
2012-10-19,-4.148225890852618,0.24098850458297463,3.1111730051822217
2012-10-20,0.914960922334194,1.5221240357185057,5.168865312874529
2012-10-21,1.8545095457537852,2.3623698114481524,0.6989669316858258
2012-10-22,1.076629361421988,-0.20537212403571847,7.825234212791816
2012-10-23,6.0720210664911125,-0.32150115629378306,0.6556489593355953
2012-10-24,0.1603821677554395,0.6045416181360882,3.196337840347057
2012-10-25,2.069722827096099,7.796849310443781,0.34377373778295434
2012-10-26,-4.148225890852618,8.240988504582974,2.1111730051822217
2012-10-27,0.914960922334194,1.5221240357185057,4.168865312874529
2012-10-28,1.8545095457537852,6.362369811448152,-0.30103306831417426
2012-10-29,1.076629361421988,-0.20537212403571847,-0.17476578720818356
2012-10-30,1.0720210664911123,0.6784988437062169,1.6556489593355952
2012-10-31,0.1603821677554395,-0.3954583818639118,1.196337840347057
2012-11-01,-0.9302771729039011,5.796849310443781,0.34377373778295434
2012-11-02,-4.148225890852618,4.240988504582974,0.11117300518222178
2012-11-03,0.914960922334194,0.5221240357185057,6.168865312874529
2012-11-04,1.8545095457537852,0.3623698114481524,1.6989669316858258
2012-11-05,1.076629361421988,9.79462787596428,2.8252342127918166
2012-11-06,1.0720210664911123,2.678498843706217,-0.3443510406644047
2012-11-07,4.160382167755439,4.604541618136088,3.196337840347057
2012-11-08,2.069722827096099,4.796849310443781,0.34377373778295434
2012-11-09,-4.148225890852618,2.2409885045829747,0.11117300518222178
2012-11-10,0.914960922334194,3.5221240357185057,0.16886531287452947
2012-11-11,1.8545095457537852,1.3623698114481524,7.698966931685826
2012-11-12,1.076629361421988,0.7946278759642815,1.8252342127918164
2012-11-13,1.0720210664911123,0.6784988437062169,1.6556489593355952
2012-11-14,0.1603821677554395,0.6045416181360882,0.19633784034705692
2012-11-15,-0.9302771729039011,-0.20315068955621945,0.34377373778295434
2012-11-16,-4.148225890852618,0.24098850458297463,0.11117300518222178
2012-11-17,0.914960922334194,0.5221240357185057,8.16886531287453
2012-11-18,1.8545095457537852,0.3623698114481524,9.698966931685826
2012-11-19,1.076629361421988,-0.20537212403571847,6.825234212791816
2012-11-20,1.0720210664911123,-0.32150115629378306,10.655648959335595
2012-11-21,0.1603821677554395,-0.3954583818639118,18.196337840347056
2012-11-22,-0.9302771729039011,-0.20315068955621945,2.3437737377829544
2012-11-23,-3.1482258908526184,0.24098850458297463,12.111173005182222
2012-11-24,0.914960922334194,0.5221240357185057,1.1688653128745294
2012-11-25,1.8545095457537852,0.3623698114481524,-0.30103306831417426
2012-11-26,2.076629361421988,-0.20537212403571847,0.8252342127918164
2012-11-27,1.0720210664911123,-0.32150115629378306,-0.3443510406644047
