,n_commits
2020-05-01,221
2020-06-01,193
2020-07-01,394
2020-08-01,163
2020-09-01,0
2020-10-01,25
2020-11-01,71
2020-12-01,467
2021-01-01,173
2021-02-01,133
2021-03-01,67
2021-04-01,209
2021-05-01,110
2021-06-01,197
2021-07-01,191
2021-08-01,246
2021-09-01,208
2021-10-01,232
2021-11-01,331
2021-12-01,247
2022-01-01,176
2022-02-01,172
2022-03-01,122
2022-04-01,316
2022-05-01,325
2022-06-01,173
2022-07-01,143
2022-08-01,329
2022-09-01,145
2022-10-01,151
2022-11-01,16
2022-12-01,15
2023-01-01,11
2023-02-01,22
2023-03-01,13
2023-04-01,11
2023-05-01,9
2023-06-01,12
2023-07-01,11
2023-08-01,37
2023-09-01,11
2023-10-01,13
2023-11-01,9
2023-12-01,9
2024-01-01,5
2024-02-01,0
2024-03-01,7
2024-04-01,13
2024-05-01,36
2024-06-01,17
2024-07-01,34
2024-08-01,34
2024-09-01,18
2024-10-01,38
2024-11-01,33
2024-12-01,19
2025-01-01,12
2025-02-01,22
2025-03-01,27
2025-04-01,10
2025-05-01,132
2025-06-01,67
2025-07-01,22
2025-08-01,34
