,twbs/bootstrap,foundation/foundation-sites,Semantic-Org/Semantic-UI
2013-10-08,8.393672035897328,-2.936420292448212,12.99734553528932
2013-10-09,8.250255370237223,-1.6682757634274556,7.0913081210788524
2013-10-10,9.747480080819871,-0.31436758355141886,5.45541867104557
2013-10-11,8.009105688306764,0.03860142201090094,4.274776396034859
2013-10-12,8.50298322665594,1.7484431015216382,3.4856403713076816
2013-10-13,10.840938432610617,0.26645012348970165,12.470053381048453
2013-10-14,46.25313961101454,3.9765699466949336,-1.57688223618225
2013-10-15,23.153824594250974,6.758640309831444,15.542036587264862
2013-10-16,11.441094147736857,11.039363508407538,-9.571955509057416
2013-10-17,10.721266416940612,4.0598070939242925,1.391722736590137
2013-10-18,11.868394590212283,1.5544408551873365,20.729344951250724
2013-10-19,1.5590424174829534,3.0833281521730274,0.9712850271813647
2013-10-20,11.793331972523536,5.048600091883865,-9.22797768105405
2013-10-21,11.472565570892565,0.733445515442249,-10.68758474660639
2013-10-22,10.912766839438028,-0.6513622131308643,5.577341243202695
2013-10-23,1.6276218215534235,2.4236631146187553,12.560273346394574
2013-10-24,2.5422968622815185,91.31918294439161,-1.5081687322655144
2013-10-25,11.875661600579294,9.332125349551003,17.671396712909065
2013-10-26,11.737404645035397,4.299510167705542,-9.394491943000958
2013-10-27,5.521042406354417,7.008678638905743,1.1909014915651834
2013-10-28,-4.316374761731588,17.501809612834556,1.6688678557132537
2013-10-29,16.70904835716014,9.120176566214008,-4.817688476015931
2013-10-30,6.833184944781834,2.903856414240411,3.3453110549500362
2013-10-31,3.5392847071597155,6.6304888261463235,1.4178187376905562
2013-11-01,7.012071679651202,11.032973193904763,1.1812405943255406
2013-11-02,6.67157059861647,10.515615987619956,29.243419996514078
2013-11-03,6.059556784706175,22.88578529966531,-10.441538294298816
2013-11-04,-2.171360916885698,11.366207647377212,-0.5416081722676225
2013-11-05,6.511436307784136,9.270620474893406,2.2265620129827433
2013-11-06,18.29596671959857,10.396095223500124,17.54539488208089
2013-11-07,6.1313052705612385,12.133642249892038,-7.776846840447251
2013-11-08,3.7873544568978645,9.52120366848721,-0.08782530756503082
2013-11-09,2.695785162438911,7.780294683152285,-2.140992488618002
2013-11-10,0.26529123475316263,6.82219417021117,-1.0687958956134072
2013-11-11,2.905017133911839,26.77314590436943,-0.8559538341388375
2013-11-12,1.6351091561922562,54.92251917659962,-0.4511679218781923
2013-11-13,4.367295060313069,17.650239900307653,-0.2356373714049269
2013-11-14,1.7780819872915754,14.211534436411636,-3.891806950708165
2013-11-15,6.1399628545687825,17.80376531326255,0.8470267203824972
2013-11-16,2.097678659787599,20.485905426180892,-0.11370953568674702
2013-11-17,6.278655624246359,4.871035534246577,9.0277060806006
2013-11-18,2.770791051096488,23.885237162647957,-4.083888730633366
2013-11-19,7.067705890011094,68.76148507840821,1.9008952251958362
2013-11-20,4.611403083273371,129.5934075868572,2.110338669394235
2013-11-21,6.5255523177933625,282.11670098345843,-2.129557271186129
2013-11-22,5.368241885796999,38.049401443875425,7.83023381644575
2013-11-23,6.09763887717528,20.219214839460736,-3.529629668262772
2013-11-24,-5.354984135191676,22.767135366199017,1.7016341962620132
2013-11-25,-2.152169008895716,14.008173890942336,6.518763576803958
2013-11-26,6.528664282828217,12.329608353299893,-3.5419129122481805
2013-11-27,4.4108465260774965,6.211018507680021,-0.9921801165752235
2013-11-28,14.390292199465843,5.807366802389312,-0.2126461619502964
2013-11-29,7.9798807751118055,4.308413870629618,3.276062286710857
2013-11-30,32.994265357028276,4.608434329664366,-0.9824145914140923
2013-12-01,12.45608583702637,4.661942358834847,-0.03235524665996303
2013-12-02,13.565392509798095,-2.5714015818806093,0.1599139322618386
2013-12-03,13.735149133888985,3.733413605583449,0.03198580591419442
2013-12-04,19.830670312085537,8.98497721457648,3.7960531963742365
2013-12-05,17.690812570422928,9.2958972112191,13.597622996418032
2013-12-06,27.35925292304159,8.537493731928791,-5.102278313887362
2013-12-07,23.12175558320193,5.104623696939746,-0.9909757564116797
2013-12-08,21.36650425609241,3.64934497604052,-0.09207794543783265
2013-12-09,21.137853968239344,-11.582486204795195,0.35430320509744684
2013-12-10,18.80360157253009,9.809648011522999,4.881382270358433
2013-12-11,16.431470303004204,5.884115285044575,-1.296343470284799
2013-12-12,13.69507022078904,6.39459210351308,3.264807740182966
2013-12-13,14.870386314584636,5.647955382276894,-2.9886064058422646
2013-12-14,12.419813254075475,9.201656310319152,-1.6392643481628217
2013-12-15,53.99622511693289,8.57731072146282,5.132284695833456
2013-12-16,14.738280401984385,13.617335706067198,-0.687163418631477
2013-12-17,4.111112104396944,44.40967089776706,0.8489741970137308
2013-12-18,46.93379665638413,8.374614275404971,-4.1236155269904735
2013-12-19,28.95023647303806,9.769434316247137,-2.835201133568537
2013-12-20,14.614127279063416,6.501186333456657,2.79273593514272
2013-12-21,15.886933190682972,5.723673037805909,1.0442510231296271
2013-12-22,8.092375717738076,5.608404943830939,15.253584274726656
2013-12-23,12.67598300859764,5.676927527286072,-5.956484049790913
2013-12-24,21.776037009634308,2.492041594214201,-0.4854688203630735
2013-12-25,11.270690391831339,3.1606887892858664,15.310467101226617
2013-12-26,12.04441921617058,2.948041917025831,-6.541707471226383
2013-12-27,24.87307796983279,6.273855112131304,7.844803966573334
2013-12-28,8.477882794602412,6.097330996747703,-3.7213075977996524
2013-12-29,10.543789329122058,16.75180387633941,-2.526492902731226
2013-12-30,8.705527711139185,-12.218036454482865,-1.2800986542016055
2013-12-31,10.545764899104942,2.994612591765077,-1.1323348064998946
2014-01-01,10.223565646701763,6.279456678670414,-0.4694970974824666
2014-01-02,-0.8434930512959311,4.991519937090026,3.433368510343622
2014-01-03,11.461435613499216,2.4808108104938347,-3.538549721645678
2014-01-04,9.861856670977364,3.662676823076673,0.7453461740310696
2014-01-05,20.467964214405654,5.378584698555331,2.070451828138487
2014-01-06,14.216085861582002,8.367885879479578,17.096815674894216
2014-01-07,10.100608386036683,6.398782871505372,12.03146023672528
2014-01-08,25.235893665033846,2.7700408559744156,-9.67442191360241
2014-01-09,12.550400520855819,5.793077042560252,-3.2956268879081025
2014-01-10,10.735631878653027,9.103197728583368,-1.6037522472278647
2014-01-11,14.957348553098054,7.1787440882947795,-0.30827903757470776
2014-01-12,14.968864012084952,6.779037396560745,1.3351292605716618
2014-01-13,-3.2008614670644064,1.1665838048911135,13.214403866751049
2014-01-14,23.083715949897076,5.92382281980481,0.40722393876068175
2014-01-15,31.13349170665934,16.115831408046862,10.411579339676708
2014-01-16,22.01246249644688,3.418964639130009,-7.848553400151923
2014-01-17,19.545088696808783,6.145230084420059,-2.3006140293613337
2014-01-18,27.35848275944498,6.918646028567979,-1.7752479387967917
2014-01-19,25.660958575542498,7.632451734868352,-0.22262412702427992
2014-01-20,13.626825207559085,23.55536857254328,-0.2413723095558975
2014-01-21,15.178883724727832,30.903600986875425,14.225932475840654
2014-01-22,13.005933768706301,9.11461272651464,-5.839571464653942
2014-01-23,9.480970653308583,8.223938663481478,6.535887968112956
2014-01-24,10.686503503400708,7.103741624029941,1.0392161192603728
2014-01-25,10.484818147390232,7.782893478746884,4.020755590986058
2014-01-26,12.240093105348434,7.821270247112288,-3.9236466748812786
2014-01-27,10.591232833582392,9.834925466046688,-2.649047706507014
2014-01-28,9.948827402645668,16.30903170679698,0.18686964930365235
2014-01-29,0.940571009593496,13.489208693174593,0.7675018821772763
2014-01-30,20.750010189651245,15.36046101320768,-0.16744660321549576
2014-01-31,10.123114472622651,32.31508907747783,-7.404561012081761
2014-02-01,9.306101586367408,15.206810233450266,3.4727738905495613
2014-02-02,5.673363759453537,12.769284677376593,1.9699959490803867
2014-02-03,17.22574509953456,27.863948641981352,-1.4262939960482386
2014-02-04,30.859014453318427,37.63440864200797,-0.3209488699245201
2014-02-05,7.244941804028823,30.8274874375767,1.7238299016784893
2014-02-06,8.028266767668852,16.362962472048252,1.3192236426088544
2014-02-07,31.181732874127587,20.206461829873497,-11.714658205280648
2014-02-08,17.655942614265427,7.107843928262671,9.133839506348654
2014-02-09,21.50920074364266,9.11138038660775,2.5967688263843742
2014-02-10,9.083902388137718,7.64259365924272,1.0402823707403737
2014-02-11,19.53816942193642,3.9858498337351698,13.345590734950967
2014-02-12,8.501357556246171,4.878831403576585,-3.614128423119425
2014-02-13,7.793957229250303,2.5471128789955038,-0.32320927914914277
2014-02-14,5.166764364668927,3.044420912472443,-0.3326491043679587
2014-02-15,4.208467312043922,6.9433517275761965,-0.07125156068501282
2014-02-16,7.690277679325127,5.685837316148407,-0.4462062532475928
2014-02-17,2.3910927848253936,21.273473538211338,-0.2649103288706054
2014-02-18,3.8936472197559344,5.241827924407407,0.24041193417417528
2014-02-19,2.3613350986565393,3.3517859195116397,0.24532212105970186
2014-02-20,-1.9784358913788203,4.7371384002995,0.05242988723014008
2014-02-21,3.8158147085653207,2.8923719110840085,10.84435283767932
2014-02-22,18.308829472768963,4.784139439351689,-0.3786322296184812
2014-02-23,3.783126787500417,4.395239831529633,-1.3121851886454339
2014-02-24,6.775462373454774,6.438283139110273,-0.30889698262924314
2014-02-25,6.019156415984389,6.4217553032278705,2.426482141310413
2014-02-26,6.584982173251306,8.150868966057377,0.7296827685870628
2014-02-27,10.522730128088307,42.31596083224503,9.544254471433554
2014-02-28,9.70337061693963,29.03824590546078,1.6272863879112691
2014-03-01,8.30973929747761,10.4328246835788,-3.6392366221664707
2014-03-02,7.318437097089868,13.820162122882081,7.3038592630295245
2014-03-03,7.769034502568321,24.677793338186536,-3.542371271634691
2014-03-04,28.568991567198324,22.310562939982212,6.320137136478863
2014-03-05,10.354208550383127,71.12662441098301,-3.878557670947231
2014-03-06,6.313743819209802,-5.060329211160232,-0.7412214338388754
2014-03-07,56.684183025856704,4.991469376083068,-0.8702929384185811
2014-03-08,10.788964586742097,6.778481147625067,-0.3968981076782898
2014-03-09,39.27288690940357,6.107769066611979,-0.35629105920932824
2014-03-10,39.170779510221315,4.443559629810615,-0.24537238555293972
2014-03-11,7.031054678649041,7.648138631572047,0.11910925010130713
2014-03-12,9.039440833769216,6.587815249722985,0.3737818848697698
2014-03-13,-1.1000515750337887,9.999356998427164,-0.03820234310137227
2014-03-14,6.091035096381912,13.949324527734454,8.953091953163693
2014-03-15,6.051630505488063,24.150906916845337,-2.9233850380686803
2014-03-16,5.967512954098096,10.176310557392855,-0.6492487903386777
2014-03-17,29.948523148164384,15.13248905932993,-0.38845322679349636
2014-03-18,4.131998480417287,9.303823045594726,0.0907110138442182
2014-03-19,0.23112790791425378,14.3451605323117,0.17135081695608445
2014-03-20,4.252843641145683,-3.438738710073478,0.10013155019607423
2014-03-21,2.426845242765602,28.010989674856763,-8.998966447583944
2014-03-22,2.4533305285748535,12.77480008053771,3.956005838523215
2014-03-23,5.262642053011309,11.610560353394712,1.360691936855654
2014-03-24,5.103530597363924,11.031083661531834,1.7852390872551576
2014-03-25,21.30424040822237,14.305123260249749,0.4073950692920122
2014-03-26,6.971434707060301,14.327361026744617,0.5328963258781214
2014-03-27,6.698792519838377,8.108848120654972,0.5100164779796481
2014-03-28,13.048631049477233,12.186794204873259,0.5489339132833742
2014-03-29,3.863476861631886,8.778896908408578,0.41882771333791047
2014-03-30,2.4313086077562276,9.792690191240112,0.4744409181570808
2014-03-31,3.9048072755474807,11.380381556714996,0.16274487825055628
2014-04-01,6.78949918084183,11.721540775398033,0.39397057525667767
2014-04-02,0.7758387520094204,33.378839901062854,0.34924933913350786
2014-04-03,12.287139021570848,26.24506815891856,0.34172824993512596
2014-04-04,4.815719309899982,6.175698690304037,-8.46485141208076
2014-04-05,3.3061303288703114,16.76438692099067,5.791177261216404
2014-04-06,3.4292186808258722,8.562509613370453,0.5928527503144227
2014-04-07,2.3276316267875288,22.127635243063523,0.515628575442781
2014-04-08,0.9426791247210262,4.6646735832055795,0.4116734271845939
2014-04-09,13.259694596858834,2.0878260492642893,0.40279897547642907
2014-04-10,-0.04813162056325421,6.811593864835759,0.2840721259888779
2014-04-11,2.122079057893826,4.0893798980746885,-3.045083568072031
2014-04-12,2.313954738800061,4.651839665342395,1.6238720824605704
2014-04-13,1.792899390643692,5.4001058275983915,2.730823332230041
2014-04-14,-0.31160680579693223,7.483598746980361,-0.46669327173272546
2014-04-15,2.284287698948173,10.82899817544353,-0.1696437028093949
2014-04-16,4.759488369192308,11.555200535848352,0.12834931570340224
2014-04-17,4.465620723485368,5.7512515600769465,-0.043935713516619235
2014-04-18,3.1255166949676183,13.187921401985784,-3.7801216447218873
2014-04-19,2.635591744460998,12.073745917562045,1.7645434555667987
