,apache/couchdb,apache/cassandra,mongodb/mongo
2017-04-02,0.3466837785089475,3.030152906644144,10.33320889210502
2017-04-03,0.3187827501098596,11.169077533604149,11.311567052916637
2017-04-04,0.35796656248618874,10.389366299654956,11.17099044295783
2017-04-05,0.6544728185141859,9.694957962448674,7.964441186697825
2017-04-06,0.5787824916166548,6.616308826202969,10.888338935923777
2017-04-07,0.4824214996742767,25.3862984138267,11.896840945940447
2017-04-08,0.26452659318975036,7.497885339086837,9.780685623828587
2017-04-09,0.6770954960434725,7.276585560096397,11.786163106199936
2017-04-10,0.5824028243848626,6.222145636158466,8.055457142342846
2017-04-11,0.681201069155603,-2.6594138260331803,7.193484770481725
2017-04-12,0.3696931250185437,2.509018451396745,14.213353170969334
2017-04-13,0.7533658990267336,4.907527150924901,0.6542387500557716
2017-04-14,-0.6590484430538817,0.39121208065504764,2.8053664200528905
2017-04-15,1.6001022229133164,10.195592190647378,14.518235994212532
2017-04-16,0.9865898141841749,3.4863215430414667,11.160962047282016
2017-04-17,1.851943803923073,-1.7524545708079233,15.865380525465424
2017-04-18,5.0305151090621525,1.2453536121737723,14.415348847286976
2017-04-19,4.092599114144574,3.31902491717854,13.675131762914507
2017-04-20,0.9149324293806587,14.196968856973553,10.345871124117267
2017-04-21,5.1959371173068964,3.3859838271470806,9.458173739476955
2017-04-22,2.942526964393812,3.8834962130103587,10.259403659719071
2017-04-23,3.294208221078734,5.682274283266004,11.667611928877877
2017-04-24,9.129223739640706,3.224946643536927,9.521948924124747
2017-04-25,3.4271597860932554,3.5241732022457053,13.768822291617122
2017-04-26,-1.1650340080466772,8.176269463639867,-2.316861572659679
2017-04-27,3.0813981730078224,-1.4119240171633036,10.774897129951132
2017-04-28,9.925803207928135,-1.456648755912412,7.250958473082835
2017-04-29,4.334187811174814,3.762664924087793,11.007172916152648
2017-04-30,6.420976620057833,3.9632394927851347,10.368049629371491
2017-05-01,2.4850663162215203,-0.7748755548490139,12.815209668839692
2017-05-02,-0.8147849159297547,7.254362842140209,6.901284146856183
