,spring-projects/spring-boot,playframework/playframework,apache/struts
2012-12-21,-0.7897402137033475,1.0425904356779934,-0.17102682263972582
2012-12-22,4.5862966526561,7.192820850424537,1.5580054354247903
2012-12-23,5.048969463716007,3.567936057797809,0.3257473709086613
2012-12-24,-1.1298796441653585,-1.3990969092351577,-0.14979321753515304
2012-12-25,-2.9641287284144426,-2.0785840887223377,-0.1690239867659223
2012-12-26,-2.5328100470957615,0.7254452153069666,-0.3027236204655559
2012-12-27,-2.218707482993197,2.94888843875019,-0.09118515892709449
2012-12-28,-0.7897402137033475,3.0425904356779934,-0.17102682263972582
2012-12-29,4.5862966526561,3.192820850424537,1.5580054354247903
2012-12-30,5.048969463716007,2.567936057797809,0.3257473709086613
2012-12-31,-1.1298796441653585,-1.3990969092351577,-0.14979321753515304
2013-01-01,-2.9641287284144426,-2.0785840887223377,-0.1690239867659223
2013-01-02,-2.5328100470957615,6.725445215306967,6.697276379534444
2013-01-03,-2.218707482993197,10.94888843875019,15.908814841072905
2013-01-04,-0.7897402137033475,1.0425904356779934,-0.17102682263972582
2013-01-05,4.5862966526561,4.192820850424537,0.5580054354247903
2013-01-06,5.048969463716007,6.567936057797809,0.3257473709086613
2013-01-07,-1.1298796441653585,10.600903090764842,-0.14979321753515304
2013-01-08,-2.9641287284144426,5.921415911277663,-0.1690239867659223
2013-01-09,-2.5328100470957615,8.725445215306966,1.697276379534444
2013-01-10,-2.218707482993197,1.9488884387501901,1.9088148410729056
2013-01-11,-0.7897402137033475,2.0425904356779934,-0.17102682263972582
2013-01-12,4.5862966526561,3.192820850424537,0.5580054354247903
2013-01-13,5.048969463716007,5.567936057797809,8.325747370908662
2013-01-14,-1.1298796441653585,5.6009030907648425,-0.14979321753515304
2013-01-15,-2.9641287284144426,5.921415911277663,2.8309760132340775
2013-01-16,-2.5328100470957615,3.7254452153069666,2.6972763795344443
2013-01-17,-2.218707482993197,3.94888843875019,1.9088148410729056
2013-01-18,-0.7897402137033475,3.0425904356779934,-0.17102682263972582
2013-01-19,4.5862966526561,4.192820850424537,0.5580054354247903
2013-01-20,5.048969463716007,3.567936057797809,3.3257473709086613
2013-01-21,-1.1298796441653585,2.6009030907648425,6.850206782464847
2013-01-22,-2.9641287284144426,18.921415911277663,5.8309760132340775
2013-01-23,-2.5328100470957615,4.725445215306967,-0.3027236204655559
2013-01-24,-2.218707482993197,1.9488884387501901,-0.09118515892709449
2013-01-25,-0.7897402137033475,5.042590435677994,-0.17102682263972582
2013-01-26,4.5862966526561,4.192820850424537,0.5580054354247903
2013-01-27,5.048969463716007,8.567936057797809,4.325747370908661
2013-01-28,-1.1298796441653585,13.600903090764842,3.850206782464847
2013-01-29,-2.9641287284144426,3.9214159112776623,-0.1690239867659223
2013-01-30,-2.5328100470957615,2.7254452153069666,-0.3027236204655559
2013-01-31,-2.218707482993197,-0.05111156124980987,-0.09118515892709449
2013-02-01,-0.7897402137033475,1.0425904356779934,0.8289731773602742
2013-02-02,4.5862966526561,4.192820850424537,0.5580054354247903
2013-02-03,5.048969463716007,4.567936057797809,1.3257473709086613
2013-02-04,-1.1298796441653585,4.6009030907648425,3.850206782464847
2013-02-05,-2.9641287284144426,-0.07858408872233769,0.8309760132340777
2013-02-06,-2.5328100470957615,-0.2745547846930334,-0.3027236204655559
2013-02-07,-2.218707482993197,1.9488884387501901,2.9088148410729056
2013-02-08,-0.7897402137033475,6.042590435677994,-0.17102682263972582
2013-02-09,4.5862966526561,4.192820850424537,0.5580054354247903
2013-02-10,5.048969463716007,3.567936057797809,0.3257473709086613
2013-02-11,-1.1298796441653585,2.6009030907648425,-0.14979321753515304
2013-02-12,-2.9641287284144426,1.9214159112776623,-0.1690239867659223
2013-02-13,-2.5328100470957615,0.7254452153069666,0.6972763795344441
2013-02-14,-2.218707482993197,1.9488884387501901,-0.09118515892709449
2013-02-15,-0.7897402137033475,6.042590435677994,-0.17102682263972582
2013-02-16,4.5862966526561,5.192820850424537,0.5580054354247903
2013-02-17,5.048969463716007,2.567936057797809,0.3257473709086613
2013-02-18,-1.1298796441653585,7.6009030907648425,1.850206782464847
2013-02-19,-2.9641287284144426,18.921415911277663,2.8309760132340775
2013-02-20,-2.5328100470957615,4.725445215306967,-0.3027236204655559
2013-02-21,-2.218707482993197,23.94888843875019,1.9088148410729056
2013-02-22,-0.7897402137033475,7.042590435677994,-0.17102682263972582
2013-02-23,4.5862966526561,4.192820850424537,0.5580054354247903
2013-02-24,5.048969463716007,2.567936057797809,0.3257473709086613
2013-02-25,-1.1298796441653585,3.6009030907648425,-0.14979321753515304
2013-02-26,-2.9641287284144426,-1.0785840887223377,-0.1690239867659223
2013-02-27,-2.5328100470957615,-1.2745547846930334,-0.3027236204655559
2013-02-28,-2.218707482993197,-1.0511115612498099,3.9088148410729056
2013-03-01,-0.7897402137033475,2.0425904356779934,-0.17102682263972582
2013-03-02,4.5862966526561,7.192820850424537,0.5580054354247903
2013-03-03,5.048969463716007,3.567936057797809,0.3257473709086613
2013-03-04,-1.1298796441653585,0.6009030907648423,1.850206782464847
2013-03-05,-2.9641287284144426,3.9214159112776623,-0.1690239867659223
2013-03-06,-2.5328100470957615,-0.2745547846930334,2.6972763795344443
2013-03-07,-2.218707482993197,-1.0511115612498099,-0.09118515892709449
2013-03-08,-0.7897402137033475,3.0425904356779934,-0.17102682263972582
2013-03-09,4.5862966526561,3.192820850424537,0.5580054354247903
2013-03-10,5.048969463716007,6.567936057797809,0.3257473709086613
2013-03-11,-1.1298796441653585,9.600903090764842,-0.14979321753515304
2013-03-12,-2.9641287284144426,1.9214159112776623,-0.1690239867659223
2013-03-13,-2.5328100470957615,3.7254452153069666,-0.3027236204655559
2013-03-14,-2.218707482993197,6.94888843875019,-0.09118515892709449
2013-03-15,-0.7897402137033475,1.0425904356779934,2.828973177360274
2013-03-16,4.5862966526561,4.192820850424537,2.55800543542479
2013-03-17,5.048969463716007,4.567936057797809,4.325747370908661
2013-03-18,-1.1298796441653585,4.6009030907648425,12.850206782464847
2013-03-19,-2.9641287284144426,5.921415911277663,2.8309760132340775
2013-03-20,-2.5328100470957615,3.7254452153069666,2.6972763795344443
2013-03-21,-2.218707482993197,13.94888843875019,-0.09118515892709449
2013-03-22,-0.7897402137033475,1.0425904356779934,8.828973177360274
2013-03-23,4.5862966526561,3.192820850424537,0.5580054354247903
2013-03-24,5.048969463716007,2.567936057797809,3.3257473709086613
2013-03-25,-1.1298796441653585,10.600903090764842,-0.14979321753515304
2013-03-26,-2.9641287284144426,1.9214159112776623,2.8309760132340775
2013-03-27,-2.5328100470957615,-0.2745547846930334,4.697276379534444
2013-03-28,-2.218707482993197,1.9488884387501901,4.908814841072905
2013-03-29,-0.7897402137033475,3.0425904356779934,-0.17102682263972582
2013-03-30,4.5862966526561,4.192820850424537,0.5580054354247903
