,nodejs/node,ruby/ruby,python/cpython
2019-04-16,11.253826837549857,8.957553739280268,4.600912582896536
2019-04-17,9.6094544674948,44.58633077142983,5.31446487516894
2019-04-18,12.741320666506752,15.7452879407659,6.31664577691271
2019-04-19,10.834641806096736,15.572092453842743,6.049501134670405
2019-04-20,11.470231795878286,20.040567348125013,6.3261475365367295
2019-04-21,8.745925438346458,21.8744359573949,6.947493617743422
2019-04-22,8.46676033514975,21.54241916630956,7.105048342569402
2019-04-23,9.991515916581108,30.924083234320726,9.428115575947473
2019-04-24,11.9710289528667,26.04194803620906,7.5435097768501675
2019-04-25,8.642395970787096,27.430797202619075,7.036271934671833
2019-04-26,11.220520289912939,32.94811220650159,17.483636306552476
2019-04-27,12.151617929368484,27.814199793784624,8.731612564537834
2019-04-28,14.089932313196078,23.40866662520421,9.193685876575158
2019-04-29,14.252830904099117,24.802895053100602,8.285383032863026
2019-04-30,19.618760986502082,18.922676660013817,5.203912864171759
2019-05-01,13.304890401611797,15.502885306423266,10.715621646221422
2019-05-02,11.448065944302398,10.132604273633568,18.808092351341298
2019-05-03,10.682415232168733,8.430488152229685,9.933009151198847
2019-05-04,7.690768166211291,5.198628505183845,9.160723478100294
2019-05-05,11.52252282454128,-8.36910852843993,9.307885409108003
2019-05-06,-1.7709440898328062,6.088822012977175,10.611423671360775
2019-05-07,3.1943555863817177,6.228642959420838,12.167565106355184
2019-05-08,6.710308692563321,23.857154804327656,8.67629926542802
2019-05-09,7.014334345730697,10.88227822307924,12.520813991278644
2019-05-10,15.284654090632522,13.357230789347827,11.481258529540456
2019-05-11,8.260508407143615,4.593802270844812,12.787998626827333
2019-05-12,5.367391566934464,7.615919309858755,10.459109859971095
2019-05-13,11.059646466109937,13.795407372183977,17.122116096396553
2019-05-14,10.84438926835717,12.051987488314575,12.346372126135796
2019-05-15,6.545819167000313,12.005398250403509,6.825373869234356
2019-05-16,8.814797294179217,11.158182481309986,13.385083348832797
2019-05-17,9.731499014347886,10.173668612222292,22.140363930952393
2019-05-18,7.700804654572407,18.79546656571495,16.26034325788163
2019-05-19,17.138177813245154,-3.830015716179873,17.231504241907327
2019-05-20,8.947522145469915,13.991488839418839,11.945795165221456
2019-05-21,7.022033933552198,19.873151404277284,7.684226102485971
2019-05-22,7.80267214436147,26.6305949623545,15.789461319062298
2019-05-23,8.599621871370816,25.21672287770025,15.210596164964915
2019-05-24,7.8135976473515925,35.088606532001336,18.72984637839673
2019-05-25,10.933911807456491,25.052822308742904,12.53850750286933
2019-05-26,8.812868502291447,29.978237420246188,16.68255670118827
2019-05-27,7.387172769151885,28.398201297319204,14.261052999939775
2019-05-28,11.432774959283886,33.81484803373725,18.309494571973673
2019-05-29,10.966061899522876,25.917590911278328,19.678367435029998
2019-05-30,11.733851762622567,30.257425716986493,25.485603541643517
2019-05-31,9.29905652573636,25.404788562912056,17.389029771989186
2019-06-01,32.44443423916262,28.029227503663947,35.286031378345164
2019-06-02,9.821291534882999,9.491727313878801,30.201199857301713
2019-06-03,8.124071444806397,27.070886738034645,17.48207187519166
2019-06-04,4.948552034615036,20.374171133454066,15.861446233058023
2019-06-05,26.26397236384084,24.701233233650953,10.795439489883414
2019-06-06,5.083012838161205,9.187862168569627,11.911993436592281
