,twbs/bootstrap,foundation/foundation-sites,Semantic-Org/Semantic-UI
2013-10-08,8.414089041695256,-0.364061966197756,15.079127065990734
2013-10-09,8.23945407389002,-0.024890885238870612,14.48450085697344
2013-10-10,9.740362115826342,-0.7347749880121665,14.000507107585946
2013-10-11,8.020765710542875,0.09920881213532459,0.04761735267225298
2013-10-12,8.563397277302293,1.4530228193333605,12.806961367294848
2013-10-13,10.75972236779499,-1.1173182548249692,20.73487267906794
2013-10-14,46.25259467469669,2.7077519297430728,11.692797641422276
2013-10-15,23.178287545488466,8.64754022667293,25.425093448596975
2013-10-16,11.4694143084677,11.596570632884822,5.45961433642116
2013-10-17,10.658836861750475,3.755336462267433,10.10408269314553
2013-10-18,11.89940048530245,2.5098997056429933,18.79080186470511
2013-10-19,1.6297870888768564,2.480549208944467,17.25073661287215
2013-10-20,11.68891430316194,4.411500903158062,3.347557385739928
2013-10-21,11.480502152817184,-0.32959576077185115,-2.522953528433457
2013-10-22,10.94070505186465,0.675727534606044,8.749618338534422
2013-10-23,1.6900178992946688,2.15390876085628,18.43701581310216
2013-10-24,2.431145826672119,91.17478224822823,9.216155182792768
2013-10-25,11.91980410089694,11.011722203527054,17.533401272217912
2013-10-26,11.814255568967367,3.250067479133666,4.689281012770719
2013-10-27,5.397300648278564,7.1451547095926315,7.946580887944474
2013-10-28,-4.300918670241499,16.60110892500919,9.234186066329519
2013-10-29,16.74290456805152,9.796473766416417,2.0141254315832047
2013-10-30,6.926964222277757,1.9157737294810877,7.343351263821091
2013-10-31,3.3793464635926185,6.816673527270493,7.224534249829571
2013-11-01,7.069812986488783,13.515507229745468,1.1503880671842523
2013-11-02,6.736822700504558,8.693301218552296,34.405264893954076
2013-11-03,5.931017784411022,23.524648482392642,5.395493921634003
2013-11-04,-2.158822302617323,9.977890788796547,8.61645145081774
2013-11-05,6.524706964280973,9.66683967500088,9.082133053884524
2013-11-06,18.385958579024695,9.389436539133325,23.685932479274072
2013-11-07,6.091442934627213,12.225188673614626,5.588306100109929
2013-11-08,3.8335869145969674,9.851598375981279,4.838697552428279
