,n_commits
2016-04-01,75
2016-05-01,50
2016-06-01,0
2016-07-01,0
2016-08-01,0
2016-09-01,0
2016-10-01,6
2016-11-01,0
2016-12-01,0
2017-01-01,0
2017-02-01,0
2017-03-01,0
2017-04-01,0
2017-05-01,0
2017-06-01,0
2017-07-01,4
2017-08-01,111
2017-09-01,55
2017-10-01,10
2017-11-01,3
2017-12-01,77
2018-01-01,8
2018-02-01,6
2018-03-01,2
2018-04-01,1
2018-05-01,46
2018-06-01,14
2018-07-01,1
2018-08-01,60
2018-09-01,23
2018-10-01,19
2018-11-01,21
2018-12-01,13
2019-01-01,15
2019-02-01,2
2019-03-01,59
2019-04-01,36
2019-05-01,34
2019-06-01,20
2019-07-01,12
2019-08-01,0
2019-09-01,0
2019-10-01,11
2019-11-01,19
2019-12-01,28
2020-01-01,0
2020-02-01,2
2020-03-01,1
2020-04-01,1
2020-05-01,30
2020-06-01,70
2020-07-01,6
2020-08-01,4
2020-09-01,5
2020-10-01,42
2020-11-01,160
2020-12-01,66
2021-01-01,1
2021-02-01,0
2021-03-01,0
2021-04-01,78
2021-05-01,33
2021-06-01,106
2021-07-01,14
2021-08-01,53
2021-09-01,53
2021-10-01,3
2021-11-01,3
2021-12-01,95
2022-01-01,75
2022-02-01,2
2022-03-01,1
2022-04-01,0
2022-05-01,10
2022-06-01,2
2022-07-01,1
2022-08-01,0
2022-09-01,8
2022-10-01,0
2022-11-01,0
2022-12-01,0
2023-01-01,0
2023-02-01,2
2023-03-01,2
2023-04-01,117
2023-05-01,87
2023-06-01,5
2023-07-01,2
2023-08-01,0
2023-09-01,0
2023-10-01,1
2023-11-01,23
2023-12-01,0
2024-01-01,2
2024-02-01,3
2024-03-01,11
2024-04-01,5
2024-05-01,55
2024-06-01,1
2024-07-01,4
2024-08-01,0
2024-09-01,0
2024-10-01,2
2024-11-01,3
2024-12-01,0
2025-01-01,1
2025-02-01,0
2025-03-01,1
2025-04-01,75
2025-05-01,124
