,hashicorp/nomad,apache/mesos,kubernetes/kubernetes
2015-08-01,5.947124158497569,11.149755788467843,58.514230933988564
2015-08-02,6.684002153814139,6.3800730911409715,56.933021452677174
2015-08-03,6.949740005802607,6.593151986975421,2.9613907518298532
2015-08-04,5.992351149167379,4.383065829865738,50.86185588055248
2015-08-05,15.153205013750192,13.229624686619083,49.627014908826794
2015-08-06,1.1648483496638615,10.650392514298844,58.37689087465802
2015-08-07,6.541218135980494,13.831385122290252,56.674717320890466
2015-08-08,6.077229191180246,6.404926785867004,53.97600884867373
2015-08-09,-0.7963867763691826,13.522474979209864,56.04119087345325
2015-08-10,5.096311871178757,14.91149645713232,55.03125856529235
2015-08-11,7.9653250022452164,16.254891528953205,56.95210474674748
2015-08-12,2.569597561370526,9.228872680815632,70.0544155166428
2015-08-13,15.332980973821142,25.383239444092773,51.390363042549936
2015-08-14,23.945035350087327,9.31503404197631,28.415314110604978
2015-08-15,25.136791875410825,9.656471346963318,49.22349682119234
2015-08-16,12.560335343563139,10.78617354458854,48.984931202756655
2015-08-17,6.866700467059765,9.290788820941584,50.60226701918709
2015-08-18,2.7314343514376835,13.3736464703284,66.58540469124533
2015-08-19,1.8426011432989224,1.1174306877884517,52.36399819401666
2015-08-20,6.732885264001701,5.097213471703013,51.81707388135458
2015-08-21,4.164076470791499,-4.379910614877221,50.91213199455538
2015-08-22,6.219496647171115,5.427172861355089,48.26556920897857
2015-08-23,13.51740415164408,4.18871307271123,47.831572049306956
2015-08-24,3.95236919244198,1.9835954213576457,52.82644360302232
2015-08-25,10.463027120113939,-0.1001156763655846,39.55513795919994
2015-08-26,15.295657340196179,10.673705746170787,38.27688585718702
2015-08-27,16.62853089584856,7.566412790807274,26.247561562535182
2015-08-28,12.30616537334725,7.803550715436934,36.0969538570058
2015-08-29,12.583403756605083,5.865345689353127,50.88164366147002
2015-08-30,-7.309928838626677,6.8093628555755465,44.11810114551147
2015-08-31,6.783152777537754,12.203354999856634,37.083302983802845
2015-09-01,12.431829150466172,12.742193272015415,55.327219027007025
2015-09-02,7.717295314444744,1.8042694183813386,48.8226758762227
2015-09-03,7.093542175048709,-0.16727497552968185,42.54531028141139
2015-09-04,10.198630278377308,3.7561235908325408,47.962999226829794
2015-09-05,4.410796090881578,5.366988780168997,33.97045235877589
2015-09-06,19.168346098921482,6.104992940393816,47.667290133179726
