,laravel/framework,django/django,rails/rails
2013-04-10,5.999260647186915,2.4182517175604734,27.40717070947486
2013-04-11,13.231453722928377,7.080889080197836,19.253076416670886
2013-04-12,5.737444506338516,16.607156361303826,14.985795310680103
2013-04-13,17.238271636197904,5.737848787157542,22.349478401782548
2013-04-14,11.901275299201567,3.370632669941426,16.714863017167165
2013-04-15,13.981861379787647,4.138031937340693,15.161749464053612
2013-04-16,0.9104328083590756,1.6471894464982022,16.12786668017083
2013-04-17,29.999260647186915,-0.5817482824395267,19.40717070947486
2013-04-18,9.231453722928377,6.080889080197836,30.253076416670886
2013-04-19,10.737444506338516,3.6071563613038267,18.985795310680103
2013-04-20,27.238271636197904,3.7378487871575428,14.349478401782548
2013-04-21,12.901275299201567,3.370632669941426,19.714863017167165
2013-04-22,7.981861379787647,2.138031937340693,24.16174946405361
2013-04-23,8.910432808359076,0.6471894464982022,12.127866680170827
2013-04-24,8.999260647186915,5.418251717560473,24.40717070947486
2013-04-25,1.2314537229283766,4.080889080197836,6.253076416670886
2013-04-26,-1.2625554936614845,0.6071563613038267,7.985795310680103
2013-04-27,6.238271636197903,-0.26215121284245724,7.349478401782548
2013-04-28,8.901275299201567,6.3706326699414255,15.714863017167165
2013-04-29,21.981861379787645,1.1380319373406929,8.161749464053612
2013-04-30,30.910432808359076,2.647189446498202,23.12786668017083
2013-05-01,16.999260647186915,2.4182517175604734,19.40717070947486
2013-05-02,15.231453722928377,1.080889080197836,28.253076416670886
2013-05-03,10.737444506338516,1.6071563613038267,18.985795310680103
2013-05-04,19.238271636197904,3.7378487871575428,28.349478401782548
2013-05-05,11.901275299201567,5.3706326699414255,21.714863017167165
2013-05-06,4.981861379787647,2.138031937340693,7.161749464053612
2013-05-07,7.910432808359076,3.647189446498202,20.12786668017083
2013-05-08,29.999260647186915,9.418251717560473,29.40717070947486
2013-05-09,5.231453722928377,13.080889080197837,14.253076416670886
2013-05-10,13.737444506338516,11.607156361303828,60.9857953106801
2013-05-11,6.238271636197903,10.737848787157542,12.349478401782548
2013-05-12,12.901275299201567,4.3706326699414255,27.714863017167165
2013-05-13,9.981861379787647,2.138031937340693,31.16174946405361
2013-05-14,14.910432808359076,4.647189446498202,20.12786668017083
2013-05-15,10.999260647186915,9.418251717560473,31.40717070947486
2013-05-16,18.231453722928375,12.080889080197837,23.253076416670886
2013-05-17,21.737444506338516,10.607156361303828,19.985795310680103
2013-05-18,11.238271636197904,68.73784878715755,16.349478401782548
2013-05-19,8.901275299201567,66.37063266994143,16.714863017167165
