,n_commits
2014-05-01,51
2014-06-01,191
2014-07-01,955
2014-08-01,308
2014-09-01,370
2014-10-01,351
2014-11-01,97
2014-12-01,224
2015-01-01,288
2015-02-01,569
2015-03-01,535
2015-04-01,610
2015-05-01,621
2015-06-01,637
2015-07-01,304
2015-08-01,182
2015-09-01,182
2015-10-01,507
2015-11-01,559
2015-12-01,434
2016-01-01,598
2016-02-01,501
2016-03-01,563
2016-04-01,456
2016-05-01,618
2016-06-01,463
2016-07-01,488
2016-08-01,783
2016-09-01,570
2016-10-01,1024
2016-11-01,717
2016-12-01,588
2017-01-01,644
2017-02-01,703
2017-03-01,917
2017-04-01,1034
2017-05-01,876
2017-06-01,468
2017-07-01,116
2017-08-01,212
2017-09-01,164
2017-10-01,263
2017-11-01,200
2017-12-01,116
2018-01-01,114
2018-02-01,123
2018-03-01,148
2018-04-01,77
2018-05-01,10
2018-06-01,43
2018-07-01,29
2018-08-01,57
2018-09-01,71
2018-10-01,1009
2018-11-01,222
2018-12-01,189
2019-01-01,194
2019-02-01,298
2019-03-01,217
2019-04-01,155
2019-05-01,140
2019-06-01,175
2019-07-01,175
2019-08-01,189
2019-09-01,135
2019-10-01,119
2019-11-01,120
2019-12-01,111
2020-01-01,103
2020-02-01,147
2020-03-01,178
2020-04-01,255
2020-05-01,199
2020-06-01,247
2020-07-01,115
2020-08-01,158
2020-09-01,318
2020-10-01,349
2020-11-01,124
2020-12-01,216
2021-01-01,173
2021-02-01,191
2021-03-01,111
2021-04-01,101
2021-05-01,166
2021-06-01,105
2021-07-01,266
2021-08-01,101
2021-09-01,128
2021-10-01,183
2021-11-01,148
2021-12-01,103
2022-01-01,138
2022-02-01,71
2022-03-01,134
2022-04-01,175
2022-05-01,106
2022-06-01,150
2022-07-01,107
2022-08-01,157
2022-09-01,75
2022-10-01,120
2022-11-01,87
2022-12-01,47
2023-01-01,106
2023-02-01,77
2023-03-01,80
2023-04-01,68
2023-05-01,108
2023-06-01,58
2023-07-01,147
2023-08-01,160
2023-09-01,133
2023-10-01,99
2023-11-01,268
2023-12-01,98
