,n_commits
2015-09-01,1
2015-10-01,109
2015-11-01,78
2015-12-01,37
2016-01-01,39
2016-02-01,24
2016-03-01,49
2016-04-01,27
2016-05-01,8
2016-06-01,6
2016-07-01,23
2016-08-01,84
2016-09-01,38
2016-10-01,49
2016-11-01,41
2016-12-01,42
2017-01-01,59
2017-02-01,15
2017-03-01,35
2017-04-01,32
2017-05-01,49
2017-06-01,38
2017-07-01,234
2017-08-01,316
2017-09-01,283
2017-10-01,266
2017-11-01,281
2017-12-01,282
2018-01-01,435
2018-02-01,464
2018-03-01,386
2018-04-01,385
2018-05-01,408
2018-06-01,378
2018-07-01,361
2018-08-01,332
2018-09-01,255
2018-10-01,281
2018-11-01,274
2018-12-01,158
2019-01-01,305
2019-02-01,244
2019-03-01,261
2019-04-01,239
2019-05-01,206
2019-06-01,236
2019-07-01,503
2019-08-01,295
2019-09-01,401
2019-10-01,370
2019-11-01,462
2019-12-01,552
2020-01-01,585
2020-02-01,519
2020-03-01,650
2020-04-01,502
2020-05-01,296
2020-06-01,111
2020-07-01,728
2020-08-01,173
2020-09-01,212
2020-10-01,328
2020-11-01,193
2020-12-01,163
2021-01-01,195
2021-02-01,256
2021-03-01,383
2021-04-01,130
2021-05-01,211
2021-06-01,159
2021-07-01,151
2021-08-01,418
2021-09-01,1006
2021-10-01,514
2021-11-01,701
2021-12-01,229
2022-01-01,294
2022-02-01,432
2022-03-01,610
2022-04-01,471
2022-05-01,421
2022-06-01,420
2022-07-01,459
2022-08-01,952
2022-09-01,548
2022-10-01,547
2022-11-01,1129
2022-12-01,715
2023-01-01,972
2023-02-01,742
2023-03-01,553
2023-04-01,727
2023-05-01,803
2023-06-01,586
2023-07-01,627
2023-08-01,414
2023-09-01,382
2023-10-01,347
2023-11-01,205
2023-12-01,143
2024-01-01,275
2024-02-01,144
2024-03-01,356
2024-04-01,272
2024-05-01,106
2024-06-01,167
2024-07-01,60
2024-08-01,95
2024-09-01,245
2024-10-01,106
2024-11-01,113
2024-12-01,73
2025-01-01,104
2025-02-01,84
2025-03-01,141
2025-04-01,77
2025-05-01,47
2025-06-01,71
2025-07-01,114
2025-08-01,51
