,n_commits
2014-06-01,11
2014-07-01,2
2014-08-01,90
2014-09-01,29
2014-10-01,34
2014-11-01,39
2014-12-01,40
2015-01-01,74
2015-02-01,35
2015-03-01,26
2015-04-01,152
2015-05-01,106
2015-06-01,29
2015-07-01,52
2015-08-01,43
2015-09-01,41
2015-10-01,78
2015-11-01,9
2015-12-01,164
2016-01-01,65
2016-02-01,101
2016-03-01,0
2016-04-01,8
2016-05-01,97
2016-06-01,42
2016-07-01,74
2016-08-01,93
2016-09-01,32
2016-10-01,15
2016-11-01,68
2016-12-01,16
2017-01-01,58
2017-02-01,28
2017-03-01,10
2017-04-01,14
2017-05-01,12
2017-06-01,5
2017-07-01,58
2017-08-01,7
2017-09-01,17
2017-10-01,19
2017-11-01,4
2017-12-01,18
2018-01-01,13
2018-02-01,6
2018-03-01,8
2018-04-01,25
2018-05-01,6
2018-06-01,1
2018-07-01,11
2018-08-01,1
2018-09-01,3
2018-10-01,4
2018-11-01,0
2018-12-01,49
2019-01-01,2
2019-02-01,11
2019-03-01,11
2019-04-01,13
2019-05-01,9
2019-06-01,6
2019-07-01,4
2019-08-01,3
2019-09-01,1
2019-10-01,13
2019-11-01,9
2019-12-01,39
2020-01-01,2
2020-02-01,17
2020-03-01,8
2020-04-01,1
2020-05-01,8
2020-06-01,4
2020-07-01,8
2020-08-01,21
2020-09-01,3
2020-10-01,21
2020-11-01,0
2020-12-01,0
2021-01-01,2
2021-02-01,0
2021-03-01,9
2021-04-01,16
2021-05-01,20
2021-06-01,10
2021-07-01,0
2021-08-01,1
2021-09-01,6
2021-10-01,6
2021-11-01,6
2021-12-01,2
2022-01-01,2
