,apache/cassandra,mongodb/mongo,apache/couchdb
2017-03-02,9.573829354192593,8.741174773911213,2.174531571169818
2017-03-03,9.705302446288297,7.972329506941889,2.1055006893318082
2017-03-04,9.155987755343004,8.214079276337841,2.0170684357225626
2017-03-05,7.690564759059137,7.215109835704379,1.9549887082202024
2017-03-06,-0.1139464188481405,8.299386920376971,1.9548593105283354
2017-03-07,7.32126143061016,8.644009059943413,1.9543528911743917
2017-03-08,6.704113112391978,8.134518712559185,9.065428321840079
2017-03-09,-1.4535075235572892,7.93715767508786,3.8102845121500355
2017-03-10,5.370627220343429,9.438008768622884,3.5599361785574675
2017-03-11,4.592041283350155,8.369094220342095,1.7016433182622854
2017-03-12,6.261971793421859,10.695800048071057,1.6176470687103301
2017-03-13,5.096959560144464,7.87289518449936,0.1035407695971196
2017-03-14,0.8283439715807476,7.282976942699549,1.2332125243616388
2017-03-15,-2.675327914644945,7.696973720404837,1.1957575734498507
2017-03-16,5.6037467321873455,1.0999846460981972,9.445794914925953
2017-03-17,4.9867132764213125,2.8830310659026295,1.0283284044601546
2017-03-18,4.993994123903174,8.52537862954444,1.4106983996841738
2017-03-19,4.843025293654913,8.080140306966824,5.297691311905489
2017-03-20,5.362731859235245,10.394772836694557,5.271548826626811
2017-03-21,4.331816098775924,9.954072155865335,0.5342174756577998
2017-03-22,-0.007639254343135171,11.301929075266182,-0.6363411903712214
2017-03-23,13.741892477077638,10.300018478972468,6.8590711261115835
2017-03-24,3.5356360389476493,12.460989162505829,-0.4642108579545219
2017-03-25,3.409231337913999,9.702521129784047,2.1463418068724245
2017-03-26,3.693716327704527,8.622116974460752,1.9749631841907185
2017-03-27,2.9047096787125035,6.907940090924304,6.298645571235928
2017-03-28,15.447095488994115,9.741079787470321,0.7902485703595301
2017-03-29,2.9095943687253607,19.905807745648755,-0.48528065081871885
2017-03-30,8.162002480927255,8.917341506716452,0.7106186181835652
2017-03-31,2.1405936399742385,7.954230336808365,4.059729247253318
2017-04-01,2.3773344999407526,9.895669283921576,20.56558207013066
2017-04-02,3.1084106972725505,10.104798818114093,0.5823562956874598
2017-04-03,13.458492103722337,10.89945072687683,0.5508747892917903
2017-04-04,18.97681003477713,10.538585520028942,-0.006113797566725143
2017-04-05,3.4454826601348496,7.1275312344183055,0.4972543843371915
2017-04-06,3.7476885943680553,11.343412161830283,0.5026759610107524
2017-04-07,28.21353238115015,14.451175369315923,0.5309308738964426
2017-04-08,5.076816777750485,8.853680030842716,0.5791715688695594
2017-04-09,6.823702774989382,11.495290238733325,0.6450852129248749
2017-04-10,7.331876966520001,7.815643664442128,0.7634788371275834
2017-04-11,0.583639294434461,6.636547882911403,-0.1994229352041197
2017-04-12,0.23123961001232285,13.406987904532873,1.1162834040284193
2017-04-13,3.436581444307041,0.8722616071231064,0.6571760302595209
2017-04-14,3.6325768906448106,5.009481016014288,-0.43479891401472753
2017-04-15,8.196978702783689,14.042895118887445,1.7164605325811522
2017-04-16,2.9558644312404994,10.900617892592031,0.8341560733893324
2017-04-17,-1.1097646837727542,15.635289418505923,2.138905813656507
2017-04-18,2.8558297100181678,13.907867399503584,4.011136355671802
2017-04-19,-0.07209227561935183,12.775683472734398,4.513387762751672
2017-04-20,14.311746833681024,10.390295393345502,0.8532199651787313
