,n_commits
2012-02-01,178
2012-03-01,402
2012-04-01,388
2012-05-01,247
2012-06-01,116
2012-07-01,404
2012-08-01,542
2012-09-01,321
2012-10-01,483
2012-11-01,311
2012-12-01,111
2013-01-01,205
2013-02-01,448
2013-03-01,381
2013-04-01,398
2013-05-01,400
2013-06-01,454
2013-07-01,338
2013-08-01,355
2013-09-01,417
2013-10-01,588
2013-11-01,417
2013-12-01,341
2014-01-01,375
2014-02-01,549
2014-03-01,888
2014-04-01,416
2014-05-01,280
2014-06-01,425
2014-07-01,341
2014-08-01,486
2014-09-01,285
2014-10-01,246
2014-11-01,186
2014-12-01,176
2015-01-01,224
2015-02-01,286
2015-03-01,263
2015-04-01,367
2015-05-01,297
2015-06-01,418
2015-07-01,600
2015-08-01,496
2015-09-01,550
2015-10-01,478
2015-11-01,337
2015-12-01,392
2016-01-01,312
2016-02-01,357
2016-03-01,599
2016-04-01,369
2016-05-01,302
2016-06-01,312
2016-07-01,205
2016-08-01,348
2016-09-01,417
2016-10-01,372
2016-11-01,293
2016-12-01,6273
2017-01-01,636
2017-02-01,684
2017-03-01,531
2017-04-01,326
2017-05-01,533
2017-06-01,483
2017-07-01,640
2017-08-01,1068
2017-09-01,554
2017-10-01,540
2017-11-01,492
2017-12-01,487
2018-01-01,784
2018-02-01,588
2018-03-01,405
2018-04-01,537
2018-05-01,728
2018-06-01,367
2018-07-01,486
2018-08-01,882
2018-09-01,506
2018-10-01,604
2018-11-01,708
2018-12-01,466
2019-01-01,574
2019-02-01,839
2019-03-01,881
2019-04-01,513
2019-05-01,460
2019-06-01,538
2019-07-01,528
2019-08-01,1021
2019-09-01,450
2019-10-01,403
2019-11-01,406
2019-12-01,298
2020-01-01,333
2020-02-01,443
2020-03-01,271
2020-04-01,118
2020-05-01,166
2020-06-01,200
2020-07-01,192
2020-08-01,165
2020-09-01,130
2020-10-01,96
2020-11-01,86
2020-12-01,80
2021-01-01,99
2021-02-01,93
2021-03-01,116
2021-04-01,175
2021-05-01,138
2021-06-01,114
2021-07-01,40
2021-08-01,74
2021-09-01,104
2021-10-01,117
2021-11-01,70
2021-12-01,64
2022-01-01,97
2022-02-01,107
2022-03-01,100
2022-04-01,97
2022-05-01,86
2022-06-01,105
2022-07-01,78
2022-08-01,103
2022-09-01,100
2022-10-01,107
2022-11-01,75
2022-12-01,32
2023-01-01,77
2023-02-01,113
2023-03-01,95
2023-04-01,96
2023-05-01,79
2023-06-01,72
2023-07-01,71
2023-08-01,74
2023-09-01,57
2023-10-01,76
2023-11-01,72
2023-12-01,13
2024-01-01,57
2024-02-01,24
2024-03-01,49
