,tensorflow/tensorflow,pytorch/pytorch,chainer/chainer
2016-09-25,49.16813524417211,20.32890059249506,22.644141726169376
2016-09-26,50.97735183403386,9.904015799868334,13.222943569487349
2016-09-27,52.283342617444,8.767610269914417,5.232160159349098
2016-09-28,29.803506861801793,-0.7519631674009553,2.2453351563950648
2016-09-29,49.29434935264429,5.668366502928715,4.142771053830962
2016-09-30,31.357536165831096,13.349685184247395,6.631782042841951
2016-10-01,40.11577792407285,14.73338481794703,17.8808662919262
2016-10-02,49.16813524417211,18.32890059249506,15.644141726169376
2016-10-03,31.97735183403386,12.904015799868334,10.222943569487349
2016-10-04,28.283342617444,-4.232389730085583,3.232160159349098
2016-10-05,16.803506861801793,3.2480368325990447,-1.7546648436049352
2016-10-06,37.29434935264429,-5.331633497071285,-2.8572289461690383
2016-10-07,24.357536165831096,29.349685184247395,4.631782042841951
2016-10-08,47.11577792407285,11.73338481794703,23.8808662919262
2016-10-09,51.16813524417211,15.328900592495062,23.644141726169376
2016-10-10,43.97735183403386,4.904015799868334,-1.7770564305126522
2016-10-11,53.283342617444,-2.2323897300855826,0.23216015934909784
2016-10-12,55.80350686180179,-2.7519631674009553,2.2453351563950648
2016-10-13,42.29434935264429,2.6683665029287154,-5.857228946169038
2016-10-14,47.35753616583109,11.349685184247395,9.631782042841952
2016-10-15,52.11577792407285,11.73338481794703,24.8808662919262
2016-10-16,71.1681352441721,17.32890059249506,15.644141726169376
2016-10-17,45.97735183403386,18.904015799868333,13.222943569487349
2016-10-18,54.283342617444,-2.2323897300855826,17.2321601593491
2016-10-19,85.8035068618018,3.2480368325990447,1.2453351563950648
2016-10-20,38.29434935264429,-7.331633497071285,5.142771053830962
2016-10-21,39.35753616583109,-4.650314815752604,6.631782042841951
2016-10-22,68.11577792407286,12.73338481794703,14.8808662919262
2016-10-23,70.1681352441721,14.328900592495062,16.644141726169376
2016-10-24,65.97735183403387,25.904015799868333,11.222943569487349
2016-10-25,53.283342617444,-0.2323897300855826,14.232160159349098
2016-10-26,44.80350686180179,4.248036832599045,-1.7546648436049352
2016-10-27,47.29434935264429,0.6683665029287154,18.142771053830963
2016-10-28,37.35753616583109,-0.650314815752604,1.631782042841951
2016-10-29,46.11577792407285,14.73338481794703,15.8808662919262
2016-10-30,50.16813524417211,14.328900592495062,23.644141726169376
2016-10-31,71.97735183403387,7.904015799868334,6.222943569487348
2016-11-01,42.283342617444,5.767610269914417,-7.767839840650902
2016-11-02,40.80350686180179,6.248036832599045,-5.754664843604935
2016-11-03,50.29434935264429,2.6683665029287154,2.1427710538309617
2016-11-04,43.35753616583109,-4.650314815752604,13.631782042841952
2016-11-05,35.11577792407285,13.73338481794703,19.8808662919262
2016-11-06,49.16813524417211,14.328900592495062,24.644141726169376
2016-11-07,19.97735183403386,14.904015799868334,38.22294356948735
