,AMS_ij,normalized_AMS_ij
swiftlang/swift -> rust-lang/rust,-0.6391280267650645,-2.8306138890046824
golang/go -> rust-lang/rust,-2.253469365234789,-5.865870753111765
rust-lang/rust -> swiftlang/swift,-4.424314449425492,-11.511310960055484
golang/go -> swiftlang/swift,-3.0631351509661213,-10.102994280832839
rust-lang/rust -> golang/go,-0.7871091159255067,-4.253715563151801
swiftlang/swift -> golang/go,-1.7233967597281723,-9.25400335315267
