,n_commits
2009-11-01,100
2009-12-01,70
2010-01-01,41
2010-02-01,59
2010-03-01,131
2010-04-01,104
2010-05-01,133
2010-06-01,164
2010-07-01,15
2010-08-01,111
2010-09-01,11
2010-10-01,149
2010-11-01,123
2010-12-01,163
2011-01-01,210
2011-02-01,251
2011-03-01,169
2011-04-01,109
2011-05-01,67
2011-06-01,27
2011-07-01,81
2011-08-01,97
2011-09-01,218
2011-10-01,8
2011-11-01,89
2011-12-01,67
2012-01-01,25
2012-02-01,102
2012-03-01,49
2012-04-01,84
2012-05-01,13
2012-06-01,63
2012-07-01,60
2012-08-01,30
2012-09-01,49
2012-10-01,27
2012-11-01,31
2012-12-01,20
2013-01-01,14
2013-02-01,57
2013-03-01,25
2013-04-01,5
2013-05-01,2
2013-06-01,37
2013-07-01,15
2013-08-01,11
2013-09-01,37
2013-10-01,29
2013-11-01,28
2013-12-01,33
2014-01-01,17
2014-02-01,18
2014-03-01,63
2014-04-01,38
2014-05-01,31
2014-06-01,43
2014-07-01,27
2014-08-01,11
2014-09-01,21
2014-10-01,17
2014-11-01,20
2014-12-01,8
2015-01-01,7
2015-02-01,21
2015-03-01,6
2015-04-01,9
2015-05-01,0
2015-06-01,0
2015-07-01,0
2015-08-01,0
2015-09-01,0
2015-10-01,0
2015-11-01,0
2015-12-01,0
2016-01-01,2
2016-02-01,0
2016-03-01,6
2016-04-01,0
2016-05-01,0
2016-06-01,0
2016-07-01,0
2016-08-01,0
2016-09-01,0
2016-10-01,0
2016-11-01,0
2016-12-01,0
2017-01-01,0
2017-02-01,0
2017-03-01,0
2017-04-01,0
2017-05-01,0
2017-06-01,0
2017-07-01,0
2017-08-01,0
2017-09-01,0
2017-10-01,0
2017-11-01,0
2017-12-01,0
2018-01-01,0
2018-02-01,0
2018-03-01,0
2018-04-01,0
2018-05-01,0
2018-06-01,0
2018-07-01,0
2018-08-01,0
2018-09-01,0
2018-10-01,0
2018-11-01,0
2018-12-01,0
2019-01-01,0
2019-02-01,0
2019-03-01,0
2019-04-01,0
2019-05-01,0
2019-06-01,0
2019-07-01,0
2019-08-01,0
2019-09-01,0
2019-10-01,0
2019-11-01,0
2019-12-01,0
2020-01-01,0
2020-02-01,0
2020-03-01,0
2020-04-01,0
2020-05-01,0
2020-06-01,0
2020-07-01,0
2020-08-01,0
2020-09-01,0
2020-10-01,0
2020-11-01,0
2020-12-01,0
2021-01-01,0
2021-02-01,0
2021-03-01,0
2021-04-01,0
2021-05-01,0
2021-06-01,0
2021-07-01,0
2021-08-01,0
2021-09-01,0
2021-10-01,0
2021-11-01,0
2021-12-01,0
2022-01-01,0
2022-02-01,0
2022-03-01,0
2022-04-01,0
2022-05-01,0
2022-06-01,0
2022-07-01,0
2022-08-01,0
2022-09-01,0
2022-10-01,0
2022-11-01,0
2022-12-01,0
2023-01-01,0
2023-02-01,0
2023-03-01,0
2023-04-01,0
2023-05-01,0
2023-06-01,0
2023-07-01,0
2023-08-01,0
2023-09-01,0
2023-10-01,0
2023-11-01,0
2023-12-01,0
2024-01-01,0
2024-02-01,0
2024-03-01,0
2024-04-01,0
2024-05-01,0
2024-06-01,0
2024-07-01,0
2024-08-01,0
2024-09-01,0
2024-10-01,1
