,laravel/framework,rails/rails,django/django
2017-02-10,18.644305464121132,10.401671139919989,3.6549923195084486
2017-02-11,10.30882159315339,7.817339342684964,9.324116743471581
2017-02-12,11.696840026333113,9.664343950979896,2.7913978494623652
2017-02-13,8.948771965361827,25.639967252409647,2.0390582535743826
2017-02-14,5.110859877449739,14.385388497830894,1.2130509275670565
2017-02-15,11.318735335325197,8.552055164497562,0.7515124660285952
2017-02-16,5.9716657382556,1.5392346516770483,4.22587144038757
2017-02-17,10.644305464121132,9.401671139919989,2.6549923195084486
2017-02-18,4.3088215931533895,9.817339342684964,1.3241167434715821
2017-02-19,4.696840026333113,10.664343950979896,2.7913978494623652
2017-02-20,2.948771965361827,55.63996725240965,1.0390582535743824
2017-02-21,6.110859877449739,40.385388497830895,4.213050927567057
2017-02-22,11.318735335325197,19.55205516449756,4.751512466028595
2017-02-23,-1.0283342617444,36.53923465167705,4.22587144038757
2017-02-24,8.644305464121132,19.401671139919987,9.654992319508448
2017-02-25,7.3088215931533895,21.817339342684964,3.324116743471582
2017-02-26,7.696840026333113,40.6643439509799,2.7913978494623652
2017-02-27,12.948771965361827,13.63996725240965,2.0390582535743826
2017-02-28,2.1108598774497396,21.385388497830895,3.2130509275670565
2017-03-01,22.318735335325197,9.552055164497562,7.751512466028595
2017-03-02,7.9716657382556,11.539234651677049,0.22587144038756957
2017-03-03,1.644305464121132,26.401671139919987,2.6549923195084486
2017-03-04,6.3088215931533895,27.817339342684964,4.324116743471582
2017-03-05,5.696840026333113,14.664343950979896,2.7913978494623652
2017-03-06,-0.051228034638172826,16.639967252409647,2.0390582535743826
2017-03-07,8.11085987744974,6.385388497830894,5.213050927567057
2017-03-08,10.318735335325197,5.552055164497561,2.7515124660285952
2017-03-09,26.9716657382556,10.539234651677049,2.2258714403875697
2017-03-10,8.644305464121132,12.401671139919989,0.6549923195084486
2017-03-11,4.3088215931533895,11.817339342684964,2.324116743471582
2017-03-12,5.696840026333113,16.664343950979898,2.7913978494623652
2017-03-13,10.948771965361827,14.63996725240965,1.0390582535743824
2017-03-14,2.1108598774497396,9.385388497830894,4.213050927567057
2017-03-15,7.318735335325197,19.55205516449756,3.7515124660285952
2017-03-16,24.9716657382556,8.539234651677049,5.22587144038757
2017-03-17,3.6443054641211323,17.401671139919987,6.654992319508448
2017-03-18,10.30882159315339,6.817339342684964,6.324116743471582
2017-03-19,11.696840026333113,19.664343950979898,2.7913978494623652
2017-03-20,8.948771965361827,15.63996725240965,4.039058253574383
2017-03-21,-0.8891401225502604,15.385388497830894,11.213050927567057
2017-03-22,2.318735335325197,29.55205516449756,1.7515124660285952
2017-03-23,10.9716657382556,12.539234651677049,5.22587144038757
2017-03-24,14.644305464121132,3.401671139919988,1.6549923195084486
2017-03-25,17.30882159315339,21.817339342684964,5.324116743471582
2017-03-26,12.696840026333113,8.664343950979896,2.7913978494623652
2017-03-27,4.948771965361827,13.63996725240965,3.0390582535743826
2017-03-28,3.1108598774497396,13.385388497830894,4.213050927567057
2017-03-29,12.318735335325197,21.55205516449756,3.7515124660285952
2017-03-30,2.9716657382556,11.539234651677049,2.2258714403875697
2017-03-31,6.644305464121132,6.401671139919988,2.6549923195084486
2017-04-01,18.30882159315339,7.817339342684964,9.324116743471581
2017-04-02,9.696840026333113,11.664343950979896,10.791397849462365
2017-04-03,3.948771965361827,4.639967252409648,3.0390582535743826
2017-04-04,4.110859877449739,5.385388497830894,7.213050927567057
2017-04-05,20.318735335325197,4.552055164497561,3.7515124660285952
2017-04-06,7.9716657382556,4.539234651677049,2.2258714403875697
2017-04-07,17.644305464121132,9.401671139919989,12.654992319508448
2017-04-08,12.30882159315339,13.817339342684964,2.324116743471582
2017-04-09,20.696840026333113,14.664343950979896,2.7913978494623652
2017-04-10,25.94877196536183,8.63996725240965,8.039058253574382
2017-04-11,19.11085987744974,11.385388497830894,5.213050927567057
2017-04-12,3.318735335325197,8.552055164497562,2.7515124660285952
2017-04-13,-0.028334261744400013,5.539234651677049,1.2258714403875697
2017-04-14,-0.35569453587886785,6.401671139919988,2.6549923195084486
2017-04-15,4.3088215931533895,14.817339342684964,3.324116743471582
2017-04-16,9.696840026333113,12.664343950979896,2.7913978494623652
2017-04-17,10.948771965361827,8.63996725240965,2.0390582535743826
2017-04-18,13.11085987744974,21.385388497830895,1.2130509275670565
2017-04-19,18.318735335325197,13.552055164497562,1.7515124660285952
2017-04-20,4.9716657382556,21.53923465167705,4.22587144038757
2017-04-21,6.644305464121132,2.401671139919988,2.6549923195084486
2017-04-22,4.3088215931533895,7.817339342684964,5.324116743471582
2017-04-23,3.696840026333114,18.664343950979898,3.7913978494623652
2017-04-24,7.948771965361827,9.63996725240965,1.0390582535743824
2017-04-25,-0.8891401225502604,9.385388497830894,6.213050927567057
2017-04-26,4.318735335325197,16.55205516449756,12.751512466028595
2017-04-27,13.9716657382556,41.53923465167705,7.22587144038757
2017-04-28,12.644305464121132,3.401671139919988,6.654992319508448
2017-04-29,6.3088215931533895,11.817339342684964,4.324116743471582
2017-04-30,8.696840026333113,11.664343950979896,2.7913978494623652
2017-05-01,4.948771965361827,7.639967252409648,5.039058253574383
2017-05-02,2.1108598774497396,8.385388497830894,2.2130509275670565
2017-05-03,7.318735335325197,8.552055164497562,4.751512466028595
2017-05-04,2.9716657382556,15.539234651677049,5.22587144038757
2017-05-05,12.644305464121132,6.401671139919988,6.654992319508448
2017-05-06,16.30882159315339,9.817339342684964,6.324116743471582
2017-05-07,5.696840026333113,3.6643439509798963,2.7913978494623652
2017-05-08,3.948771965361827,4.639967252409648,3.0390582535743826
2017-05-09,8.11085987744974,2.385388497830894,3.2130509275670565
2017-05-10,3.318735335325197,4.552055164497561,3.7515124660285952
2017-05-11,20.9716657382556,4.539234651677049,1.2258714403875697
2017-05-12,20.644305464121132,7.401671139919988,4.654992319508448
2017-05-13,10.30882159315339,7.817339342684964,2.324116743471582
2017-05-14,9.696840026333113,8.664343950979896,6.791397849462365
2017-05-15,19.94877196536183,11.63996725240965,4.039058253574383
2017-05-16,10.11085987744974,6.385388497830894,-0.7869490724329434
2017-05-17,2.318735335325197,9.552055164497562,-1.2484875339714048
2017-05-18,10.9716657382556,6.539234651677049,3.2258714403875697
2017-05-19,9.644305464121132,10.401671139919989,0.6549923195084486
2017-05-20,7.3088215931533895,13.817339342684964,4.324116743471582
2017-05-21,6.696840026333113,19.664343950979898,4.791397849462365
2017-05-22,3.948771965361827,10.63996725240965,3.0390582535743826
2017-05-23,4.110859877449739,0.38538849783089413,3.2130509275670565
2017-05-24,14.318735335325197,31.55205516449756,3.7515124660285952
2017-05-25,3.9716657382556,16.53923465167705,8.22587144038757
