,apache/mesos,kubernetes/kubernetes,hashicorp/nomad
2019-07-01,7.913418348472078,30.715425538903503,5.945134333693161
2019-07-02,7.292259117497499,28.59973604779802,23.293419477882367
2019-07-03,14.636064881510007,28.717146553780637,4.930555651124688
2019-07-04,-4.3318081297289295,29.9032551455584,3.795209993405206
2019-07-05,5.600481865165433,31.194757569456215,-6.647387583658607
2019-07-06,5.044283312751275,34.048571780904396,4.2712894052139525
2019-07-07,4.5514694461641,32.57402686154526,4.975332863609124
2019-07-08,4.239724854508721,31.084360060498213,0.8704330995245226
2019-07-09,4.471888822604404,35.59150564084309,4.942025349468635
2019-07-10,13.254702364704023,38.71996608188181,41.73684622485981
2019-07-11,-0.5074960375985311,49.887212161702614,6.153520370489737
2019-07-12,6.92418540911736,66.15803507037806,3.0561710793579486
2019-07-13,8.003674955316681,37.94304180943968,3.8787921854930683
2019-07-14,8.910768400906573,39.53907185269571,3.9280472453600788
2019-07-15,9.51618335322393,38.09545826905193,3.854930969399339
2019-07-16,9.91502156786013,39.63730917767802,1.5260703386595478
2019-07-17,11.08038882959109,17.647972262522188,13.472418748768616
2019-07-18,1.134891945874858,32.01883377018265,19.422651849918868
2019-07-19,5.940601943207743,34.46913366983258,6.940690553774656
2019-07-20,5.845760781232949,26.894079872494476,6.441555779630963
2019-07-21,5.750208335151334,37.4403774269165,4.708138468416241
2019-07-22,5.659507707784407,21.24787514344269,6.73884922112155
2019-07-23,5.575337388446123,36.77735297947581,6.149445151922279
2019-07-24,5.4984247087793,39.80502988573129,5.572529784302563
2019-07-25,-2.459979039653576,47.06892337484999,3.7078120333496916
2019-07-26,5.377586072037145,51.03203113404006,5.835755134602558
2019-07-27,5.351056925076978,53.390237443669115,4.8838817327437685
2019-07-28,5.360615645609136,42.48318334572697,5.344859056761308
2019-07-29,5.408872398034435,23.339839625814324,8.389814138029227
2019-07-30,5.490661980284855,41.04365465494804,8.245832294770313
2019-07-31,5.59540279955142,44.271091238119396,75.43626331436526
2019-08-01,3.8418898945079754,75.54779831082004,7.384172535313644
2019-08-02,2.9212007392017267,48.13352600612447,2.1277346641142585
