,tensorflow/tensorflow,chainer/chainer,Theano/Theano
2015-11-07,24.374634207678593,6.347565575894286,7.050406943957568
2015-11-08,28.869779838746556,10.20054754538111,8.627383365594183
2015-11-09,12.277546829037812,6.5569969212479595,3.010185029949246
2015-11-10,-7.187152306777829,3.667060401457073,7.628143527762113
2015-11-11,-11.199514944140464,17.982994467391137,7.926220450839036
2015-11-12,-5.6445698891954095,3.678049412446084,20.11852814314673
2015-11-13,-5.490723735349254,11.566785676182349,5.639132538751124
2015-11-14,18.374634207678593,7.347565575894286,10.050406943957569
2015-11-15,25.869779838746556,14.20054754538111,8.627383365594183
2015-11-16,5.277546829037812,32.55699692124796,5.0101850299492465
2015-11-17,-7.187152306777829,26.66706040145707,0.6281435277621128
2015-11-18,-11.199514944140464,14.982994467391139,2.926220450839036
2015-11-19,-5.6445698891954095,13.678049412446084,-0.8814718568532713
2015-11-20,0.5092762646507456,17.56678567618235,8.639132538751124
2015-11-21,20.374634207678593,20.347565575894286,8.050406943957569
2015-11-22,26.869779838746556,7.20054754538111,8.627383365594183
2015-11-23,6.277546829037812,10.55699692124796,7.0101850299492465
2015-11-24,-9.18715230677783,19.66706040145707,5.628143527762113
2015-11-25,7.800485055859536,34.98299446739114,1.9262204508390361
2015-11-26,-11.64456988919541,7.678049412446084,-0.8814718568532713
2015-11-27,-11.490723735349254,5.566785676182348,7.639132538751124
2015-11-28,21.374634207678593,11.347565575894286,10.050406943957569
2015-11-29,26.869779838746556,8.20054754538111,8.627383365594183
2015-11-30,5.277546829037812,-8.44300307875204,24.010185029949245
2015-12-01,-5.187152306777829,2.667060401457073,11.628143527762113
2015-12-02,-11.199514944140464,13.982994467391139,23.926220450839036
2015-12-03,-8.64456988919541,8.678049412446084,15.11852814314673
2015-12-04,0.5092762646507456,2.5667856761823478,43.63913253875113
2015-12-05,39.3746342076786,7.347565575894286,15.050406943957569
2015-12-06,38.86977983874655,8.20054754538111,18.627383365594184
2015-12-07,13.277546829037812,-8.44300307875204,10.010185029949247
2015-12-08,14.81284769322217,6.667060401457073,-3.371856472237887
2015-12-09,-6.199514944140464,8.982994467391139,-1.0737795491609639
2015-12-10,1.3554301108045905,7.678049412446084,-1.8814718568532713
2015-12-11,3.5092762646507456,2.5667856761823478,0.6391325387511242
2015-12-12,26.374634207678593,13.347565575894286,9.050406943957569
2015-12-13,35.86977983874655,17.20054754538111,9.627383365594183
2015-12-14,27.277546829037814,-1.4430030787520405,8.010185029949247
2015-12-15,22.81284769322217,10.667060401457073,12.628143527762113
2015-12-16,-10.199514944140464,5.982994467391139,36.92622045083904
2015-12-17,25.35543011080459,0.6780494124460839,34.118528143146726
2015-12-18,14.509276264650746,4.566785676182348,3.639132538751124
2015-12-19,25.374634207678593,6.347565575894286,9.050406943957569
2015-12-20,33.86977983874655,7.20054754538111,8.627383365594183
2015-12-21,30.277546829037814,8.55699692124796,26.010185029949245
2015-12-22,-1.1871523067778291,1.6670604014570731,0.6281435277621128
2015-12-23,20.800485055859536,3.982994467391139,-2.073779549160964
2015-12-24,-7.6445698891954095,4.678049412446084,-4.881471856853271
2015-12-25,-8.490723735349254,7.566785676182348,-2.360867461248876
2015-12-26,34.3746342076786,16.347565575894286,7.050406943957568
2015-12-27,31.869779838746556,9.20054754538111,10.627383365594183
2015-12-28,20.277546829037814,-5.4430030787520405,0.010185029949246194
2015-12-29,-9.18715230677783,-3.332939598542927,-2.371856472237887
2015-12-30,5.800485055859536,4.982994467391139,-3.073779549160964
2015-12-31,-4.6445698891954095,3.678049412446084,-3.8814718568532713
2016-01-01,-9.490723735349254,1.566785676182348,-2.360867461248876
