,n_commits
2013-05-01,12
2013-06-01,71
2013-07-01,36
2013-08-01,12
2013-09-01,24
2013-10-01,40
2013-11-01,26
2013-12-01,45
2014-01-01,109
2014-02-01,34
2014-03-01,14
2014-04-01,97
2014-05-01,85
2014-06-01,100
2014-07-01,71
2014-08-01,188
2014-09-01,53
2014-10-01,118
2014-11-01,210
2014-12-01,70
2015-01-01,69
2015-02-01,121
2015-03-01,152
2015-04-01,130
2015-05-01,66
2015-06-01,172
2015-07-01,84
2015-08-01,76
2015-09-01,95
2015-10-01,37
2015-11-01,42
2015-12-01,63
2016-01-01,19
2016-02-01,29
2016-03-01,72
2016-04-01,33
2016-05-01,40
2016-06-01,132
2016-07-01,111
2016-08-01,54
2016-09-01,73
2016-10-01,53
2016-11-01,58
2016-12-01,54
2017-01-01,99
2017-02-01,118
2017-03-01,49
2017-04-01,39
2017-05-01,28
2017-06-01,56
2017-07-01,46
2017-08-01,25
2017-09-01,27
2017-10-01,40
2017-11-01,26
2017-12-01,57
2018-01-01,69
2018-02-01,82
2018-03-01,94
2018-04-01,12
2018-05-01,48
2018-06-01,39
2018-07-01,93
2018-08-01,44
2018-09-01,61
2018-10-01,28
2018-11-01,6
2018-12-01,33
2019-01-01,26
2019-02-01,8
2019-03-01,22
2019-04-01,40
2019-05-01,30
2019-06-01,21
2019-07-01,14
2019-08-01,6
2019-09-01,6
2019-10-01,69
2019-11-01,21
2019-12-01,6
2020-01-01,10
2020-02-01,5
2020-03-01,3
2020-04-01,47
2020-05-01,4
2020-06-01,16
2020-07-01,4
2020-08-01,2
2020-09-01,19
2020-10-01,4
2020-11-01,2
2020-12-01,9
2021-01-01,11
2021-02-01,13
2021-03-01,1
2021-04-01,5
2021-05-01,0
2021-06-01,13
2021-07-01,5
2021-08-01,3
2021-09-01,5
2021-10-01,5
2021-11-01,9
2021-12-01,2
2022-01-01,25
2022-02-01,10
2022-03-01,1
2022-04-01,0
2022-05-01,2
2022-06-01,1
2022-07-01,0
2022-08-01,0
2022-09-01,5
2022-10-01,13
2022-11-01,0
2022-12-01,1
2023-01-01,4
2023-02-01,2
2023-03-01,3
2023-04-01,3
2023-05-01,2
2023-06-01,0
2023-07-01,1
2023-08-01,1
2023-09-01,3
2023-10-01,22
2023-11-01,0
2023-12-01,1
2024-01-01,3
2024-02-01,0
2024-03-01,1
2024-04-01,1
2024-05-01,13
2024-06-01,1
2024-07-01,5
2024-08-01,0
2024-09-01,1
2024-10-01,8
2024-11-01,14
2024-12-01,0
2025-01-01,7
2025-02-01,1
2025-03-01,11
2025-04-01,3
2025-05-01,15
2025-06-01,3
2025-07-01,0
2025-08-01,9
