,puppetlabs/puppet,chef/chef,ansible/ansible
2019-04-05,3.7016461456464476,4.804176742837848,23.48903717331632
2019-04-06,3.820138982798973,3.243641979955011,22.29800716431689
2019-04-07,3.5414814320814725,3.440513248529093,20.96669597870081
2019-04-08,2.3850389583044427,3.0028618098516713,20.835205650623806
2019-04-09,3.6879931542492432,4.941091292495819,38.84742006399716
2019-04-10,3.9809350863690125,2.6148267507794105,19.720140739150633
2019-04-11,3.5076299338582206,5.811957187336786,37.13756776163905
2019-04-12,8.867718046100356,2.5224642930805405,16.699100502055657
2019-04-13,3.152517276372222,4.964869599140207,16.025018209776935
2019-04-14,3.4646900553003217,6.091965070459027,16.934991829877017
2019-04-15,3.9448551706344746,9.494773004292412,16.900066102151214
2019-04-16,4.144775873360929,5.462692042908462,16.204179717268524
2019-04-17,2.7687276897726543,11.730000806658536,-5.830882886926666
2019-04-18,-2.730524459990819,6.574315726382887,16.234507444188285
2019-04-19,3.0367798464947224,19.1472904843452,-2.0579274145948254
2019-04-20,3.5143711200783403,8.842040380385814,15.830414593326765
2019-04-21,3.4358094907185532,8.718896494486547,14.007748246357886
2019-04-22,5.654664208706649,3.966991370815416,11.905363625211377
2019-04-23,1.3727747828900765,31.149469869847007,11.684394106556509
2019-04-24,9.643094053349339,45.78601231735264,11.54334641046756
2019-04-25,13.130033076090388,2.250029826366095,11.178658685983372
2019-04-26,4.014397305616337,10.618454876071759,13.113642135698724
2019-04-27,4.016173471732721,-0.22923341312774284,12.542419617404812
2019-04-28,4.6230697212255425,11.263918757837287,13.225284042863839
2019-04-29,4.678254989302701,15.779861450977993,12.860899702244057
2019-04-30,2.666507615785416,15.841029564578953,16.275788361328573
2019-05-01,17.862683304784785,12.951671584101096,12.819178280811427
2019-05-02,-9.885710933154781,15.831661565756008,12.981298482088606
2019-05-03,8.883155477927668,30.87632211306081,7.947815529959518
2019-05-04,4.531667063293703,16.804973725498467,12.95705470013167
2019-05-05,3.770001690077181,11.901434161461802,15.976368792438524
2019-05-06,3.3496571492801297,16.183269212852846,13.122520931089374
2019-05-07,8.59521537126737,30.08512580395139,13.944554662607771
2019-05-08,5.355238720294714,16.683675338719176,11.566046624985788
2019-05-09,5.178127098966433,7.255271954872184,13.371741375296827
2019-05-10,16.067717229840646,12.8686341872455,12.041758569232895
