,hashicorp/terraform,pulumi/pulumi,chef/chef
2019-12-08,5.500919505306994,1.8294461341623345,5.621062598341191
2019-12-09,6.153012280133635,1.6896074053794727,6.640329459341217
2019-12-10,5.390241128426411,1.9308245042128438,6.888986667616471
2019-12-11,6.154165009232437,2.1001813877247946,5.8489211670760595
2019-12-12,6.398821082659472,2.8526839981749763,13.69755916649573
2019-12-13,3.9382789982720556,1.476454521947466,4.96081362914722
2019-12-14,-0.09178630605759722,1.0912084897948695,5.226463361141657
2019-12-15,3.8596914171752243,1.3004628828138292,4.973639860902559
2019-12-16,3.221614279319315,2.93159241323748,-1.068912576175606
2019-12-17,4.049134345242468,5.357563125649806,1.920079938433612
2019-12-18,1.683222446618828,2.1592332358579442,11.400667954130501
2019-12-19,1.3354710724042318,0.9431054645709605,4.089696350617711
2019-12-20,2.220988366092835,4.50240466390406,-3.427153543641788
2019-12-21,1.0787420265353198,2.7937369945122796,3.0294585777498027
2019-12-22,2.371309842688006,2.8513226557080222,4.4311436703930625
2019-12-23,0.2844598691531383,0.13235213286047265,-8.93770622270194
2019-12-24,-1.4318623674276476,-0.26390933963695684,-0.19365613415592509
2019-12-25,0.10562369977746286,0.20391880097976414,7.8781269701416266
2019-12-26,-0.7537548040904296,0.01588680808772724,3.2945258709533367
2019-12-27,0.6290279492509129,-0.49816920183586566,4.2426180722536575
2019-12-28,0.3372389407154321,0.5109244557135927,6.690950028764524
2019-12-29,0.9795605847830836,0.3493431615564609,3.8404869059656224
2019-12-30,0.14675480788227616,0.36337728655910984,3.0825789601781075
2019-12-31,-0.9537799819002789,0.19393159209232047,-1.7578678722433496
2020-01-01,-0.8129092816985926,0.2179138459275075,3.287867969252548
2020-01-02,0.00018996991529925122,0.9186900395769138,2.527072496979678
2020-01-03,0.21916929568976,0.6031536035955251,-0.7873130745937651
2020-01-04,0.5713067660381934,0.3281976324287946,4.648961911619902
2020-01-05,0.685297770028234,0.43991505932639674,4.81750371973986
2020-01-06,5.7079988656507465,0.511699789760657,-7.053997754604759
2020-01-07,14.553319698893073,1.3005006217162047,-4.656476345501508
2020-01-08,3.7562349159326347,1.213120005510669,5.227523284750664
2020-01-09,1.1167581020172115,-0.6165196187593188,5.688177041133396
2020-01-10,17.182027013126184,0.2545036025630556,-3.7897921998616257
2020-01-11,1.039917055001475,0.47971873529889225,5.74345604592878
2020-01-12,1.1368932938549439,0.6980243305130589,6.628566869709228
2020-01-13,18.171704828755654,1.945387772589832,7.18007893404788
2020-01-14,1.3648774330166114,0.7587189305368981,6.928702466551916
2020-01-15,1.1137124822194022,-0.09582543674518326,2.278225635474807
