,tensorflow/tensorflow,pytorch/pytorch,chainer/chainer
2016-10-25,54.25522397159013,-1.261189053664781,14.126971849232598
2016-10-26,44.37034186340705,4.998172943561293,-2.5728265839569593
2016-10-27,49.133171267013154,0.2519870905793242,18.082999211260308
2016-10-28,45.92273970828062,1.2522804865037878,0.24751963657008602
2016-10-29,41.94883860937952,14.13689587111917,15.370546771549357
2016-10-30,42.88977267531359,13.283873893097194,21.156750123966447
2016-10-31,72.47991190501592,8.337978768804012,-0.15353888370085889
2016-11-01,43.25522397159013,4.738810946335219,-10.265394050904828
2016-11-02,40.37034186340705,6.998172943561293,-5.961014204984902
2016-11-03,52.133171267013154,2.2519870905793242,2.2659984803283315
2016-11-04,51.92273970828062,-2.7477195134962122,13.783379450163272
2016-11-05,30.948838609379525,13.13689587111917,18.724562632401483
2016-11-06,41.88977267531359,13.283873893097194,21.619580433191526
2016-11-07,20.479911905015925,15.337978768804012,31.50242426682376
2016-11-08,-5.74477602840987,70.73881094633522,-12.550914202709139
2016-11-09,89.37034186340705,-0.0018270564387066202,19.629774258122637
2016-11-10,24.133171267013154,1.2519870905793242,16.766471978181453
2016-11-11,31.922739708280623,26.25228048650379,1.0634787135570214
2016-11-12,56.94883860937952,9.13689587111917,13.470689219288984
2016-11-13,39.88977267531359,16.283873893097194,32.76623860444778
2016-11-14,48.479911905015925,5.337978768804012,10.520523001164388
2016-11-15,49.25522397159013,16.73881094633522,-3.862106105495073
2016-11-16,133.37034186340705,7.998172943561293,11.755697390207017
2016-11-17,50.133171267013154,-1.7480129094206758,6.116517254223643
2016-11-18,38.92273970828062,5.252280486503787,3.20315787705546
2016-11-19,47.94883860937952,13.13689587111917,18.027473575782736
2016-11-20,53.88977267531359,12.283873893097194,13.881258911833717
2016-11-21,46.479911905015925,12.337978768804012,0.5763875338706406
2016-11-22,55.25522397159013,0.738810946335219,0.3199118788705526
2016-11-23,51.37034186340705,1.9981729435612934,-4.15609965448517
2016-11-24,12.133171267013154,1.2519870905793242,8.505293771295518
2016-11-25,-2.0772602917193748,-1.7477195134962122,12.565627791728897
2016-11-26,33.94883860937952,18.136895871119172,14.15257209316242
2016-11-27,40.88977267531359,12.283873893097194,23.562340185985278
2016-11-28,49.479911905015925,10.337978768804012,0.15737515102376332
2016-11-29,44.25522397159013,30.73881094633522,-1.660423346759135
2016-11-30,39.37034186340705,-2.0018270564387066,-2.9886412138351712
2016-12-01,55.133171267013154,18.251987090579323,18.414365787489267
2016-12-02,54.92273970828062,2.2522804865037878,11.539256014839832
2016-12-03,51.94883860937952,10.13689587111917,23.56476726153742
2016-12-04,39.88977267531359,12.283873893097194,23.160150351510275
2016-12-05,58.479911905015925,22.33797876880401,26.358438019026885
2016-12-06,29.25522397159013,-0.26118905366478096,2.0818448604174256
2016-12-07,92.37034186340705,-3.0018270564387066,-1.2623434090539218
2016-12-08,66.13317126701315,-4.748012909420676,2.6443282170455182
2016-12-09,43.92273970828062,1.2522804865037878,10.750049657147649
2016-12-10,56.94883860937952,9.13689587111917,17.392890011178046
2016-12-11,43.88977267531359,16.283873893097194,15.54653193760403
2016-12-12,38.479911905015925,7.337978768804012,15.196525294401889
2016-12-13,35.25522397159013,8.738810946335219,-0.3379053672903858
2016-12-14,28.370341863407052,18.998172943561293,-2.1081054786336084
2016-12-15,41.133171267013154,31.251987090579323,7.699737257231455
2016-12-16,53.92273970828062,14.252280486503787,42.121360400472646
2016-12-17,53.94883860937952,16.136895871119172,11.744951537196794
2016-12-18,41.88977267531359,14.283873893097194,21.755826388233714
2016-12-19,37.479911905015925,19.33797876880401,-10.989679181257486
2016-12-20,22.25522397159013,21.73881094633522,-3.5197004808153816
2016-12-21,46.37034186340705,13.998172943561293,-7.011638403639856
2016-12-22,39.133171267013154,18.251987090579323,6.7412848709064574
