,chef/chef,hashicorp/terraform,pulumi/pulumi
2019-11-08,11.604410995167298,11.755078954658787,2.9084710807399885
2019-11-09,9.982562255671498,9.889532736171391,4.345445870655954
2019-11-10,9.47275833410287,5.928748422445901,2.900067719395451
2019-11-11,-3.577985040169914,3.4626312063286857,1.6767860990550065
2019-11-12,15.943992981808108,-0.023632529935050606,4.064148736417644
2019-11-13,-1.6604026225874957,3.910433404130883,0.45151137378028117
2019-11-14,13.234663096007633,1.0772078061994028,0.6535691199556748
2019-11-15,21.6044109951673,4.755078954658787,-0.09152891926001172
2019-11-16,9.982562255671498,5.889532736171391,3.3454458706559547
2019-11-17,15.47275833410287,8.928748422445901,2.900067719395451
2019-11-18,10.422014959830086,7.462631206328686,3.6767860990550068
2019-11-19,11.943992981808108,1.9763674700649494,14.064148736417645
2019-11-20,0.3395973774125043,-2.089566595869117,6.451511373780281
2019-11-21,3.2346630960076332,11.077207806199404,5.653569119955675
2019-11-22,-1.395589004832702,1.7550789546587868,0.9084710807399883
2019-11-23,7.982562255671498,5.889532736171391,2.3454458706559547
2019-11-24,9.47275833410287,5.928748422445901,2.900067719395451
2019-11-25,-0.577985040169914,3.4626312063286857,3.6767860990550068
2019-11-26,-4.056007018191892,-1.0236325299350506,2.064148736417644
2019-11-27,-4.660402622587496,-3.089566595869117,-1.5484886262197188
2019-11-28,-2.7653369039923668,-2.922792193800597,-2.346430880044325
2019-11-29,-1.395589004832702,-0.24492104534121317,-1.0915289192600117
2019-11-30,6.982562255671498,5.889532736171391,2.3454458706559547
2019-12-01,10.47275833410287,5.928748422445901,2.900067719395451
2019-12-02,1.422014959830086,6.462631206328686,1.6767860990550065
2019-12-03,-4.056007018191892,14.97636747006495,1.064148736417644
2019-12-04,8.339597377412504,2.910433404130883,-0.5484886262197188
2019-12-05,15.234663096007633,11.077207806199404,-1.3464308800443252
2019-12-06,3.604410995167298,12.755078954658787,-1.0915289192600117
2019-12-07,6.982562255671498,5.889532736171391,2.3454458706559547
2019-12-08,9.47275833410287,5.928748422445901,2.900067719395451
2019-12-09,17.422014959830086,4.462631206328686,3.6767860990550068
2019-12-10,1.9439929818081083,8.97636747006495,2.064148736417644
2019-12-11,-3.6604026225874957,0.9104334041308828,0.45151137378028117
2019-12-12,6.234663096007633,6.077207806199403,0.6535691199556748
2019-12-13,7.604410995167298,0.7550789546587868,0.9084710807399883
2019-12-14,9.982562255671498,5.889532736171391,2.3454458706559547
2019-12-15,9.47275833410287,5.928748422445901,2.900067719395451
2019-12-16,7.422014959830086,1.4626312063286857,4.676786099055007
2019-12-17,-2.0560070181918917,5.976367470064949,5.064148736417644
2019-12-18,2.3395973774125043,-3.089566595869117,0.45151137378028117
2019-12-19,-2.7653369039923668,0.07720780619940282,-1.3464308800443252
2019-12-20,-0.395589004832702,-0.24492104534121317,3.9084710807399885
2019-12-21,6.982562255671498,6.889532736171391,4.345445870655954
2019-12-22,9.47275833410287,5.928748422445901,4.900067719395452
2019-12-23,-2.577985040169914,-1.5373687936713143,1.6767860990550065
2019-12-24,-3.0560070181918917,-1.0236325299350506,-0.935851263582356
2019-12-25,-0.6604026225874957,-4.089566595869117,-1.5484886262197188
2019-12-26,-2.7653369039923668,-2.922792193800597,-2.346430880044325
2019-12-27,7.604410995167298,-1.2449210453412132,-1.0915289192600117
2019-12-28,9.982562255671498,5.889532736171391,2.3454458706559547
2019-12-29,9.47275833410287,5.928748422445901,2.900067719395451
