,jashkenas/backbone,angular/angular,facebook/react
2014-10-18,0.913134484563056,6.773132329855019,4.32833902791886
2014-10-19,0.6890448487087143,6.524390525440945,5.986602333240988
2014-10-20,0.5461877058515712,-0.7700362837442682,5.773717179179364
2014-10-21,2.2115615476960016,-4.128014532736172,2.4264859790069875
2014-10-22,2.2115615476960016,-2.146726822940714,4.083079385600394
2014-10-23,1.117616277280143,-2.3904056332821573,12.532820820635948
2014-10-24,1.3108935882045125,-3.755849304234674,5.868955274417459
2014-10-25,0.913134484563056,5.246413829379781,3.32833902791886
2014-10-26,0.6890448487087143,6.929550931141082,6.986602333240988
2014-10-27,-0.4538122941484288,6.438684990771592,6.773717179179364
2014-10-28,1.2115615476960016,3.356963392792256,27.426485979006987
2014-10-29,0.21156154769600155,3.932898826822135,2.083079385600394
2014-10-30,2.117616277280143,-0.486676805739944,6.532820820635947
2014-10-31,0.3108935882045125,-3.6308706803352213,4.868955274417459
2014-11-01,0.913134484563056,4.615212099593616,4.32833902791886
2014-11-02,0.6890448487087143,6.486030133523691,4.986602333240988
2014-11-03,22.546187705851573,-0.9307740279065313,1.773717179179364
2014-11-04,0.2115615476960015,1.7400887941828818,4.426485979006987
2014-11-05,-0.7884384523039984,7.179301693695574,2.083079385600394
2014-11-06,-0.882383722719857,5.322211081613181,7.532820820635947
2014-11-07,0.3108935882045125,-2.2628237833836597,4.868955274417459
2014-11-08,1.913134484563056,6.179089478970178,8.32833902791886
2014-11-09,0.6890448487087143,6.079011368487754,4.986602333240988
2014-11-10,-0.4538122941484288,-0.14611937915653117,-0.22628282082063608
2014-11-11,1.2115615476960016,-2.5052571597077433,0.4264859790069875
2014-11-12,5.211561547696002,1.4264186237283871,-1.916920614399606
2014-11-13,3.117616277280143,-3.0633158548618176,1.5328208206359468
2014-11-14,2.3108935882045127,15.86939586341478,-0.13104472558254063
2014-11-15,0.913134484563056,4.029905595223301,9.32833902791886
2014-11-16,2.6890448487087144,5.809857024884627,8.986602333240988
2014-11-17,-0.4538122941484288,-0.2781997304784076,18.773717179179364
2014-11-18,0.2115615476960015,2.4308096372766324,12.426485979006987
2014-11-19,-0.7884384523039984,-0.11200893674505052,6.083079385600394
2014-11-20,-0.882383722719857,1.7948952371256823,-0.4671791793640532
2014-11-21,0.3108935882045125,-4.767027027978971,6.868955274417459
2014-11-22,0.913134484563056,5.654115143031117,3.32833902791886
2014-11-23,0.6890448487087143,7.374223594789315,4.986602333240988
2014-11-24,-0.4538122941484288,1.0471933095575308,4.773717179179364
2014-11-25,0.2115615476960015,5.576169418526632,10.426485979006987
2014-11-26,0.21156154769600155,2.7342681319268234,6.083079385600394
2014-11-27,-0.882383722719857,-3.513921443788381,1.5328208206359468
