,n_commits
2008-01-01,15
2008-02-01,112
2008-03-01,93
2008-04-01,199
2008-05-01,141
2008-06-01,67
2008-07-01,60
2008-08-01,33
2008-09-01,80
2008-10-01,12
2008-11-01,0
2008-12-01,0
2009-01-01,0
2009-02-01,0
2009-03-01,0
2009-04-01,0
2009-05-01,0
2009-06-01,0
2009-07-01,0
2009-08-01,6
2009-09-01,156
2009-10-01,81
2009-11-01,169
2009-12-01,402
2010-01-01,149
2010-02-01,158
2010-03-01,106
2010-04-01,126
2010-05-01,181
2010-06-01,207
2010-07-01,257
2010-08-01,128
2010-09-01,170
2010-10-01,238
2010-11-01,366
2010-12-01,163
2011-01-01,119
2011-02-01,149
2011-03-01,102
2011-04-01,236
2011-05-01,121
2011-06-01,78
2011-07-01,139
2011-08-01,98
2011-09-01,76
2011-10-01,55
2011-11-01,30
2011-12-01,74
2012-01-01,66
2012-02-01,51
2012-03-01,29
2012-04-01,276
2012-05-01,47
2012-06-01,24
2012-07-01,28
2012-08-01,56
2012-09-01,161
2012-10-01,14
2012-11-01,82
2012-12-01,151
2013-01-01,59
2013-02-01,94
2013-03-01,102
2013-04-01,116
2013-05-01,67
2013-06-01,45
2013-07-01,20
2013-08-01,28
2013-09-01,41
2013-10-01,55
2013-11-01,74
2013-12-01,102
2014-01-01,56
2014-02-01,119
2014-03-01,148
2014-04-01,177
2014-05-01,252
2014-06-01,149
2014-07-01,105
2014-08-01,174
2014-09-01,153
2014-10-01,96
2014-11-01,80
2014-12-01,56
2015-01-01,26
2015-02-01,85
2015-03-01,61
2015-04-01,137
2015-05-01,64
2015-06-01,84
2015-07-01,89
2015-08-01,131
2015-09-01,134
2015-10-01,133
2015-11-01,91
2015-12-01,53
2016-01-01,144
2016-02-01,134
2016-03-01,129
2016-04-01,105
2016-05-01,310
2016-06-01,96
2016-07-01,32
2016-08-01,18
2016-09-01,2
2016-10-01,21
2016-11-01,0
2016-12-01,0
2017-01-01,0
2017-02-01,1
2017-03-01,2
2017-04-01,1
2017-05-01,0
2017-06-01,0
2017-07-01,1
2017-08-01,0
2017-09-01,0
2017-10-01,7
2017-11-01,1
