,n_commits
2001-06-01,37
2001-07-01,284
2001-08-01,327
2001-09-01,326
2001-10-01,187
2001-11-01,244
2001-12-01,266
2002-01-01,437
2002-02-01,541
2002-03-01,723
2002-04-01,633
2002-05-01,815
2002-06-01,368
2002-07-01,687
2002-08-01,710
2002-09-01,518
2002-10-01,604
2002-11-01,491
2002-12-01,497
2003-01-01,600
2003-02-01,658
2003-03-01,623
2003-04-01,867
2003-05-01,742
2003-06-01,538
2003-07-01,868
2003-08-01,556
2003-09-01,508
2003-10-01,784
2003-11-01,927
2003-12-01,776
2004-01-01,897
2004-02-01,728
2004-03-01,1054
2004-04-01,1152
2004-05-01,1651
2004-06-01,1251
2004-07-01,821
2004-08-01,1161
2004-09-01,1197
2004-10-01,780
2004-11-01,1034
2004-12-01,970
2005-01-01,1107
2005-02-01,947
2005-03-01,858
2005-04-01,990
2005-05-01,1000
2005-06-01,1104
2005-07-01,743
2005-08-01,848
2005-09-01,1280
2005-10-01,900
2005-11-01,846
2005-12-01,794
2006-01-01,883
2006-02-01,678
2006-03-01,801
2006-04-01,578
2006-05-01,778
2006-06-01,482
2006-07-01,504
2006-08-01,947
2006-09-01,880
2006-10-01,715
2006-11-01,1117
2006-12-01,1058
2007-01-01,1016
2007-02-01,757
2007-03-01,933
2007-04-01,675
2007-05-01,785
2007-06-01,494
2007-07-01,869
2007-08-01,830
2007-09-01,573
2007-10-01,744
2007-11-01,733
2007-12-01,575
2008-01-01,1037
2008-02-01,791
2008-03-01,749
2008-04-01,937
2008-05-01,918
2008-06-01,872
2008-07-01,790
2008-08-01,666
2008-09-01,852
2008-10-01,973
2008-11-01,853
2008-12-01,593
2009-01-01,847
2009-02-01,779
2009-03-01,566
2009-04-01,701
2009-05-01,619
2009-06-01,661
2009-07-01,629
2009-08-01,559
2009-09-01,689
2009-10-01,565
2009-11-01,587
2009-12-01,435
2010-01-01,508
2010-02-01,503
2010-03-01,782
2010-04-01,757
2010-05-01,494
2010-06-01,544
2010-07-01,506
2010-08-01,781
2010-09-01,566
2010-10-01,517
2010-11-01,622
2010-12-01,469
2011-01-01,763
2011-02-01,483
2011-03-01,538
2011-04-01,463
2011-05-01,232
2011-06-01,172
2011-07-01,158
2011-08-01,227
2011-09-01,207
2011-10-01,272
2011-11-01,170
2011-12-01,210
2012-01-01,247
2012-02-01,204
2012-03-01,336
2012-04-01,313
2012-05-01,201
2012-06-01,368
2012-07-01,247
2012-08-01,229
2012-09-01,227
2012-10-01,237
2012-11-01,360
2012-12-01,228
2013-01-01,277
2013-02-01,384
2013-03-01,347
2013-04-01,193
2013-05-01,223
2013-06-01,216
2013-07-01,362
2013-08-01,250
2013-09-01,242
2013-10-01,245
2013-11-01,490
2013-12-01,443
2014-01-01,323
2014-02-01,318
2014-03-01,236
2014-04-01,280
2014-05-01,479
2014-06-01,430
2014-07-01,379
2014-08-01,282
2014-09-01,381
2014-10-01,243
2014-11-01,440
2014-12-01,229
2015-01-01,522
2015-02-01,489
2015-03-01,580
2015-04-01,685
2015-05-01,477
2015-06-01,277
2015-07-01,404
2015-08-01,302
2015-09-01,378
2015-10-01,499
2015-11-01,341
2015-12-01,314
2016-01-01,529
2016-02-01,497
2016-03-01,513
2016-04-01,449
2016-05-01,735
2016-06-01,358
2016-07-01,463
2016-08-01,409
2016-09-01,377
2016-10-01,429
2016-11-01,432
2016-12-01,287
2017-01-01,324
2017-02-01,302
2017-03-01,428
2017-04-01,257
2017-05-01,317
2017-06-01,343
2017-07-01,230
2017-08-01,309
2017-09-01,205
2017-10-01,311
2017-11-01,298
2017-12-01,153
2018-01-01,226
2018-02-01,307
2018-03-01,336
2018-04-01,338
2018-05-01,265
2018-06-01,242
2018-07-01,270
2018-08-01,316
2018-09-01,256
2018-10-01,352
2018-11-01,241
2018-12-01,197
2019-01-01,391
2019-02-01,364
2019-03-01,475
2019-04-01,459
2019-05-01,349
2019-06-01,392
2019-07-01,340
2019-08-01,559
2019-09-01,307
2019-10-01,324
2019-11-01,195
2019-12-01,164
2020-01-01,213
2020-02-01,206
2020-03-01,162
2020-04-01,128
2020-05-01,82
2020-06-01,79
2020-07-01,75
2020-08-01,76
2020-09-01,56
2020-10-01,53
2020-11-01,37
2020-12-01,37
2021-01-01,58
2021-02-01,31
2021-03-01,56
2021-04-01,20
2021-05-01,9
2021-06-01,18
2021-07-01,6
2021-08-01,8
2021-09-01,4
2021-10-01,11
2021-11-01,5
2021-12-01,3
2022-01-01,5
2022-02-01,10
2022-03-01,2
2022-04-01,2
2022-05-01,4
2022-06-01,1
2022-07-01,2
2022-08-01,1
2022-09-01,5
2022-10-01,8
2022-11-01,2
2022-12-01,4
2023-01-01,2
2023-02-01,0
2023-03-01,2
2023-04-01,2
2023-05-01,6
2023-06-01,2
2023-07-01,4
2023-08-01,1
2023-09-01,1
2023-10-01,0
2023-11-01,0
2023-12-01,0
2024-01-01,1
2024-02-01,1
2024-03-01,3
2024-04-01,1
2024-05-01,5
2024-06-01,0
2024-07-01,0
2024-08-01,1
