,n_commits
2016-07-01,371
2016-08-01,54
2016-09-01,49
2016-10-01,86
2016-11-01,37
2016-12-01,35
2017-01-01,57
2017-02-01,50
2017-03-01,18
2017-04-01,9
2017-05-01,32
2017-06-01,19
2017-07-01,1
2017-08-01,47
2017-09-01,81
2017-10-01,23
2017-11-01,31
2017-12-01,12
2018-01-01,28
2018-02-01,17
2018-03-01,24
2018-04-01,21
2018-05-01,9
2018-06-01,4
2018-07-01,0
2018-08-01,3
2018-09-01,6
2018-10-01,6
2018-11-01,0
2018-12-01,18
2019-01-01,29
2019-02-01,11
2019-03-01,10
2019-04-01,3
2019-05-01,16
2019-06-01,4
2019-07-01,5
2019-08-01,0
2019-09-01,14
2019-10-01,46
2019-11-01,11
2019-12-01,27
2020-01-01,22
2020-02-01,11
2020-03-01,24
2020-04-01,7
2020-05-01,9
2020-06-01,13
2020-07-01,11
2020-08-01,0
2020-09-01,8
2020-10-01,1
2020-11-01,11
2020-12-01,8
2021-01-01,21
2021-02-01,16
2021-03-01,10
2021-04-01,16
2021-05-01,9
2021-06-01,7
2021-07-01,13
2021-08-01,11
2021-09-01,7
2021-10-01,10
2021-11-01,9
2021-12-01,2
2022-01-01,15
2022-02-01,14
2022-03-01,4
2022-04-01,11
2022-05-01,2
2022-06-01,1
2022-07-01,0
2022-08-01,3
2022-09-01,0
2022-10-01,1
2022-11-01,3
2022-12-01,9
2023-01-01,7
2023-02-01,6
2023-03-01,1
2023-04-01,2
2023-05-01,4
2023-06-01,31
2023-07-01,30
2023-08-01,2
2023-09-01,0
2023-10-01,0
2023-11-01,2
2023-12-01,1
2024-01-01,0
2024-02-01,0
2024-03-01,1
