,miao_score
memcached/memcached -> redis/redis,2.0073695604610458
basho/riak_kv -> redis/redis,-0.3662355730041259
redis/redis -> memcached/memcached,-0.15337648092583683
basho/riak_kv -> memcached/memcached,-0.001672113451895104
redis/redis -> basho/riak_kv,-0.008401182546811943
memcached/memcached -> basho/riak_kv,2.6035953154207387
