,AMS_ij
apache/struts -> playframework/playframework,-0.9705392510934263
spring-projects/spring-boot -> playframework/playframework,0.03355582439366006
playframework/playframework -> apache/struts,-1.683062677154839
spring-projects/spring-boot -> apache/struts,0.04627331687259914
playframework/playframework -> spring-projects/spring-boot,-4.454849042761035
apache/struts -> spring-projects/spring-boot,3.0897137941319763
