,miao_score
laravel/framework -> symfony/symfony,-0.008598326097666163
fuel/fuel -> symfony/symfony,-2.725527806284731
symfony/symfony -> laravel/framework,-0.29469559670140716
fuel/fuel -> laravel/framework,-1.7559885055447109
symfony/symfony -> fuel/fuel,-0.0002829428713195351
laravel/framework -> fuel/fuel,0.012657175506221252
