,AMS_ij
memcached/memcached -> redis/redis,-0.03171819176728091
basho/riak_kv -> redis/redis,-0.6070124282535825
redis/redis -> memcached/memcached,-0.27583864683890613
basho/riak_kv -> memcached/memcached,0.0258928781970183
redis/redis -> basho/riak_kv,1.5655602455391187
memcached/memcached -> basho/riak_kv,1.1939007437952118
