,AMS_ij,normalized_AMS_ij
django/django -> rails/rails,-2.7982728625364772,-3.11131128432083
sinatra/sinatra -> rails/rails,-5.0302778672174,-10.993338409160254
rails/rails -> django/django,-2.0446814801615116,-4.7356635829761595
sinatra/sinatra -> django/django,1.2903998734732556,-14.70172180048564
rails/rails -> sinatra/sinatra,-0.28278492251987253,-5.743706078899271
django/django -> sinatra/sinatra,-0.48273879703815337,-6.287422966010422
