,n_commits
2014-03-01,19
2014-04-01,12
2014-05-01,46
2014-06-01,17
2014-07-01,35
2014-08-01,32
2014-09-01,22
2014-10-01,4
2014-11-01,45
2014-12-01,40
2015-01-01,58
2015-02-01,52
2015-03-01,16
2015-04-01,39
2015-05-01,51
2015-06-01,50
2015-07-01,38
2015-08-01,106
2015-09-01,23
2015-10-01,7
2015-11-01,25
2015-12-01,32
2016-01-01,38
2016-02-01,18
2016-03-01,19
2016-04-01,24
2016-05-01,29
2016-06-01,15
2016-07-01,22
2016-08-01,12
2016-09-01,37
2016-10-01,6
2016-11-01,11
2016-12-01,29
2017-01-01,4
2017-02-01,5
2017-03-01,3
2017-04-01,3
2017-05-01,13
2017-06-01,51
2017-07-01,60
2017-08-01,8
2017-09-01,8
2017-10-01,14
2017-11-01,1
2017-12-01,0
2018-01-01,2
2018-02-01,12
2018-03-01,2
2018-04-01,6
2018-05-01,41
2018-06-01,41
2018-07-01,88
2018-08-01,57
2018-09-01,64
2018-10-01,80
2018-11-01,36
2018-12-01,10
2019-01-01,4
2019-02-01,14
2019-03-01,10
2019-04-01,5
2019-05-01,2
2019-06-01,10
2019-07-01,11
2019-08-01,7
2019-09-01,7
2019-10-01,6
2019-11-01,8
2019-12-01,3
2020-01-01,2
2020-02-01,6
2020-03-01,7
2020-04-01,8
2020-05-01,7
2020-06-01,3
2020-07-01,6
2020-08-01,2
2020-09-01,9
2020-10-01,12
2020-11-01,3
2020-12-01,15
2021-01-01,6
2021-02-01,10
2021-03-01,1
2021-04-01,4
2021-05-01,9
2021-06-01,4
2021-07-01,0
2021-08-01,0
2021-09-01,0
2021-10-01,0
2021-11-01,0
2021-12-01,0
2022-01-01,3
2022-02-01,1
2022-03-01,2
2022-04-01,4
