,n_commits
2017-12-01,81
2018-01-01,53
2018-02-01,54
2018-03-01,82
2018-04-01,66
2018-05-01,33
2018-06-01,51
2018-07-01,92
2018-08-01,62
2018-09-01,50
2018-10-01,25
2018-11-01,76
2018-12-01,119
2019-01-01,154
2019-02-01,103
2019-03-01,81
2019-04-01,63
2019-05-01,84
2019-06-01,47
2019-07-01,100
2019-08-01,64
2019-09-01,49
2019-10-01,94
2019-11-01,63
2019-12-01,53
2020-01-01,25
2020-02-01,21
2020-03-01,97
2020-04-01,93
2020-05-01,62
2020-06-01,46
2020-07-01,64
2020-08-01,47
2020-09-01,54
2020-10-01,97
2020-11-01,73
2020-12-01,48
2021-01-01,60
2021-02-01,96
2021-03-01,67
2021-04-01,89
2021-05-01,64
2021-06-01,30
2021-07-01,41
2021-08-01,41
2021-09-01,53
2021-10-01,68
2021-11-01,59
2021-12-01,19
2022-01-01,24
2022-02-01,20
2022-03-01,59
2022-04-01,26
2022-05-01,54
2022-06-01,33
2022-07-01,138
2022-08-01,85
2022-09-01,61
2022-10-01,35
2022-11-01,126
2022-12-01,121
2023-01-01,67
2023-02-01,55
2023-03-01,92
2023-04-01,101
2023-05-01,79
2023-06-01,45
2023-07-01,85
2023-08-01,88
2023-09-01,108
2023-10-01,79
2023-11-01,96
2023-12-01,57
2024-01-01,107
2024-02-01,87
2024-03-01,76
2024-04-01,21
2024-05-01,77
2024-06-01,31
2024-07-01,31
2024-08-01,85
2024-09-01,82
2024-10-01,73
2024-11-01,69
2024-12-01,53
2025-01-01,79
2025-02-01,51
2025-03-01,61
2025-04-01,51
2025-05-01,35
2025-06-01,32
2025-07-01,51
2025-08-01,13
