,n_commits
2005-07-01,318.0
2005-08-01,198.0
2005-09-01,146.0
2005-10-01,138.0
2005-11-01,343.0
2005-12-01,134.0
2006-01-01,111.0
2006-02-01,74.0
2006-03-01,36.0
2006-04-01,29.0
2006-05-01,194.0
2006-06-01,184.0
2006-07-01,173.0
2006-08-01,112.0
2006-09-01,150.0
2006-10-01,59.0
2006-11-01,96.0
2006-12-01,102.0
2007-01-01,87.0
2007-02-01,173.0
2007-03-01,152.0
2007-04-01,169.0
2007-05-01,143.0
2007-06-01,114.0
2007-07-01,149.0
2007-08-01,207.0
2007-09-01,300.0
2007-10-01,120.0
2007-11-01,115.0
2007-12-01,148.0
2008-01-01,48.0
2008-02-01,80.0
2008-03-01,125.0
2008-04-01,44.0
2008-05-01,31.0
2008-06-01,178.0
2008-07-01,284.0
2008-08-01,605.0
2008-09-01,300.0
2008-10-01,98.0
2008-11-01,113.0
2008-12-01,86.0
2009-01-01,73.0
2009-02-01,79.0
2009-03-01,242.0
2009-04-01,205.0
2009-05-01,116.0
2009-06-01,60.0
2009-07-01,90.0
2009-08-01,14.0
2009-09-01,60.0
2009-10-01,51.0
2009-11-01,53.0
2009-12-01,124.0
2010-01-01,249.0
2010-02-01,177.0
2010-03-01,173.0
2010-04-01,109.0
2010-05-01,175.0
2010-06-01,28.0
2010-07-01,16.0
2010-08-01,115.0
2010-09-01,150.0
2010-10-01,283.0
2010-11-01,225.0
2010-12-01,226.0
2011-01-01,179.0
2011-02-01,177.0
2011-03-01,218.0
2011-04-01,145.0
2011-05-01,135.0
2011-06-01,168.0
2011-07-01,81.0
2011-08-01,120.0
2011-09-01,166.0
2011-10-01,135.0
2011-11-01,101.0
2011-12-01,149.0
2012-01-01,86.0
2012-02-01,170.0
2012-03-01,227.0
2012-04-01,132.0
2012-05-01,140.0
2012-06-01,145.0
2012-07-01,165.0
2012-08-01,346.0
2012-09-01,261.0
2012-10-01,244.0
2012-11-01,206.0
2012-12-01,158.0
2013-01-01,160.0
2013-02-01,334.0
2013-03-01,289.0
2013-04-01,127.0
2013-05-01,395.0
2013-06-01,222.0
2013-07-01,239.0
2013-08-01,243.0
2013-09-01,342.0
2013-10-01,225.0
2013-11-01,283.0
2013-12-01,311.0
2014-01-01,229.0
2014-02-01,219.0
2014-03-01,272.0
2014-04-01,190.0
2014-05-01,226.0
2014-06-01,255.0
2014-07-01,191.0
2014-08-01,247.0
2014-09-01,208.0
2014-10-01,202.0
2014-11-01,266.0
2014-12-01,272.0
2015-01-01,302.0
2015-02-01,249.0
2015-03-01,216.0
2015-04-01,182.0
2015-05-01,160.0
2015-06-01,204.0
2015-07-01,166.0
2015-08-01,139.0
2015-09-01,263.0
2015-10-01,155.0
2015-11-01,162.0
2015-12-01,148.0
2016-01-01,153.0
2016-02-01,144.0
2016-03-01,154.0
2016-04-01,157.0
2016-05-01,158.0
2016-06-01,161.0
2016-07-01,107.0
2016-08-01,205.0
2016-09-01,152.0
2016-10-01,113.0
2016-11-01,136.0
2016-12-01,145.0
2017-01-01,249.0
2017-02-01,112.0
2017-03-01,116.0
2017-04-01,138.0
2017-05-01,126.0
2017-06-01,143.0
2017-07-01,110.0
2017-08-01,112.0
2017-09-01,187.0
2017-10-01,109.0
2017-11-01,78.0
2017-12-01,104.0
2018-01-01,122.0
2018-02-01,90.0
2018-03-01,99.0
2018-04-01,82.0
2018-05-01,80.0
2018-06-01,100.0
2018-07-01,110.0
2018-08-01,116.0
2018-09-01,73.0
2018-10-01,123.0
2018-11-01,106.0
2018-12-01,69.0
2019-01-01,136.0
2019-02-01,107.0
2019-03-01,107.0
2019-04-01,97.0
2019-05-01,107.0
2019-06-01,86.0
2019-07-01,84.0
2019-08-01,101.0
2019-09-01,100.0
2019-10-01,133.0
2019-11-01,133.0
2019-12-01,114.0
2020-01-01,116.0
2020-02-01,95.0
2020-03-01,127.0
2020-04-01,151.0
2020-05-01,156.0
2020-06-01,126.0
2020-07-01,105.0
2020-08-01,89.0
2020-09-01,93.0
2020-10-01,118.0
2020-11-01,91.0
2020-12-01,71.0
2021-01-01,125.0
2021-02-01,90.0
2021-03-01,128.0
2021-04-01,101.0
2021-05-01,101.0
2021-06-01,105.0
2021-07-01,126.0
2021-08-01,89.0
2021-09-01,111.0
2021-10-01,88.0
2021-11-01,87.0
2021-12-01,106.0
2022-01-01,99.0
2022-02-01,84.0
2022-03-01,96.0
2022-04-01,85.0
2022-05-01,84.0
2022-06-01,62.0
2022-07-01,68.0
2022-08-01,91.0
2022-09-01,84.0
2022-10-01,73.0
2022-11-01,85.0
2022-12-01,65.0
2023-01-01,118.0
2023-02-01,80.0
2023-03-01,84.0
2023-04-01,71.0
2023-05-01,62.0
2023-06-01,90.0
2023-07-01,66.0
2023-08-01,60.0
2023-09-01,94.0
2023-10-01,71.0
2023-11-01,86.0
2023-12-01,84.0
2024-01-01,86.0
2024-02-01,93.0
2024-03-01,78.0
2024-04-01,47.0
2024-05-01,78.0
2024-06-01,46.0
2024-07-01,72.0
2024-08-01,92.0
2024-09-01,59.0
2024-10-01,90.0
2024-11-01,7.0
