,n_commits
2000-05-01,61
2000-06-01,86
2000-07-01,18
2000-08-01,0
2000-09-01,15
2000-10-01,37
2000-11-01,27
2000-12-01,51
2001-01-01,69
2001-02-01,50
2001-03-01,132
2001-04-01,100
2001-05-01,98
2001-06-01,129
2001-07-01,94
2001-08-01,36
2001-09-01,66
2001-10-01,56
2001-11-01,70
2001-12-01,69
2002-01-01,36
2002-02-01,20
2002-03-01,11
2002-04-01,39
2002-05-01,96
2002-06-01,57
2002-07-01,11
2002-08-01,30
2002-09-01,29
2002-10-01,44
2002-11-01,79
2002-12-01,81
2003-01-01,73
2003-02-01,56
2003-03-01,95
2003-04-01,50
2003-05-01,85
2003-06-01,121
2003-07-01,39
2003-08-01,72
2003-09-01,89
2003-10-01,112
2003-11-01,88
2003-12-01,135
2004-01-01,110
2004-02-01,114
2004-03-01,55
2004-04-01,49
2004-05-01,63
2004-06-01,77
2004-07-01,98
2004-08-01,140
2004-09-01,122
2004-10-01,103
2004-11-01,80
2004-12-01,58
2005-01-01,115
2005-02-01,65
2005-03-01,102
2005-04-01,96
2005-05-01,108
2005-06-01,43
2005-07-01,87
2005-08-01,93
2005-09-01,76
2005-10-01,77
2005-11-01,137
2005-12-01,159
2006-01-01,198
2006-02-01,139
2006-03-01,163
2006-04-01,168
2006-05-01,98
2006-06-01,48
2006-07-01,118
2006-08-01,184
2006-09-01,108
2006-10-01,134
2006-11-01,166
2006-12-01,204
2007-01-01,109
2007-02-01,36
2007-03-01,77
2007-04-01,87
2007-05-01,109
2007-06-01,115
2007-07-01,130
2007-08-01,129
2007-09-01,152
2007-10-01,157
2007-11-01,198
2007-12-01,200
2008-01-01,197
2008-02-01,74
2008-03-01,32
2008-04-01,58
2008-05-01,81
2008-06-01,75
2008-07-01,64
2008-08-01,111
2008-09-01,117
2008-10-01,162
2008-11-01,168
2008-12-01,90
2009-01-01,153
2009-02-01,77
2009-03-01,119
2009-04-01,162
2009-05-01,210
2009-06-01,216
2009-07-01,200
2009-08-01,328
2009-09-01,176
2009-10-01,274
2009-11-01,259
2009-12-01,267
2010-01-01,312
2010-02-01,216
2010-03-01,243
2010-04-01,249
2010-05-01,171
2010-06-01,181
2010-07-01,166
2010-08-01,166
2010-09-01,196
2010-10-01,260
2010-11-01,201
2010-12-01,159
2011-01-01,98
2011-02-01,43
2011-03-01,29
2011-04-01,68
2011-05-01,76
2011-06-01,154
2011-07-01,72
2011-08-01,87
2011-09-01,197
2011-10-01,98
2011-11-01,112
2011-12-01,154
2012-01-01,224
2012-02-01,232
2012-03-01,223
2012-04-01,201
2012-05-01,191
2012-06-01,191
2012-07-01,113
2012-08-01,274
2012-09-01,189
2012-10-01,1024
2012-11-01,309
2012-12-01,192
2013-01-01,357
2013-02-01,264
2013-03-01,265
2013-04-01,308
2013-05-01,403
2013-06-01,613
2013-07-01,287
2013-08-01,401
2013-09-01,375
2013-10-01,400
2013-11-01,216
2013-12-01,359
2014-01-01,326
2014-02-01,341
2014-03-01,402
2014-04-01,306
2014-05-01,265
2014-06-01,276
2014-07-01,378
2014-08-01,300
2014-09-01,348
2014-10-01,366
2014-11-01,273
2014-12-01,252
2015-01-01,361
2015-02-01,435
2015-03-01,300
2015-04-01,347
2015-05-01,265
2015-06-01,235
2015-07-01,314
2015-08-01,394
2015-09-01,458
2015-10-01,322
2015-11-01,216
2015-12-01,133
2016-01-01,104
2016-02-01,282
2016-03-01,155
2016-04-01,129
2016-05-01,152
2016-06-01,170
2016-07-01,168
2016-08-01,146
2016-09-01,160
2016-10-01,185
2016-11-01,112
2016-12-01,78
2017-01-01,136
2017-02-01,193
2017-03-01,149
2017-04-01,137
2017-05-01,154
2017-06-01,112
2017-07-01,111
2017-08-01,148
2017-09-01,119
2017-10-01,165
2017-11-01,120
2017-12-01,87
2018-01-01,228
2018-02-01,134
2018-03-01,97
2018-04-01,110
2018-05-01,149
2018-06-01,109
2018-07-01,168
2018-08-01,97
2018-09-01,145
2018-10-01,91
2018-11-01,142
2018-12-01,71
2019-01-01,107
2019-02-01,129
2019-03-01,180
2019-04-01,135
2019-05-01,105
2019-06-01,109
2019-07-01,115
2019-08-01,109
2019-09-01,122
2019-10-01,178
2019-11-01,170
2019-12-01,86
2020-01-01,120
2020-02-01,158
2020-03-01,101
2020-04-01,91
2020-05-01,168
2020-06-01,104
2020-07-01,183
2020-08-01,111
2020-09-01,142
2020-10-01,108
2020-11-01,83
2020-12-01,118
2021-01-01,76
2021-02-01,90
2021-03-01,93
2021-04-01,109
2021-05-01,117
2021-06-01,144
2021-07-01,83
2021-08-01,80
2021-09-01,129
2021-10-01,145
2021-11-01,75
2021-12-01,87
2022-01-01,130
2022-02-01,172
2022-03-01,118
2022-04-01,103
2022-05-01,111
2022-06-01,117
2022-07-01,123
2022-08-01,112
2022-09-01,109
2022-10-01,128
2022-11-01,134
2022-12-01,72
2023-01-01,102
2023-02-01,203
2023-03-01,185
2023-04-01,158
2023-05-01,91
2023-06-01,134
2023-07-01,187
2023-08-01,100
2023-09-01,130
2023-10-01,140
2023-11-01,163
2023-12-01,116
