,n_commits
2009-12-01,168
2010-01-01,14
2010-02-01,16
2010-03-01,36
2010-04-01,31
2010-05-01,0
2010-06-01,5
2010-07-01,15
2010-08-01,15
2010-09-01,0
2010-10-01,4
2010-11-01,8
2010-12-01,8
2011-01-01,2
2011-02-01,2
2011-03-01,18
2011-04-01,3
2011-05-01,5
2011-06-01,4
2011-07-01,0
2011-08-01,0
2011-09-01,0
2011-10-01,27
2011-11-01,26
2011-12-01,16
2012-01-01,11
2012-02-01,5
2012-03-01,23
2012-04-01,3
2012-05-01,31
2012-06-01,0
2012-07-01,16
2012-08-01,0
2012-09-01,1
2012-10-01,3
2012-11-01,20
2012-12-01,7
2013-01-01,7
2013-02-01,5
2013-03-01,3
2013-04-01,26
2013-05-01,85
2013-06-01,126
2013-07-01,135
2013-08-01,10
2013-09-01,28
2013-10-01,33
2013-11-01,64
2013-12-01,277
2014-01-01,71
2014-02-01,62
2014-03-01,65
2014-04-01,62
2014-05-01,11
2014-06-01,1
2014-07-01,53
2014-08-01,0
2014-09-01,26
2014-10-01,69
2014-11-01,27
2014-12-01,49
2015-01-01,32
2015-02-01,28
2015-03-01,3
2015-04-01,13
2015-05-01,3
2015-06-01,16
2015-07-01,17
2015-08-01,5
2015-09-01,32
2015-10-01,12
2015-11-01,5
2015-12-01,5
2016-01-01,72
2016-02-01,32
2016-03-01,3
2016-04-01,2
2016-05-01,19
2016-06-01,3
2016-07-01,8
2016-08-01,78
2016-09-01,38
2016-10-01,26
2016-11-01,6
2016-12-01,4
2017-01-01,9
2017-02-01,18
2017-03-01,6
2017-04-01,42
2017-05-01,15
2017-06-01,16
2017-07-01,6
2017-08-01,22
2017-09-01,6
2017-10-01,14
2017-11-01,6
2017-12-01,0
2018-01-01,60
2018-02-01,8
2018-03-01,8
2018-04-01,6
2018-05-01,21
2018-06-01,71
2018-07-01,15
2018-08-01,31
2018-09-01,4
2018-10-01,28
2018-11-01,19
2018-12-01,51
2019-01-01,83
2019-02-01,30
2019-03-01,20
2019-04-01,8
2019-05-01,8
2019-06-01,40
2019-07-01,12
2019-08-01,47
2019-09-01,18
2019-10-01,95
2019-11-01,37
2019-12-01,21
2020-01-01,41
2020-02-01,2
2020-03-01,22
2020-04-01,17
2020-05-01,4
2020-06-01,1
2020-07-01,1
2020-08-01,13
2020-09-01,0
2020-10-01,0
2020-11-01,4
2020-12-01,3
2021-01-01,1
2021-02-01,0
2021-03-01,1
2021-04-01,0
2021-05-01,0
2021-06-01,0
2021-07-01,3
2021-08-01,0
2021-09-01,1
2021-10-01,0
2021-11-01,0
2021-12-01,0
2022-01-01,0
2022-02-01,0
2022-03-01,11
2022-04-01,1
2022-05-01,0
2022-06-01,0
2022-07-01,0
2022-08-01,0
2022-09-01,0
2022-10-01,0
2022-11-01,0
2022-12-01,1
2023-01-01,0
2023-02-01,0
2023-03-01,0
2023-04-01,0
2023-05-01,0
2023-06-01,4
2023-07-01,0
2023-08-01,0
2023-09-01,0
2023-10-01,4
