,apache/cassandra,apache/couchdb,mongodb/mongo
2017-06-02,1.97682384491041,4.327529476332192,13.162181255870635
2017-06-03,2.039317411274097,12.885518675686548,13.307804310588093
2017-06-04,1.9335228817936265,2.4068222012530884,13.003644372340613
2017-06-05,2.4162719004580193,3.7041388356861056,14.93060584475555
2017-06-06,1.5043235072863954,3.386522463272914,13.555094113321852
2017-06-07,2.2081233142744336,3.1105297271523416,14.517365998036784
2017-06-08,1.7178005869751949,2.839650521239757,13.322678618531693
2017-06-09,-0.3791860331654744,-0.22021701381412218,16.958130220004023
2017-06-10,1.9208863641665257,1.4571518111671944,12.203948689536457
2017-06-11,1.9204199984838706,2.1591898675491845,12.49056143389845
2017-06-12,1.0786353364725083,-0.39153108584247315,8.924864951043663
2017-06-13,2.4868594065513374,1.6998342395149553,20.754283909924812
2017-06-14,1.4682907059846568,-0.43430628421325657,10.494272813449093
2017-06-15,10.321538727837032,1.3830540749477793,23.934718428301583
2017-06-16,2.252336845251104,4.239122742679749,7.602388150044242
2017-06-17,1.7895860070147902,1.0655465704934348,13.187318218551667
2017-06-18,1.9079680451220005,1.9172615922372753,12.014951562874389
2017-06-19,6.735875763086272,0.45718561817155845,28.059743569709465
2017-06-20,-1.5119871339278053,1.0016287324577147,11.8269742421383
2017-06-21,9.688286248391286,0.01643470266811531,6.4333567935219165
2017-06-22,2.9467049345874488,-0.07953884241063758,20.505846019216044
2017-06-23,0.849431974031111,1.6020617166723512,22.610624404953082
2017-06-24,1.6461680184791492,1.7084143680842092,11.140290197496212
2017-06-25,1.8824057658483384,1.6704638164203516,11.592446794700951
2017-06-26,10.466224497257517,1.7622974334386154,16.912997758127155
2017-06-27,-0.5591358521056204,3.3560006101866207,10.662582633100756
2017-06-28,1.788574596205568,-2.01937201587354,14.451193657452626
2017-06-29,1.9223601750420398,-1.4818822971033438,12.307866891365247
2017-06-30,2.1437776008348712,2.253649472193952,13.17721691779687
2017-07-01,2.306468375423155,0.46714654358929986,11.647584046819295
2017-07-02,1.7009522796607184,1.5372339803182724,11.80628968556225
2017-07-03,1.7331527744268935,1.6311260430840022,9.846715007965939
2017-07-04,1.4464853911439406,2.950888616627576,-6.336654797800541
2017-07-05,-0.6814116246813877,3.1002408728112396,12.30565917044734
2017-07-06,4.821398096993114,3.2271112118427903,11.605232425161162
2017-07-07,7.692269621576157,4.1756198633802555,11.271247743677247
2017-07-08,1.142576867675015,3.2663346444598744,11.184420063650764
2017-07-09,1.7717878497954331,3.458519910259561,11.727059997185739
2017-07-10,0.9062153831207688,3.3122944865807233,10.68826295984933
2017-07-11,4.658890997435379,3.437665620235804,12.680235579370576
2017-07-12,2.8188534975356743,7.65581179720451,11.563443340521045
2017-07-13,-1.7665306277783357,8.65746754424713,24.976063274092475
