,tensorflow/tensorflow,pytorch/pytorch,chainer/chainer
2016-12-01,51.50546291993068,7.28862106910837,23.003843757985567
2016-12-02,57.485542836232526,9.69151462405885,19.210019995631114
2016-12-03,52.56716017522304,9.56561923819304,20.5750494878723
2016-12-04,55.811902216503746,9.067376013878384,20.183468775299563
2016-12-05,58.18196124625086,9.310132981529824,17.435360338296558
2016-12-06,51.739180781257716,8.400670425207727,16.48899086943843
2016-12-07,57.16436731587003,7.510362692364319,15.57977712513903
2016-12-08,63.51542305058535,-15.531612976043093,7.469576599529285
2016-12-09,50.22383900750305,7.4936046146764195,16.88706519813525
2016-12-10,53.805137731970106,9.387100711420386,12.801876751516405
2016-12-11,50.010427057818625,13.671297110087918,11.119391380488809
2016-12-12,42.106539864788175,-0.32904267318966074,13.288625397177473
2016-12-13,52.96108256195493,14.322857134356996,12.152425623439974
2016-12-14,2.607989652897416,27.061834748429423,11.738841627423835
2016-12-15,39.71674376407846,20.660371629562547,9.959371579893666
2016-12-16,63.52649807631205,19.176713280469233,46.60503083274431
2016-12-17,47.28457071801647,17.202999537009852,8.047745407541528
2016-12-18,38.51448725411987,12.15878256738331,17.028512599894604
2016-12-19,44.99788445551634,16.830544937382623,-3.873607308710497
2016-12-20,35.16836952716122,24.411493895692388,6.765491858284646
2016-12-21,29.472642325688177,20.079335345046776,3.9154968017249825
2016-12-22,39.86449701585991,7.682588848503968,6.325339456629316
2016-12-23,14.26905614329112,7.344415478902831,6.3197989610561445
2016-12-24,22.04581151255899,14.808244284653847,6.177259665011027
2016-12-25,28.445879379864493,14.855248205459063,4.684481899957481
2016-12-26,15.848080082691748,8.99592350783525,4.267551220984823
2016-12-27,19.66524421517281,15.53675490452157,27.269450639307326
2016-12-28,-0.1872757070870925,16.50429266582646,7.42664761852436
2016-12-29,13.40058572138692,18.544370151022257,-6.726751115594828
2016-12-30,9.585998719725474,21.036362311658284,2.379664857033125
2016-12-31,21.58919761943687,44.809159849475165,5.471702893100026
2017-01-01,25.2197694190584,20.66095430814108,4.042804160833866
2017-01-02,14.74737099185332,13.301925638964766,-5.13600521956672
2017-01-03,17.594661120780536,17.53323005786718,0.17679740387508902
2017-01-04,32.25650893965876,73.73473924260226,5.440405972299903
2017-01-05,20.81907727368142,22.048360411534134,8.553154495667124
2017-01-06,36.19735617901372,1.5308852121088439,27.060318215673714
2017-01-07,30.948416999379436,11.357803588199582,10.101411822591892
2017-01-08,30.7680177666738,9.80169175807571,11.582622222545329
2017-01-09,43.712439471008906,12.896428660465576,-7.423887715376408
2017-01-10,38.98956139364131,-0.5233353223853818,13.781744043792909
2017-01-11,30.870393604977288,9.161226262322712,13.064322674230999
