,n_commits
2019-11-01,28
2019-12-01,11
2020-01-01,85
2020-02-01,17
2020-03-01,31
2020-04-01,48
2020-05-01,19
2020-06-01,0
2020-07-01,43
2020-08-01,115
2020-09-01,32
2020-10-01,15
2020-11-01,6
2020-12-01,2
2021-01-01,3
2021-02-01,13
2021-03-01,15
2021-04-01,9
2021-05-01,24
2021-06-01,35
2021-07-01,7
2021-08-01,3
2021-09-01,28
2021-10-01,1
2021-11-01,23
2021-12-01,4
2022-01-01,16
2022-02-01,0
2022-03-01,0
2022-04-01,6
2022-05-01,3
2022-06-01,11
2022-07-01,28
2022-08-01,59
2022-09-01,8
2022-10-01,39
2022-11-01,19
2022-12-01,29
2023-01-01,14
2023-02-01,35
2023-03-01,24
2023-04-01,10
2023-05-01,19
2023-06-01,44
2023-07-01,15
2023-08-01,5
2023-09-01,14
2023-10-01,4
2023-11-01,16
2023-12-01,9
2024-01-01,10
2024-02-01,33
2024-03-01,13
2024-04-01,9
2024-05-01,33
2024-06-01,47
2024-07-01,11
2024-08-01,5
2024-09-01,32
2024-10-01,9
2024-11-01,27
2024-12-01,11
2025-01-01,25
2025-02-01,21
2025-03-01,21
2025-04-01,6
2025-05-01,3
2025-06-01,20
2025-07-01,12
2025-08-01,32
