,n_commits
2014-07-01,30
2014-08-01,58
2014-09-01,17
2014-10-01,0
2014-11-01,0
2014-12-01,0
2015-01-01,1
2015-02-01,0
2015-03-01,7
2015-04-01,16
2015-05-01,4
2015-06-01,0
2015-07-01,0
2015-08-01,0
2015-09-01,9
2015-10-01,14
2015-11-01,16
2015-12-01,12
2016-01-01,0
2016-02-01,4
2016-03-01,2
2016-04-01,0
2016-05-01,3
2016-06-01,11
2016-07-01,3
2016-08-01,2
2016-09-01,0
2016-10-01,4
2016-11-01,0
2016-12-01,0
2017-01-01,0
2017-02-01,0
2017-03-01,0
2017-04-01,3
2017-05-01,1
2017-06-01,4
2017-07-01,4
2017-08-01,0
2017-09-01,0
2017-10-01,2
2017-11-01,0
2017-12-01,9
2018-01-01,1
2018-02-01,24
2018-03-01,47
2018-04-01,20
2018-05-01,19
2018-06-01,23
2018-07-01,11
2018-08-01,76
2018-09-01,20
2018-10-01,12
2018-11-01,11
2018-12-01,12
2019-01-01,24
2019-02-01,44
2019-03-01,19
2019-04-01,2
2019-05-01,14
2019-06-01,19
2019-07-01,27
2019-08-01,48
2019-09-01,7
2019-10-01,2
2019-11-01,8
2019-12-01,48
2020-01-01,36
2020-02-01,8
2020-03-01,17
2020-04-01,11
2020-05-01,8
2020-06-01,3
2020-07-01,13
2020-08-01,12
2020-09-01,34
2020-10-01,66
2020-11-01,20
2020-12-01,45
2021-01-01,31
2021-02-01,20
2021-03-01,13
2021-04-01,19
2021-05-01,26
2021-06-01,43
2021-07-01,19
2021-08-01,19
2021-09-01,40
2021-10-01,1
2021-11-01,41
2021-12-01,61
2022-01-01,130
2022-02-01,19
2022-03-01,129
2022-04-01,88
2022-05-01,70
2022-06-01,96
2022-07-01,109
2022-08-01,76
2022-09-01,91
2022-10-01,63
2022-11-01,91
2022-12-01,100
2023-01-01,93
2023-02-01,132
2023-03-01,122
2023-04-01,60
2023-05-01,74
2023-06-01,39
2023-07-01,62
2023-08-01,104
2023-09-01,84
2023-10-01,81
2023-11-01,81
2023-12-01,106
2024-01-01,146
2024-02-01,102
2024-03-01,131
2024-04-01,117
2024-05-01,145
2024-06-01,176
2024-07-01,193
2024-08-01,188
2024-09-01,201
2024-10-01,225
2024-11-01,176
2024-12-01,220
2025-01-01,204
2025-02-01,193
2025-03-01,238
2025-04-01,187
2025-05-01,232
2025-06-01,120
2025-07-01,114
2025-08-01,240
