,n_commits
2020-02-01,46
2020-03-01,2
2020-04-01,15
2020-05-01,15
2020-06-01,14
2020-07-01,0
2020-08-01,49
2020-09-01,28
2020-10-01,91
2020-11-01,78
2020-12-01,81
2021-01-01,58
2021-02-01,67
2021-03-01,76
2021-04-01,96
2021-05-01,111
2021-06-01,118
2021-07-01,110
2021-08-01,108
2021-09-01,74
2021-10-01,41
2021-11-01,42
2021-12-01,34
2022-01-01,102
2022-02-01,105
2022-03-01,52
2022-04-01,112
2022-05-01,4
2022-06-01,46
2022-07-01,60
2022-08-01,47
2022-09-01,23
2022-10-01,5
2022-11-01,43
2022-12-01,5
2023-01-01,54
2023-02-01,37
2023-03-01,55
2023-04-01,13
2023-05-01,2
2023-06-01,5
2023-07-01,5
2023-08-01,0
2023-09-01,96
2023-10-01,44
2023-11-01,68
2023-12-01,103
2024-01-01,79
2024-02-01,50
2024-03-01,43
2024-04-01,51
2024-05-01,28
2024-06-01,21
2024-07-01,19
2024-08-01,5
2024-09-01,11
2024-10-01,0
2024-11-01,5
2024-12-01,63
2025-01-01,54
2025-02-01,78
2025-03-01,76
2025-04-01,78
2025-05-01,64
2025-06-01,88
2025-07-01,134
2025-08-01,38
