,apache/mesos,kubernetes/kubernetes,hashicorp/nomad
2019-06-01,3.0488207480606393,23.416395541824805,10.346927311148768
2019-06-02,3.144406737659255,25.501508555980575,10.326943350259478
2019-06-03,4.973013547337656,14.572758289287622,8.949500020027623
2019-06-04,3.113090326060571,33.542320037205435,7.1474229988176665
2019-06-05,2.9390659030693698,26.792206362740885,8.770973594334968
2019-06-06,11.485083611073183,22.536626676589247,-5.01714476316479
2019-06-07,3.254093942103263,21.59282570316995,10.185770569038601
2019-06-08,3.182253324042133,-10.281105709642793,9.119335826326408
2019-06-09,3.379549861463745,14.417054648783374,8.996537610530972
2019-06-10,-1.2704618599194397,28.300719629698328,11.575855683228243
2019-06-11,8.989159504350294,9.21850549782798,12.087036379551702
2019-06-12,4.383225167123968,9.563713800328866,22.469777061235895
2019-06-13,0.2055800579634719,20.256290224471346,9.209176200640261
2019-06-14,-1.9131096766544706,113.07856029867615,8.320465757203563
2019-06-15,10.332705461062943,32.9965335498632,7.723687698965086
2019-06-16,5.608758207219527,28.664843198705377,7.562563150351963
2019-06-17,-2.5269777142134737,26.389315311891494,7.010443038330567
2019-06-18,2.8436431190273894,19.771764140536888,9.713557185692313
2019-06-19,2.8036923115741295,26.363994289504756,14.217515898601501
2019-06-20,2.8726744561239355,75.07358156175209,9.237637850190971
2019-06-21,6.867487208247562,32.32426388393214,7.405952453352699
2019-06-22,3.3482855652740664,30.582552094232653,6.176651637260377
2019-06-23,4.730231847503557,40.59891016991553,7.022171713364502
2019-06-24,3.1020978099284666,44.679235968634295,4.514762390240306
2019-06-25,12.722470850723552,55.73001748277719,-4.550818751594299
2019-06-26,3.333437040207373,43.809416117850205,4.957181762238858
2019-06-27,-1.4409699423363074,42.709040353141845,1.938087783452895
2019-06-28,3.5726166234353536,62.47597193699898,5.276568373055049
2019-06-29,3.7370900727653518,33.699958667856485,6.4145186487410175
2019-06-30,4.017914830231091,34.37412232279108,4.272702614323402
2019-07-01,4.041414208113568,38.56207267205464,8.655471869477688
2019-07-02,6.135740847422904,39.86294639004652,16.931726334143338
2019-07-03,11.369844147901144,37.867326240381104,1.1822957464324566
2019-07-04,1.4103649459194578,23.342816313446974,1.3033931334453457
2019-07-05,11.06661292569963,8.285266646937757,-0.021549531785606035
2019-07-06,4.4413327583777935,37.06569018085614,4.251736744305447
2019-07-07,4.453049592793638,35.95462583568603,5.614709747309716
2019-07-08,2.191634394459655,38.45281415855981,2.154636564905273
2019-07-09,-1.5309973032188253,40.87192652088511,4.555303579508482
2019-07-10,9.48930444858461,43.60594994954482,38.216027607888144
2019-07-11,5.295925239970293,46.97649318553515,5.102097485090294
2019-07-12,5.380140603789238,43.55542090458793,6.449101504889455
2019-07-13,11.742741749516552,43.97195376425417,3.5026534790406316
2019-07-14,5.557105050910794,42.18389800490839,4.2079714992551285
2019-07-15,18.122184638493554,47.420181049186695,4.473271737521115
2019-07-16,5.443795196887991,41.96662570977886,1.8182577893048895
2019-07-17,5.394744329947233,19.562396606801794,10.98575722278077
2019-07-18,5.097416521558559,29.83251295912445,19.112902355544716
2019-07-19,7.257619400468082,18.41979117534174,8.15574689637215
2019-07-20,4.793941807563357,31.168883565196232,6.661149408800901
