,n_commits
2015-08-01,25
2015-09-01,9
2015-10-01,7
2015-11-01,17
2015-12-01,4
2016-01-01,0
2016-02-01,13
2016-03-01,21
2016-04-01,25
2016-05-01,27
2016-06-01,2
2016-07-01,1
2016-08-01,12
2016-09-01,3
2016-10-01,0
2016-11-01,32
2016-12-01,14
2017-01-01,26
2017-02-01,27
2017-03-01,37
2017-04-01,39
2017-05-01,65
2017-06-01,19
2017-07-01,29
2017-08-01,35
2017-09-01,2
2017-10-01,0
2017-11-01,1
2017-12-01,0
2018-01-01,4
2018-02-01,19
2018-03-01,5
2018-04-01,5
2018-05-01,2
2018-06-01,1
2018-07-01,0
2018-08-01,0
2018-09-01,10
2018-10-01,3
2018-11-01,0
2018-12-01,0
2019-01-01,0
2019-02-01,0
2019-03-01,0
2019-04-01,5
2019-05-01,23
2019-06-01,7
2019-07-01,31
2019-08-01,0
2019-09-01,0
2019-10-01,0
2019-11-01,8
2019-12-01,0
2020-01-01,0
2020-02-01,1
2020-03-01,0
2020-04-01,0
2020-05-01,12
2020-06-01,36
2020-07-01,28
2020-08-01,8
2020-09-01,2
2020-10-01,1
2020-11-01,20
2020-12-01,1
2021-01-01,5
2021-02-01,2
2021-03-01,0
2021-04-01,1
2021-05-01,0
2021-06-01,4
2021-07-01,0
2021-08-01,0
2021-09-01,1
2021-10-01,0
2021-11-01,2
2021-12-01,0
2022-01-01,0
2022-02-01,0
2022-03-01,0
2022-04-01,0
2022-05-01,0
2022-06-01,0
2022-07-01,0
2022-08-01,0
2022-09-01,0
2022-10-01,0
2022-11-01,9
