,n_commits
2000-01-01,238
2000-02-01,203
2000-03-01,267
2000-04-01,213
2000-05-01,184
2000-06-01,187
2000-07-01,226
2000-08-01,100
2000-09-01,108
2000-10-01,308
2000-11-01,274
2000-12-01,227
2001-01-01,356
2001-02-01,315
2001-03-01,225
2001-04-01,119
2001-05-01,312
2001-06-01,192
2001-07-01,141
2001-08-01,219
2001-09-01,325
2001-10-01,311
2001-11-01,359
2001-12-01,187
2002-01-01,221
2002-02-01,162
2002-03-01,204
2002-04-01,237
2002-05-01,102
2002-06-01,192
2002-07-01,222
2002-08-01,394
2002-09-01,290
2002-10-01,250
2002-11-01,225
2002-12-01,155
2003-01-01,174
2003-02-01,155
2003-03-01,176
2003-04-01,129
2003-05-01,176
2003-06-01,238
2003-07-01,189
2003-08-01,268
2003-09-01,277
2003-10-01,273
2003-11-01,182
2003-12-01,179
2004-01-01,178
2004-02-01,148
2004-03-01,216
2004-04-01,166
2004-05-01,247
2004-06-01,181
2004-07-01,178
2004-08-01,308
2004-09-01,211
2004-10-01,290
2004-11-01,227
2004-12-01,198
2005-01-01,227
2005-02-01,136
2005-03-01,219
2005-04-01,190
2005-05-01,209
2005-06-01,251
2005-07-01,248
2005-08-01,238
2005-09-01,168
2005-10-01,218
2005-11-01,133
2005-12-01,182
2006-01-01,144
2006-02-01,177
2006-03-01,140
2006-04-01,183
2006-05-01,164
2006-06-01,220
2006-07-01,197
2006-08-01,237
2006-09-01,244
2006-10-01,178
2006-11-01,147
2006-12-01,121
2007-01-01,261
2007-02-01,270
2007-03-01,174
2007-04-01,182
2007-05-01,126
2007-06-01,108
2007-07-01,122
2007-08-01,137
2007-09-01,189
2007-10-01,218
2007-11-01,261
2007-12-01,140
2008-01-01,124
2008-02-01,99
2008-03-01,307
2008-04-01,152
2008-05-01,151
2008-06-01,100
2008-07-01,103
2008-08-01,90
2008-09-01,88
2008-10-01,155
2008-11-01,181
2008-12-01,102
2009-01-01,181
2009-02-01,108
2009-03-01,134
2009-04-01,149
2009-05-01,101
2009-06-01,118
2009-07-01,98
2009-08-01,122
2009-09-01,94
2009-10-01,67
2009-11-01,94
2009-12-01,122
2010-01-01,237
2010-02-01,227
2010-03-01,154
2010-04-01,139
2010-05-01,165
2010-06-01,131
2010-07-01,137
2010-08-01,145
2010-09-01,109
2010-10-01,121
2010-11-01,114
2010-12-01,121
2011-01-01,228
2011-02-01,230
2011-03-01,246
2011-04-01,186
2011-05-01,136
2011-06-01,172
2011-07-01,133
2011-08-01,160
2011-09-01,136
2011-10-01,135
2011-11-01,171
2011-12-01,97
2012-01-01,150
2012-02-01,141
2012-03-01,152
2012-04-01,128
2012-05-01,182
2012-06-01,134
2012-07-01,115
2012-08-01,183
2012-09-01,106
2012-10-01,118
2012-11-01,72
2012-12-01,123
2013-01-01,154
2013-02-01,113
2013-03-01,137
2013-04-01,118
2013-05-01,82
2013-06-01,106
2013-07-01,153
2013-08-01,66
2013-09-01,67
2013-10-01,119
2013-11-01,151
2013-12-01,103
2014-01-01,185
2014-02-01,152
2014-03-01,160
2014-04-01,163
2014-05-01,177
2014-06-01,96
2014-07-01,122
2014-08-01,132
2014-09-01,119
2014-10-01,132
2014-11-01,157
2014-12-01,149
2015-01-01,140
2015-02-01,142
2015-03-01,176
2015-04-01,157
2015-05-01,231
2015-06-01,141
2015-07-01,179
2015-08-01,155
2015-09-01,133
2015-10-01,139
2015-11-01,99
2015-12-01,122
2016-01-01,134
2016-02-01,162
2016-03-01,308
2016-04-01,262
2016-05-01,128
2016-06-01,169
2016-07-01,121
2016-08-01,175
2016-09-01,156
2016-10-01,157
2016-11-01,140
2016-12-01,163
2017-01-01,201
2017-02-01,163
2017-03-01,382
2017-04-01,299
2017-05-01,212
2017-06-01,218
2017-07-01,123
2017-08-01,192
2017-09-01,235
2017-10-01,156
2017-11-01,181
2017-12-01,114
2018-01-01,178
2018-02-01,150
2018-03-01,283
2018-04-01,273
2018-05-01,167
2018-06-01,133
2018-07-01,164
2018-08-01,156
2018-09-01,153
2018-10-01,147
2018-11-01,212
2018-12-01,113
2019-01-01,176
2019-02-01,182
2019-03-01,288
2019-04-01,213
2019-05-01,205
2019-06-01,139
2019-07-01,189
2019-08-01,133
2019-09-01,168
2019-10-01,133
2019-11-01,165
2019-12-01,138
2020-01-01,170
2020-02-01,142
2020-03-01,248
2020-04-01,247
2020-05-01,184
2020-06-01,163
2020-07-01,177
2020-08-01,130
2020-09-01,189
2020-10-01,177
2020-11-01,207
2020-12-01,147
2021-01-01,203
2021-02-01,151
2021-03-01,291
2021-04-01,285
2021-05-01,170
2021-06-01,194
2021-07-01,206
2021-08-01,175
2021-09-01,154
2021-10-01,154
2021-11-01,169
2021-12-01,119
2022-01-01,188
2022-02-01,182
2022-03-01,266
2022-04-01,254
2022-05-01,149
2022-06-01,82
2022-07-01,289
2022-08-01,269
2022-09-01,269
2022-10-01,158
2022-11-01,200
2022-12-01,184
2023-01-01,212
2023-02-01,163
2023-03-01,283
2023-04-01,243
2023-05-01,147
2023-06-01,126
2023-07-01,172
2023-08-01,143
2023-09-01,145
2023-10-01,214
2023-11-01,207
2023-12-01,153
