,apache/couchdb,mongodb/mongo,apache/cassandra
2013-05-02,-1.5242692952320283,6.34184668850818,17.939716382651167
2013-05-03,-0.8663022622649951,3.912588446749938,6.6704856134203965
2013-05-04,2.3365498373262343,11.12680448433554,10.912525879917183
2013-05-05,2.5238076278448953,10.18731372147521,19.558535063969845
2013-05-06,2.3617197157569825,7.012176358837849,7.284496602431385
2013-05-07,-1.0970714930342262,8.111077457738949,2.2391669321017145
2013-05-08,-1.7344341303968631,15.308192842354334,0.395073525508308
2013-05-09,-1.5242692952320283,18.34184668850818,-1.0602836173488344
2013-05-10,-0.8663022622649951,5.912588446749938,3.6704856134203965
2013-05-11,4.336549837326235,10.12680448433554,8.912525879917183
2013-05-12,2.5238076278448953,10.18731372147521,7.558535063969846
2013-05-13,1.3617197157569827,21.01217635883785,17.284496602431386
2013-05-14,1.9029285069657738,10.111077457738949,5.239166932101714
2013-05-15,16.265565869603137,2.308192842354333,7.395073525508308
2013-05-16,-0.5242692952320283,2.3418466885081797,6.939716382651166
2013-05-17,2.133697737735005,11.912588446749938,3.6704856134203965
2013-05-18,6.336549837326235,10.12680448433554,6.912525879917184
2013-05-19,8.523807627844896,15.18731372147521,8.558535063969845
2013-05-20,9.361719715756983,4.012176358837849,2.2844966024313846
2013-05-21,3.9029285069657735,-0.8889225422610512,18.239166932101714
2013-05-22,5.265565869603137,24.308192842354334,7.395073525508308
2013-05-23,1.4757307047679717,7.34184668850818,19.939716382651167
2013-05-24,0.13369773773500493,2.912588446749938,1.6704856134203965
2013-05-25,2.3365498373262343,9.12680448433554,10.912525879917183
2013-05-26,2.5238076278448953,11.18731372147521,13.558535063969845
2013-05-27,2.3617197157569825,-1.9878236411621506,5.284496602431385
2013-05-28,4.9029285069657735,-1.8889225422610512,0.23916693210171447
2013-05-29,-0.7344341303968631,3.308192842354333,8.395073525508309
2013-05-30,0.47573070476797175,3.3418466885081797,-1.0602836173488344
2013-05-31,1.1336977377350048,17.912588446749936,6.6704856134203965
2013-06-01,2.3365498373262343,12.12680448433554,9.912525879917183
2013-06-02,2.5238076278448953,10.18731372147521,16.558535063969845
2013-06-03,2.3617197157569825,9.012176358837849,5.284496602431385
2013-06-04,2.9029285069657735,18.11107745773895,2.2391669321017145
2013-06-05,1.2655658696031369,8.308192842354334,0.395073525508308
