,tidev/titanium-sdk,flutter/flutter,facebook/react-native
2015-03-30,3.725226616701271,0.1697405513073714,25.892463834168904
2015-03-31,2.9593870798939927,-3.1074956533481877,45.692735605408416
2015-04-01,1.8109999831197992,-2.109338971320538,46.86600749480934
2015-04-02,0.7581936496683042,-4.1956440640772446,26.94008288178795
2015-04-03,6.346105737580392,-3.1232997417329216,30.382390574095645
2015-04-04,4.952332843807499,5.45820208976891,19.01151145321652
2015-04-05,4.447754089228743,7.90783578940261,11.214808156513225
2015-04-06,1.725226616701271,1.1697405513073713,6.892463834168904
2015-04-07,0.9593870798939927,-1.1074956533481877,14.692735605408416
2015-04-08,2.810999983119799,-3.109338971320538,30.866007494809338
2015-04-09,-1.2418063503316958,-2.1956440640772446,15.940082881787951
2015-04-10,8.346105737580393,-2.1232997417329216,17.382390574095645
2015-04-11,3.9523328438074987,5.45820208976891,18.01151145321652
2015-04-12,7.447754089228743,7.90783578940261,12.214808156513225
2015-04-13,-0.2747733832987289,0.1697405513073714,4.892463834168904
2015-04-14,2.9593870798939927,-0.10749565334818767,6.692735605408417
2015-04-15,-0.18900001688020085,-2.109338971320538,7.866007494809339
2015-04-16,4.758193649668304,-4.1956440640772446,8.940082881787951
2015-04-17,4.346105737580392,-3.1232997417329216,13.382390574095643
2015-04-18,3.9523328438074987,5.45820208976891,15.011511453216523
2015-04-19,4.447754089228743,7.90783578940261,15.214808156513225
2015-04-20,-0.2747733832987289,1.1697405513073713,11.892463834168904
2015-04-21,1.9593870798939927,-0.10749565334818767,25.692735605408416
2015-04-22,2.810999983119799,-3.109338971320538,19.866007494809338
2015-04-23,1.7581936496683042,-4.1956440640772446,19.94008288178795
2015-04-24,1.346105737580392,-3.1232997417329216,14.382390574095643
2015-04-25,3.9523328438074987,5.45820208976891,12.011511453216523
2015-04-26,5.447754089228743,7.90783578940261,14.214808156513225
2015-04-27,4.725226616701271,2.1697405513073713,6.892463834168904
2015-04-28,1.9593870798939927,0.8925043466518123,12.692735605408416
2015-04-29,0.8109999831197992,-3.109338971320538,7.866007494809339
2015-04-30,4.758193649668304,-4.1956440640772446,14.940082881787951
2015-05-01,0.3461057375803921,-3.1232997417329216,2.3823905740956435
2015-05-02,3.9523328438074987,5.45820208976891,19.01151145321652
