,django/django,laravel/framework,rails/rails
2013-03-10,7.2778877804223425,6.851674515960231,14.883784878715753
2013-03-11,48.17834860991543,-0.9880336253608146,24.005562026299355
2013-03-12,5.781113586873955,14.829477895376513,16.203718708327003
2013-03-13,13.423492176026738,20.967974882260595,19.447887442818317
2013-03-14,6.092906095440658,21.958817373103088,4.38927938421026
2013-03-15,8.493089245623807,11.118158032443747,53.73543323036411
2013-03-16,4.753162505697068,10.261930926216639,23.334334329265204
2013-03-17,15.277887780422343,8.85167451596023,20.88378487871575
2013-03-18,5.17834860991543,8.011966374639185,38.00556202629935
2013-03-19,9.781113586873955,-0.17052210462348705,20.203718708327003
2013-03-20,9.423492176026738,14.967974882260597,20.447887442818317
2013-03-21,2.0929060954406578,9.958817373103088,11.38927938421026
2013-03-22,5.493089245623808,11.118158032443747,35.73543323036411
2013-03-23,10.753162505697068,18.26193092621664,35.334334329265204
2013-03-24,18.277887780422343,8.85167451596023,29.88378487871575
2013-03-25,6.17834860991543,35.01196637463919,34.00556202629935
2013-03-26,7.781113586873955,36.82947789537651,10.203718708327003
2013-03-27,7.4234921760267385,28.967974882260595,21.447887442818317
2013-03-28,14.092906095440657,16.958817373103088,41.38927938421026
2013-03-29,12.493089245623807,11.118158032443747,17.735433230364105
2013-03-30,9.753162505697068,18.26193092621664,41.334334329265204
2013-03-31,6.2778877804223425,6.851674515960231,18.88378487871575
2013-04-01,10.17834860991543,4.011966374639186,29.005562026299355
2013-04-02,1.7811135868739556,7.829477895376513,44.203718708327
2013-04-03,10.423492176026738,8.967974882260597,52.44788744281832
2013-04-04,7.092906095440658,4.958817373103088,34.38927938421026
2013-04-05,5.493089245623808,0.11815803244374656,43.73543323036411
2013-04-06,1.7531625056970677,7.26193092621664,28.334334329265204
2013-04-07,4.2778877804223425,13.85167451596023,15.883784878715753
2013-04-08,5.17834860991543,7.011966374639186,14.005562026299353
2013-04-09,-0.21888641312604445,10.829477895376513,17.203718708327003
2013-04-10,2.4234921760267385,5.967974882260597,27.447887442818317
2013-04-11,7.092906095440658,12.958817373103088,19.38927938421026
2013-04-12,16.493089245623807,6.118158032443747,14.735433230364105
2013-04-13,5.753162505697068,17.26193092621664,22.334334329265204
2013-04-14,3.2778877804223425,11.85167451596023,16.88378487871575
2013-04-15,4.17834860991543,14.011966374639185,15.005562026299353
2013-04-16,1.7811135868739556,0.829477895376513,16.203718708327003
2013-04-17,-0.5765078239732616,29.967974882260595,19.447887442818317
2013-04-18,6.092906095440658,8.958817373103088,30.38927938421026
2013-04-19,3.493089245623808,11.118158032443747,18.735433230364105
2013-04-20,3.753162505697068,27.26193092621664,14.334334329265204
2013-04-21,3.2778877804223425,12.85167451596023,19.88378487871575
2013-04-22,2.1783486099154303,8.011966374639185,24.005562026299355
2013-04-23,0.7811135868739556,8.829477895376513,12.203718708327003
2013-04-24,5.4234921760267385,8.967974882260597,24.447887442818317
2013-04-25,4.092906095440658,0.9588173731030873,6.38927938421026
2013-04-26,0.49308924562380785,-0.8818419675562534,7.735433230364106
2013-04-27,-0.24683749430293225,6.26193092621664,7.334334329265205
2013-04-28,6.2778877804223425,8.85167451596023,15.883784878715753
2013-04-29,1.1783486099154303,22.011966374639186,8.005562026299353
2013-04-30,2.7811135868739556,30.829477895376513,23.203718708327003
2013-05-01,2.4234921760267385,16.967974882260595,19.447887442818317
2013-05-02,1.0929060954406578,14.958817373103088,28.38927938421026
2013-05-03,1.4930892456238078,11.118158032443747,18.735433230364105
2013-05-04,3.753162505697068,19.26193092621664,28.334334329265204
2013-05-05,5.2778877804223425,11.85167451596023,21.88378487871575
2013-05-06,2.1783486099154303,5.011966374639186,7.005562026299353
2013-05-07,3.7811135868739556,7.829477895376513,20.203718708327003
2013-05-08,9.423492176026738,29.967974882260595,29.447887442818317
2013-05-09,13.092906095440657,4.958817373103088,14.38927938421026
2013-05-10,11.493089245623807,14.118158032443747,60.73543323036411
2013-05-11,10.753162505697068,6.26193092621664,12.334334329265204
2013-05-12,4.2778877804223425,12.85167451596023,27.88378487871575
2013-05-13,2.1783486099154303,10.011966374639185,31.005562026299355
2013-05-14,4.781113586873955,14.829477895376513,20.203718708327003
2013-05-15,9.423492176026738,10.967974882260597,31.447887442818317
2013-05-16,12.092906095440657,17.958817373103088,23.38927938421026
2013-05-17,10.493089245623807,22.118158032443745,19.735433230364105
2013-05-18,68.75316250569706,11.261930926216639,16.334334329265204
2013-05-19,66.27788778042235,8.85167451596023,16.88378487871575
2013-05-20,14.17834860991543,9.011966374639185,9.005562026299353
2013-05-21,19.781113586873957,3.829477895376513,18.203718708327003
2013-05-22,11.423492176026738,7.967974882260597,14.447887442818319
2013-05-23,19.092906095440657,4.958817373103088,6.38927938421026
2013-05-24,9.493089245623807,7.118158032443747,1.735433230364106
2013-05-25,12.753162505697068,20.26193092621664,7.334334329265205
2013-05-26,2.2778877804223425,7.851674515960231,11.883784878715753
2013-05-27,19.17834860991543,16.011966374639186,5.005562026299353
