,cakephp/cakephp,symfony/symfony,zendframework/zendframework
2011-03-04,13.223687714329673,0.07254361086914285,2.3581165995658058
2011-03-05,-28.782837415676553,46.64415069906751,2.489842367304615
2011-03-06,12.733620341553674,46.15450417179035,2.3728658714553013
2011-03-07,11.241970004490925,15.09684557049028,2.3022753815867185
2011-03-08,26.522414880680103,40.083432498959645,3.519856644105226
2011-03-09,9.12756229024121,72.9868906545556,0.605468394509872
2011-03-10,8.817211915475625,33.663747867247594,26.736922584647363
2011-03-11,19.632673973626474,34.44021070655072,1.6019905265433925
2011-03-12,8.427113266477331,26.76767507319056,2.0087647975941954
2011-03-13,5.254715211655402,28.118110029753048,2.0382687451371573
2011-03-14,4.338586257832922,29.75720264990815,2.31906753446567
2011-03-15,6.124172216182991,30.495865471627173,0.33603906945823947
2011-03-16,24.8796533995115,35.938630689148766,4.5148764681131155
2011-03-17,3.361065131996858,66.2864125789798,2.514547044789259
2011-03-18,5.152773761943647,89.23792800506452,1.9594484102503429
2011-03-19,4.2502082288860805,49.36069825132584,1.492476743157481
2011-03-20,4.822641538104239,13.83786681292827,1.686268377890838
2011-03-21,10.549614548890885,49.85445879760119,1.3038979398597539
2011-03-22,3.6354473952779367,54.783197922737614,0.2573028232881184
2011-03-23,5.705736215091531,24.91429218601194,2.3391790601195037
2011-03-24,6.117253258272097,48.76069038220441,1.229150574759097
2011-03-25,4.725097611003645,35.84831730236064,4.403522970872763
2011-03-26,-2.193147365174397,38.49635814406612,2.8892542534388377
2011-03-27,3.3296041341936444,30.489800875268436,2.308877338862451
2011-03-28,0.5877313048862935,29.43295240444239,2.27667877738103
2011-03-29,2.0845434119084367,21.38009123737846,7.164707709147614
2011-03-30,0.5861739164218671,25.824716906137148,0.20799848914048358
2011-03-31,1.8706843301721519,17.613215201390155,2.890419801760775
2011-04-01,2.2114173526493586,19.282373792856106,1.455325937024522
2011-04-02,-0.32379572298591874,35.70014334659707,-0.07367393374730208
2011-04-03,0.9331763763463587,21.952353859871543,1.932360457409567
2011-04-04,1.2844635060630138,46.45982312478002,2.1341211215426217
2011-04-05,-0.11456442260979438,35.69309344093362,1.4831493460487697
2011-04-06,2.0458946798821622,10.499668316590235,0.40764684594173933
2011-04-07,2.788085526744187,8.770198726659897,-0.1424228898978177
2011-04-08,3.747950395091305,15.024680253047913,0.8601066996220891
2011-04-09,0.20024662131029447,9.313599307405422,5.707947908512075
2011-04-10,19.020635432999157,6.680526115244628,1.7921167093525403
2011-04-11,5.427420465045281,11.744310670756143,0.963558851700216
2011-04-12,8.713315554191123,19.2705491863811,-0.18065701902898912
2011-04-13,61.22887845157325,38.29770604678899,2.4349096933006584
2011-04-14,3.6163581001630813,25.456980687173367,0.9319722317570653
2011-04-15,2.2085191515701865,23.00743298208834,1.214405431007753
2011-04-16,9.10618993464987,9.202928474407734,-0.2635575493930132
2011-04-17,44.05138729400065,22.248147699684235,1.1302775028466117
2011-04-18,5.5089806998842015,27.06336361093933,1.065921496775453
