,n_commits
2013-04-01,46
2013-05-01,59
2013-06-01,38
2013-07-01,23
2013-08-01,65
2013-09-01,176
2013-10-01,137
2013-11-01,109
2013-12-01,80
2014-01-01,94
2014-02-01,299
2014-03-01,309
2014-04-01,227
2014-05-01,145
2014-06-01,90
2014-07-01,228
2014-08-01,136
2014-09-01,175
2014-10-01,160
2014-11-01,322
2014-12-01,95
2015-01-01,131
2015-02-01,208
2015-03-01,105
2015-04-01,113
2015-05-01,144
2015-06-01,88
2015-07-01,188
2015-08-01,103
2015-09-01,113
2015-10-01,35
2015-11-01,22
2015-12-01,8
2016-01-01,17
2016-02-01,156
2016-03-01,15
2016-04-01,117
2016-05-01,89
2016-06-01,212
2016-07-01,190
2016-08-01,58
2016-09-01,114
2016-10-01,138
2016-11-01,151
2016-12-01,98
2017-01-01,148
2017-02-01,100
2017-03-01,132
2017-04-01,114
2017-05-01,108
2017-06-01,119
2017-07-01,182
2017-08-01,128
2017-09-01,189
2017-10-01,130
2017-11-01,512
2017-12-01,224
2018-01-01,967
2018-02-01,434
2018-03-01,473
2018-04-01,523
2018-05-01,288
2018-06-01,286
2018-07-01,310
2018-08-01,232
2018-09-01,247
2018-10-01,180
2018-11-01,151
2018-12-01,132
2019-01-01,243
2019-02-01,106
2019-03-01,201
2019-04-01,201
2019-05-01,202
2019-06-01,213
2019-07-01,141
2019-08-01,71
2019-09-01,59
2019-10-01,208
2019-11-01,105
2019-12-01,146
2020-01-01,298
2020-02-01,67
2020-03-01,36
2020-04-01,143
2020-05-01,35
2020-06-01,27
2020-07-01,244
2020-08-01,190
2020-09-01,491
2020-10-01,371
2020-11-01,290
2020-12-01,167
2021-01-01,92
2021-02-01,75
2021-03-01,97
2021-04-01,38
2021-05-01,47
2021-06-01,29
2021-07-01,11
2021-08-01,3
2021-09-01,121
2021-10-01,199
2021-11-01,102
2021-12-01,58
2022-01-01,13
2022-02-01,73
2022-03-01,14
2022-04-01,38
2022-05-01,72
2022-06-01,44
2022-07-01,43
2022-08-01,139
2022-09-01,190
2022-10-01,183
2022-11-01,188
2022-12-01,149
2023-01-01,211
2023-02-01,136
2023-03-01,130
2023-04-01,121
2023-05-01,11
2023-06-01,2
2023-07-01,77
2023-08-01,36
2023-09-01,82
2023-10-01,71
2023-11-01,113
2023-12-01,6
2024-01-01,81
2024-02-01,199
2024-03-01,4
2024-04-01,12
2024-05-01,20
2024-06-01,90
2024-07-01,104
2024-08-01,46
2024-09-01,63
2024-10-01,36
2024-11-01,27
2024-12-01,7
2025-01-01,87
2025-02-01,46
2025-03-01,36
2025-04-01,9
2025-05-01,12
