,facebook/react,angular/angular.js,jquery/jquery
2013-07-29,1.648956054393751,5.50632376562098,-0.0464949263371567
2013-07-30,1.2117760754971754,6.349010683512727,-0.003502035097436794
2013-07-31,1.4540641785951536,5.867657851514338,0.0013018683738661304
2013-08-01,2.3006123217324315,4.727702342389384,0.03428405864299532
2013-08-02,1.6123529118214464,4.520525264689928,0.059929701248737866
2013-08-03,0.599224423157989,5.44120678820185,0.06793656402900823
2013-08-04,1.2922872134429904,5.187939942053955,0.09076969288921434
2013-08-05,0.7200381867263754,3.772243248893481,0.13315677880226626
2013-08-06,1.9920277300214224,2.748280772862869,-0.5457890857634297
2013-08-07,1.5934959922149285,12.615226243000443,2.1719147273857446
2013-08-08,-1.1630811377508796,20.865671055956362,0.7043219221062478
2013-08-09,0.1635776855740666,28.785117196319238,0.2244532765128469
2013-08-10,2.1069547318013577,-3.234128188418157,3.2453021225167458
2013-08-11,0.7331041740636539,4.934782562281497,0.27266926281324516
2013-08-12,1.8540777823518306,11.16708509959552,1.3126152086080582
2013-08-13,1.6678857433403484,11.161487572199372,-1.0945800240253578
2013-08-14,1.6145297925698132,5.358181403286006,0.33989060579102104
2013-08-15,2.4586338592224943,10.013844154509462,2.359628169373102
2013-08-16,2.7930372190051207,7.136215258088398,8.368561832143575
2013-08-17,2.5927364219750633,2.0578510413330724,0.3947160155986304
2013-08-18,3.199118403916078,4.713958472699287,0.41703319623270524
2013-08-19,3.040438469912104,5.464637709223954,11.440060504378717
2013-08-20,-0.65676223640303,2.4358735704361587,0.40503500650099467
2013-08-21,1.5249999789027453,6.121746990410738,0.462854840897402
2013-08-22,5.969231707537241,0.7554471158814402,-0.5309591292339635
2013-08-23,3.4578935895742196,15.24126683305479,0.49205160939097403
2013-08-24,2.1588710537830704,3.904454862910873,0.560995063691349
2013-08-25,2.6627420703197595,8.339013964871175,0.6100897646533293
2013-08-26,4.074703116925164,2.698389812931227,0.6348825871602655
2013-08-27,3.712595180170447,4.902264158821809,0.6781976354312769
2013-08-28,1.2735746234646328,1.1343147748221707,1.7307849998705895
2013-08-29,0.5474784877162612,3.5379726450027214,0.7561616523794068
2013-08-30,4.537549801347668,3.011760692619929,2.544675668613594
2013-08-31,1.5229719354205626,4.152213302207175,0.7735607959526883
2013-09-01,3.261042447652072,3.9899232736335466,0.8261432279265953
2013-09-02,2.3458788216641047,3.056841798705956,0.9182751229579442
2013-09-03,3.5109907129387516,3.222444940049696,-0.16833619398001565
2013-09-04,5.994089434371495,7.070736215648987,0.9331140396596
2013-09-05,4.223531090449954,5.785754537823239,1.051563753088645
2013-09-06,4.708274053418903,3.1316513885095976,8.618508057659184
2013-09-07,9.00110243760257,3.4466922853837283,3.9702799520615013
2013-09-08,2.345309134874273,4.057760957320031,1.012695249981981
