,mrdoob/three.js,playcanvas/engine,BabylonJS/Babylon.js
2017-09-27,7.843056926854434,0.533315741836649,10.120158910242639
2017-09-28,5.9443178635703,0.837183344156661,15.264101296049562
2017-09-29,9.227866920874263,0.2843802234428172,11.00575991623422
2017-09-30,10.074544002071317,0.03251651122388136,10.528037796550866
2017-10-01,8.601124812260876,-0.11455756563672767,8.171795689270734
2017-10-02,11.58411045484418,0.5082998563169224,9.971460463125823
2017-10-03,9.576797727405417,0.7102104334461224,11.570170493912808
2017-10-04,12.924772366897082,0.3496925015921258,-4.669029923424064
2017-10-05,15.430371179188977,0.0010839612415855238,8.836518529995946
2017-10-06,8.751334313579667,-1.8623862613081346,15.882251926686468
2017-10-07,3.2544344208997105,0.5306515201292477,14.329655891843501
2017-10-08,9.090260614826843,0.6974368241365861,19.059280335386028
2017-10-09,5.104535874394461,0.011054145695378926,17.517481503242927
2017-10-10,29.431180091913664,0.1326114827714714,17.967537962618
2017-10-11,0.8537585583563945,0.11153167555804866,26.480627973717613
2017-10-12,6.690850784571126,0.014064486712615395,15.096703977375395
2017-10-13,7.193094893177824,1.0497123605729888,11.630225908493507
2017-10-14,12.727491963780972,1.106806734386806,18.243397604839057
2017-10-15,7.5433391658683915,1.5593586109281428,15.103926983848641
2017-10-16,6.648393129390587,-0.44807547190682806,38.35659613776674
2017-10-17,10.435210433427589,0.541124559779201,9.477904653041282
2017-10-18,12.916396998063753,5.823815974854731,10.387675898105037
2017-10-19,7.007477108077817,6.865631346586525,9.705128674049421
2017-10-20,10.610171614133074,2.0130675953073824,14.624969374531087
2017-10-21,14.018111623710887,2.7848797215028154,14.145635293241826
2017-10-22,12.396656376348052,2.484565946616139,17.623287075669136
2017-10-23,14.500269032393131,3.0160538176552874,21.002787425397305
2017-10-24,31.77728828236258,8.947695784717887,26.421514401224925
2017-10-25,9.013510721321463,6.39804438058556,4.083462693920351
2017-10-26,45.03878287977396,0.465093087372905,25.290122571595063
2017-10-27,9.170468870827227,4.295806344752718,20.799728710104116
2017-10-28,5.400588413265908,3.584495113313128,17.49289277999366
2017-10-29,8.383686393173008,3.242517900993082,16.64368984489488
2017-10-30,15.379725601595858,10.195400954008512,18.38493603375318
2017-10-31,57.64976526968881,3.875966000272723,10.46671528330463
2017-11-01,23.534333870395713,3.837805821702367,13.896665909874022
2017-11-02,11.743980656160765,3.7686410783670947,13.220948975089076
2017-11-03,7.568776723135146,3.7834228633173526,13.005555121175991
2017-11-04,8.278778694942972,3.0766317415458015,17.027140413355706
2017-11-05,26.56778785944323,3.439808275398625,16.799396490269167
2017-11-06,0.9907794089522669,-0.8138816691000065,14.318879766271248
2017-11-07,8.521229891123244,-0.49665891123944417,9.426935641876067
