,n_commits
2013-04-01,2
2013-05-01,3
2013-06-01,3
2013-07-01,3
2013-08-01,6
2013-09-01,2
2013-10-01,19
2013-11-01,23
2013-12-01,24
2014-01-01,13
2014-02-01,4
2014-03-01,3
2014-04-01,11
2014-05-01,13
2014-06-01,30
2014-07-01,11
2014-08-01,17
2014-09-01,1
2014-10-01,0
2014-11-01,29
2014-12-01,2
2015-01-01,0
2015-02-01,0
2015-03-01,0
2015-04-01,2
2015-05-01,27
2015-06-01,6
2015-07-01,6
2015-08-01,1
2015-09-01,2
2015-10-01,28
2015-11-01,20
2015-12-01,0
2016-01-01,4
2016-02-01,2
2016-03-01,91
2016-04-01,96
2016-05-01,63
2016-06-01,43
2016-07-01,8
2016-08-01,40
2016-09-01,61
2016-10-01,40
2016-11-01,55
2016-12-01,23
2017-01-01,42
2017-02-01,6
2017-03-01,31
2017-04-01,25
2017-05-01,26
2017-06-01,30
2017-07-01,36
2017-08-01,34
2017-09-01,19
2017-10-01,8
2017-11-01,15
2017-12-01,26
2018-01-01,18
2018-02-01,23
2018-03-01,25
2018-04-01,12
2018-05-01,39
2018-06-01,27
2018-07-01,18
2018-08-01,36
2018-09-01,25
2018-10-01,34
2018-11-01,25
2018-12-01,32
2019-01-01,57
2019-02-01,14
2019-03-01,24
2019-04-01,42
2019-05-01,18
2019-06-01,38
2019-07-01,44
2019-08-01,50
2019-09-01,53
2019-10-01,14
2019-11-01,8
2019-12-01,13
2020-01-01,9
2020-02-01,4
2020-03-01,8
2020-04-01,20
2020-05-01,21
2020-06-01,25
2020-07-01,31
2020-08-01,33
2020-09-01,102
2020-10-01,23
2020-11-01,17
2020-12-01,4
2021-01-01,3
2021-02-01,10
2021-03-01,14
2021-04-01,8
2021-05-01,3
2021-06-01,3
2021-07-01,5
2021-08-01,13
2021-09-01,8
2021-10-01,1
2021-11-01,2
2021-12-01,1
2022-01-01,0
2022-02-01,0
2022-03-01,0
2022-04-01,2
2022-05-01,0
2022-06-01,0
2022-07-01,0
2022-08-01,6
2022-09-01,0
2022-10-01,2
2022-11-01,0
2022-12-01,2
2023-01-01,2
2023-02-01,0
2023-03-01,0
2023-04-01,0
2023-05-01,0
2023-06-01,1
2023-07-01,1
2023-08-01,0
2023-09-01,0
2023-10-01,0
2023-11-01,5
2023-12-01,3
2024-01-01,2
2024-02-01,0
2024-03-01,1
2024-04-01,0
2024-05-01,1
2024-06-01,0
2024-07-01,0
2024-08-01,0
2024-09-01,1
2024-10-01,0
2024-11-01,0
2024-12-01,2
2025-01-01,0
2025-02-01,0
2025-03-01,0
2025-04-01,0
2025-05-01,0
2025-06-01,0
2025-07-01,1
2025-08-01,1
