,n_commits
2012-03-01,12
2012-04-01,0
2012-05-01,0
2012-06-01,0
2012-07-01,0
2012-08-01,0
2012-09-01,0
2012-10-01,0
2012-11-01,0
2012-12-01,32
2013-01-01,9
2013-02-01,0
2013-03-01,21
2013-04-01,67
2013-05-01,34
2013-06-01,58
2013-07-01,81
2013-08-01,113
2013-09-01,65
2013-10-01,24
2013-11-01,81
2013-12-01,174
2014-01-01,59
2014-02-01,35
2014-03-01,61
2014-04-01,46
2014-05-01,75
2014-06-01,68
2014-07-01,55
2014-08-01,144
2014-09-01,33
2014-10-01,74
2014-11-01,44
2014-12-01,17
2015-01-01,8
2015-02-01,29
2015-03-01,24
2015-04-01,40
2015-05-01,75
2015-06-01,39
2015-07-01,17
2015-08-01,27
2015-09-01,100
2015-10-01,5
2015-11-01,62
2015-12-01,67
2016-01-01,182
2016-02-01,38
2016-03-01,187
2016-04-01,64
2016-05-01,29
2016-06-01,25
2016-07-01,38
2016-08-01,48
2016-09-01,42
2016-10-01,19
2016-11-01,12
2016-12-01,30
2017-01-01,19
2017-02-01,21
2017-03-01,46
2017-04-01,53
2017-05-01,45
2017-06-01,28
2017-07-01,34
2017-08-01,14
2017-09-01,19
2017-10-01,22
2017-11-01,26
2017-12-01,26
2018-01-01,6
2018-02-01,7
2018-03-01,7
2018-04-01,19
2018-05-01,16
2018-06-01,17
2018-07-01,70
2018-08-01,17
2018-09-01,14
2018-10-01,11
2018-11-01,62
2018-12-01,15
2019-01-01,39
2019-02-01,26
2019-03-01,36
2019-04-01,24
2019-05-01,10
2019-06-01,15
2019-07-01,8
2019-08-01,0
2019-09-01,5
2019-10-01,8
2019-11-01,3
2019-12-01,2
2020-01-01,2
2020-02-01,13
2020-03-01,1
2020-04-01,2
2020-05-01,14
2020-06-01,84
2020-07-01,88
2020-08-01,128
2020-09-01,70
2020-10-01,70
2020-11-01,42
2020-12-01,69
2021-01-01,136
2021-02-01,29
2021-03-01,24
2021-04-01,50
2021-05-01,74
2021-06-01,54
2021-07-01,13
2021-08-01,45
2021-09-01,27
2021-10-01,10
2021-11-01,6
2021-12-01,1
2022-01-01,5
2022-02-01,4
2022-03-01,6
2022-04-01,15
2022-05-01,21
2022-06-01,19
2022-07-01,10
2022-08-01,0
2022-09-01,1
2022-10-01,0
2022-11-01,3
2022-12-01,23
2023-01-01,3
2023-02-01,1
2023-03-01,2
2023-04-01,0
2023-05-01,24
2023-06-01,36
2023-07-01,11
2023-08-01,5
2023-09-01,7
2023-10-01,1
2023-11-01,1
2023-12-01,1
2024-01-01,0
2024-02-01,4
2024-03-01,6
2024-04-01,10
2024-05-01,1
2024-06-01,0
2024-07-01,7
2024-08-01,3
2024-09-01,2
2024-10-01,3
2024-11-01,2
2024-12-01,1
2025-01-01,2
2025-02-01,1
2025-03-01,3
2025-04-01,3
2025-05-01,4
