,n_commits
2011-05-01,1
2011-06-01,25
2011-07-01,2
2011-08-01,54
2011-09-01,103
2011-10-01,103
2011-11-01,66
2011-12-01,25
2012-01-01,57
2012-02-01,34
2012-03-01,85
2012-04-01,68
2012-05-01,23
2012-06-01,52
2012-07-01,30
2012-08-01,73
2012-09-01,55
2012-10-01,83
2012-11-01,44
2012-12-01,24
2013-01-01,43
2013-02-01,44
2013-03-01,43
2013-04-01,49
2013-05-01,118
2013-06-01,52
2013-07-01,34
2013-08-01,35
2013-09-01,74
2013-10-01,109
2013-11-01,43
2013-12-01,48
2014-01-01,57
2014-02-01,82
2014-03-01,32
2014-04-01,70
2014-05-01,52
2014-06-01,51
2014-07-01,8
2014-08-01,30
2014-09-01,25
2014-10-01,20
2014-11-01,41
2014-12-01,10
2015-01-01,28
2015-02-01,7
2015-03-01,22
2015-04-01,24
2015-05-01,32
2015-06-01,15
2015-07-01,28
2015-08-01,21
2015-09-01,1
2015-10-01,90
2015-11-01,54
2015-12-01,73
2016-01-01,25
2016-02-01,21
2016-03-01,37
2016-04-01,9
2016-05-01,9
2016-06-01,5
2016-07-01,3
2016-08-01,5
2016-09-01,9
2016-10-01,35
2016-11-01,0
2016-12-01,0
2017-01-01,0
2017-02-01,0
2017-03-01,0
2017-04-01,0
2017-05-01,1
2017-06-01,0
2017-07-01,17
2017-08-01,0
2017-09-01,2
2017-10-01,2
2017-11-01,15
2017-12-01,5
2018-01-01,17
2018-02-01,9
2018-03-01,15
2018-04-01,15
2018-05-01,3
2018-06-01,19
2018-07-01,18
2018-08-01,6
2018-09-01,13
2018-10-01,4
2018-11-01,0
2018-12-01,0
2019-01-01,0
2019-02-01,3
2019-03-01,2
2019-04-01,0
2019-05-01,0
2019-06-01,0
2019-07-01,0
2019-08-01,0
2019-09-01,0
2019-10-01,6
2019-11-01,0
2019-12-01,0
2020-01-01,5
2020-02-01,0
2020-03-01,19
2020-04-01,6
2020-05-01,2
2020-06-01,1
2020-07-01,2
2020-08-01,0
2020-09-01,1
2020-10-01,0
2020-11-01,0
2020-12-01,5
2021-01-01,0
2021-02-01,0
2021-03-01,0
2021-04-01,0
2021-05-01,0
2021-06-01,0
2021-07-01,0
2021-08-01,0
2021-09-01,0
2021-10-01,0
2021-11-01,0
2021-12-01,0
2022-01-01,0
2022-02-01,0
2022-03-01,0
2022-04-01,0
2022-05-01,0
2022-06-01,0
2022-07-01,0
2022-08-01,0
2022-09-01,0
2022-10-01,0
2022-11-01,0
2022-12-01,0
2023-01-01,1
