,n_commits
2021-02-01,2
2021-03-01,91
2021-04-01,295
2021-05-01,314
2021-06-01,166
2021-07-01,220
2021-08-01,173
2021-09-01,374
2021-10-01,146
2021-11-01,254
2021-12-01,263
2022-01-01,349
2022-02-01,385
2022-03-01,460
2022-04-01,512
2022-05-01,384
2022-06-01,384
2022-07-01,613
2022-08-01,293
2022-09-01,392
2022-10-01,609
2022-11-01,263
2022-12-01,335
2023-01-01,313
2023-02-01,359
2023-03-01,522
2023-04-01,459
2023-05-01,650
2023-06-01,787
2023-07-01,607
2023-08-01,856
2023-09-01,669
2023-10-01,1265
2023-11-01,1367
2023-12-01,1152
2024-01-01,1402
2024-02-01,622
2024-03-01,623
2024-04-01,533
2024-05-01,585
2024-06-01,472
2024-07-01,755
2024-08-01,618
2024-09-01,516
2024-10-01,544
2024-11-01,518
2024-12-01,451
2025-01-01,674
2025-02-01,776
2025-03-01,882
2025-04-01,927
2025-05-01,913
2025-06-01,775
2025-07-01,704
2025-08-01,806
