,n_commits
2013-12-01,35
2014-01-01,134
2014-02-01,215
2014-03-01,104
2014-04-01,123
2014-05-01,388
2014-06-01,262
2014-07-01,285
2014-08-01,140
2014-09-01,159
2014-10-01,257
2014-11-01,283
2014-12-01,288
2015-01-01,535
2015-02-01,496
2015-03-01,859
2015-04-01,656
2015-05-01,471
2015-06-01,513
2015-07-01,238
2015-08-01,163
2015-09-01,104
2015-10-01,101
2015-11-01,76
2015-12-01,55
2016-01-01,38
2016-02-01,116
2016-03-01,83
2016-04-01,119
2016-05-01,94
2016-06-01,64
2016-07-01,67
2016-08-01,69
2016-09-01,60
2016-10-01,95
2016-11-01,194
2016-12-01,85
2017-01-01,119
2017-02-01,117
2017-03-01,88
2017-04-01,90
2017-05-01,120
2017-06-01,105
2017-07-01,59
2017-08-01,125
2017-09-01,78
2017-10-01,71
2017-11-01,97
2017-12-01,102
2018-01-01,70
2018-02-01,136
2018-03-01,89
2018-04-01,72
2018-05-01,93
2018-06-01,99
2018-07-01,108
2018-08-01,127
2018-09-01,132
2018-10-01,95
2018-11-01,117
2018-12-01,72
2019-01-01,100
2019-02-01,148
2019-03-01,94
2019-04-01,130
2019-05-01,99
2019-06-01,69
2019-07-01,78
2019-08-01,63
2019-09-01,65
2019-10-01,31
2019-11-01,115
2019-12-01,23
2020-01-01,57
2020-02-01,71
2020-03-01,56
2020-04-01,81
2020-05-01,74
2020-06-01,61
2020-07-01,74
2020-08-01,68
2020-09-01,74
2020-10-01,49
2020-11-01,63
2020-12-01,51
2021-01-01,84
2021-02-01,76
2021-03-01,96
2021-04-01,95
2021-05-01,79
2021-06-01,80
2021-07-01,56
2021-08-01,83
2021-09-01,43
2021-10-01,69
2021-11-01,71
2021-12-01,48
2022-01-01,57
2022-02-01,26
2022-03-01,75
2022-04-01,48
2022-05-01,99
2022-06-01,79
2022-07-01,73
2022-08-01,76
2022-09-01,84
2022-10-01,52
2022-11-01,72
2022-12-01,30
2023-01-01,74
2023-02-01,88
2023-03-01,90
2023-04-01,51
2023-05-01,79
2023-06-01,72
2023-07-01,58
2023-08-01,106
2023-09-01,81
2023-10-01,80
2023-11-01,66
2023-12-01,52
2024-01-01,65
2024-02-01,81
2024-03-01,106
2024-04-01,120
2024-05-01,82
2024-06-01,70
2024-07-01,46
2024-08-01,71
2024-09-01,62
2024-10-01,68
2024-11-01,63
2024-12-01,32
2025-01-01,61
2025-02-01,76
2025-03-01,88
2025-04-01,76
2025-05-01,82
2025-06-01,81
2025-07-01,91
2025-08-01,97
