,n_commits
2010-03-01,31
2010-04-01,17
2010-05-01,7
2010-06-01,3
2010-07-01,32
2010-08-01,27
2010-09-01,44
2010-10-01,5
2010-11-01,1
2010-12-01,16
2011-01-01,0
2011-02-01,10
2011-03-01,35
2011-04-01,0
2011-05-01,216
2011-06-01,600
2011-07-01,140
2011-08-01,135
2011-09-01,56
2011-10-01,134
2011-11-01,75
2011-12-01,151
2012-01-01,253
2012-02-01,55
2012-03-01,75
2012-04-01,64
2012-05-01,22
2012-06-01,13
2012-07-01,79
2012-08-01,132
2012-09-01,60
2012-10-01,111
2012-11-01,34
2012-12-01,266
2013-01-01,59
2013-02-01,65
2013-03-01,109
2013-04-01,8
2013-05-01,12
2013-06-01,30
2013-07-01,8
2013-08-01,101
2013-09-01,5
2013-10-01,17
2013-11-01,27
2013-12-01,82
2014-01-01,103
2014-02-01,304
2014-03-01,209
2014-04-01,112
2014-05-01,141
2014-06-01,168
2014-07-01,66
2014-08-01,48
2014-09-01,54
2014-10-01,54
2014-11-01,44
2014-12-01,15
2015-01-01,125
2015-02-01,38
2015-03-01,30
2015-04-01,51
2015-05-01,34
2015-06-01,19
2015-07-01,26
2015-08-01,26
2015-09-01,55
2015-10-01,2
2015-11-01,136
2015-12-01,72
2016-01-01,170
2016-02-01,85
2016-03-01,52
2016-04-01,32
2016-05-01,18
2016-06-01,28
2016-07-01,2
2016-08-01,13
2016-09-01,5
2016-10-01,97
2016-11-01,45
2016-12-01,46
2017-01-01,36
2017-02-01,25
2017-03-01,27
2017-04-01,46
2017-05-01,11
2017-06-01,18
2017-07-01,1
2017-08-01,7
2017-09-01,9
2017-10-01,18
2017-11-01,7
2017-12-01,8
2018-01-01,0
2018-02-01,32
2018-03-01,13
2018-04-01,4
2018-05-01,4
2018-06-01,0
2018-07-01,0
2018-08-01,4
2018-09-01,0
2018-10-01,5
2018-11-01,45
2018-12-01,0
2019-01-01,3
2019-02-01,0
2019-03-01,4
2019-04-01,3
2019-05-01,0
2019-06-01,1
2019-07-01,0
2019-08-01,0
2019-09-01,30
2019-10-01,0
2019-11-01,3
2019-12-01,0
2020-01-01,14
2020-02-01,16
2020-03-01,0
2020-04-01,11
2020-05-01,12
2020-06-01,9
2020-07-01,1
2020-08-01,0
2020-09-01,76
2020-10-01,98
2020-11-01,53
2020-12-01,33
2021-01-01,53
2021-02-01,31
2021-03-01,34
2021-04-01,5
2021-05-01,42
2021-06-01,10
2021-07-01,12
2021-08-01,19
2021-09-01,4
2021-10-01,51
2021-11-01,42
2021-12-01,4
2022-01-01,25
2022-02-01,9
2022-03-01,16
2022-04-01,38
2022-05-01,12
2022-06-01,10
2022-07-01,0
2022-08-01,0
2022-09-01,8
2022-10-01,15
2022-11-01,21
2022-12-01,17
2023-01-01,49
2023-02-01,33
2023-03-01,4
2023-04-01,2
2023-05-01,29
2023-06-01,47
2023-07-01,8
2023-08-01,16
2023-09-01,6
2023-10-01,9
2023-11-01,17
2023-12-01,0
2024-01-01,16
2024-02-01,29
2024-03-01,6
2024-04-01,12
2024-05-01,12
2024-06-01,29
2024-07-01,59
2024-08-01,2
2024-09-01,35
2024-10-01,14
2024-11-01,1
2024-12-01,0
2025-01-01,5
2025-02-01,0
2025-03-01,1
2025-04-01,0
2025-05-01,0
2025-06-01,0
2025-07-01,0
2025-08-01,2
